"CL-F.Open","CL-F.High","CL-F.Low","CL-F.Close","CL-F.Volume","CL-F.Adjusted","Date"
71.8499984741211,73.7300033569336,71.7900009155273,73.129997253418,306498,73.129997253418,2025-01-02
73.129997253418,74.3499984741211,72.6999969482422,73.9599990844727,296040,73.9599990844727,2025-01-03
74.0500030517578,74.9899978637695,73.1999969482422,73.5599975585938,306042,73.5599975585938,2025-01-06
73.4400024414062,74.5299987792969,73.1100006103516,74.25,277328,74.25,2025-01-07
74.5199966430664,75.2900009155273,73.1600036621094,73.3199996948242,328617,73.3199996948242,2025-01-08
73.3199996948242,74.3199996948242,72.8399963378906,73.9199981689453,213421,73.9199981689453,2025-01-09
74.2900009155273,77.8600006103516,74.0199966430664,76.5699996948242,478432,76.5699996948242,2025-01-10
76.5400009155273,79.2699966430664,76.5400009155273,78.8199996948242,460942,78.8199996948242,2025-01-13
78.8199996948242,79.0899963378906,77.4100036621094,77.5,326729,77.5,2025-01-14
78.0299987792969,80.7699966430664,77.2399978637695,80.0400009155273,321422,80.0400009155273,2025-01-15
80.4000015258789,80.5899963378906,77.870002746582,78.6800003051758,159948,78.6800003051758,2025-01-16
78.75,79.4400024414062,77.7600021362305,77.879997253418,112409,77.879997253418,2025-01-17
78.1900024414062,78.4700012207031,75.4899978637695,75.8899993896484,568807,75.8899993896484,2025-01-21
75.879997253418,76.4499969482422,75.2799987792969,75.4400024414062,315333,75.4400024414062,2025-01-22
75.3899993896484,76,74.1399993896484,74.620002746582,350688,74.620002746582,2025-01-23
74.3000030517578,75.2099990844727,74.0100021362305,74.6600036621094,319679,74.6600036621094,2025-01-24
74.5400009155273,75.1500015258789,72.379997253418,73.1699981689453,334418,73.1699981689453,2025-01-27
73.1500015258789,74.3099975585938,72.9300003051758,73.7699966430664,326075,73.7699966430664,2025-01-28
73.9499969482422,74.0800018310547,72.3300018310547,72.620002746582,312733,72.620002746582,2025-01-29
73,73.8399963378906,72.0199966430664,72.7300033569336,336475,72.7300033569336,2025-01-30
73.1999969482422,73.8399963378906,71.9400024414062,72.5299987792969,376335,72.5299987792969,2025-01-31
74.1399993896484,75.1800003051758,72.0500030517578,73.1600036621094,517853,73.1600036621094,2025-02-03
72.3499984741211,73.3499984741211,70.6699981689453,72.6999969482422,452961,72.6999969482422,2025-02-04
72.7600021362305,72.9700012207031,70.9599990844727,71.0299987792969,289902,71.0299987792969,2025-02-05
71.1800003051758,71.8499984741211,70.4300003051758,70.6100006103516,299037,70.6100006103516,2025-02-06
70.5599975585938,71.4100036621094,70.4700012207031,71,273766,71,2025-02-07
71,72.5400009155273,70.8399963378906,72.3199996948242,255941,72.3199996948242,2025-02-10
72.4899978637695,73.6800003051758,72.3099975585938,73.3199996948242,266819,73.3199996948242,2025-02-11
73.1999969482422,73.2200012207031,71.1699981689453,71.370002746582,318123,71.370002746582,2025-02-12
71.2399978637695,71.5999984741211,70.2200012207031,71.2900009155273,278197,71.2900009155273,2025-02-13
71.5199966430664,72.0199966430664,70.5199966430664,70.7399978637695,207719,70.7399978637695,2025-02-14
70.6999969482422,72.0699996948242,70.120002746582,71.8499984741211,130937,71.8499984741211,2025-02-18
71.7799987792969,73.0400009155273,71.7099990844727,72.25,69012,72.25,2025-02-19
72.1800003051758,73.25,71.8499984741211,72.5699996948242,240060,72.5699996948242,2025-02-20
72.5800018310547,72.7699966430664,70.1699981689453,70.4000015258789,268470,70.4000015258789,2025-02-21
69.8000030517578,70.9400024414062,69.8000030517578,70.6999969482422,205468,70.6999969482422,2025-02-24
70.9199981689453,71.2600021362305,68.6800003051758,68.9300003051758,267310,68.9300003051758,2025-02-25
69.1100006103516,69.2799987792969,68.3600006103516,68.620002746582,255601,68.620002746582,2025-02-26
68.8199996948242,70.5400009155273,68.6100006103516,70.3499984741211,265933,70.3499984741211,2025-02-27
70.1699981689453,70.2900009155273,69.1399993896484,69.7600021362305,250074,69.7600021362305,2025-02-28
69.9499969482422,70.5999984741211,67.8899993896484,68.370002746582,332751,68.370002746582,2025-03-03
68.4599990844727,68.5599975585938,66.7699966430664,68.2600021362305,386750,68.2600021362305,2025-03-04
68.0800018310547,68.0999984741211,65.2200012207031,66.3099975585938,382493,66.3099975585938,2025-03-05
66.3899993896484,67.0899963378906,65.5899963378906,66.3600006103516,341632,66.3600006103516,2025-03-06
66.3399963378906,68.2200012207031,66.120002746582,67.0400009155273,329710,67.0400009155273,2025-03-07
67.1100006103516,67.5999984741211,65.8000030517578,66.0299987792969,249633,66.0299987792969,2025-03-10
65.9499969482422,67.1699981689453,65.2900009155273,66.25,222511,66.25,2025-03-11
66.620002746582,67.879997253418,66.1500015258789,67.6800003051758,246675,67.6800003051758,2025-03-12
67.6900024414062,67.9400024414062,66.370002746582,66.5500030517578,268590,66.5500030517578,2025-03-13
66.7799987792969,67.4800033569336,66.5899963378906,67.1800003051758,180495,67.1800003051758,2025-03-14
67.3499984741211,68.370002746582,67.25,67.5800018310547,161298,67.5800018310547,2025-03-17
67.4000015258789,68.7200012207031,66.5599975585938,66.9000015258789,110338,66.9000015258789,2025-03-18
66.7200012207031,67.629997253418,66.2099990844727,67.1600036621094,73077,67.1600036621094,2025-03-19
67.2900009155273,68.4700012207031,66.879997253418,68.2600021362305,283376,68.2600021362305,2025-03-20
68.3499984741211,68.6500015258789,67.6500015258789,68.2799987792969,198964,68.2799987792969,2025-03-21
68.3499984741211,69.3300018310547,67.9499969482422,69.1100006103516,247024,69.1100006103516,2025-03-24
69.1600036621094,69.6800003051758,68.5199966430664,69,258411,69,2025-03-25
69.1600036621094,70.2200012207031,69.0599975585938,69.6500015258789,262413,69.6500015258789,2025-03-26
69.9599990844727,69.9700012207031,69.120002746582,69.9199981689453,211825,69.9199981689453,2025-03-27
69.9100036621094,70.0899963378906,68.870002746582,69.3600006103516,246650,69.3600006103516,2025-03-28
69.4300003051758,71.8300018310547,68.8099975585938,71.4800033569336,313087,71.4800033569336,2025-03-31
71.3899993896484,72.0999984741211,71.0299987792969,71.1999969482422,272832,71.1999969482422,2025-04-01
71.1999969482422,72.2799987792969,70.5899963378906,71.7099990844727,286501,71.7099990844727,2025-04-02
70.379997253418,70.4100036621094,65.9800033569336,66.9499969482422,459238,66.9499969482422,2025-04-03
66.6399993896484,66.9000015258789,60.4500007629395,61.9900016784668,559638,61.9900016784668,2025-04-04
61.1199989318848,63.9000015258789,58.9500007629395,60.7000007629395,597617,60.7000007629395,2025-04-07
61.0299987792969,61.75,57.8800010681152,59.5800018310547,557655,59.5800018310547,2025-04-08
58.3199996948242,62.9300003051758,55.1199989318848,62.3499984741211,592250,62.3499984741211,2025-04-09
62.7099990844727,63.3400001525879,58.7599983215332,60.0699996948242,391826,60.0699996948242,2025-04-10
60.2000007629395,61.8699989318848,59.4300003051758,61.5,306231,61.5,2025-04-11
61.7000007629395,62.6800003051758,60.5900001525879,61.5299987792969,238068,61.5299987792969,2025-04-14
61.5800018310547,62.060001373291,60.8800010681152,61.3300018310547,197404,61.3300018310547,2025-04-15
61.5400009155273,62.9799995422363,60.439998626709,62.4700012207031,213194,62.4700012207031,2025-04-16
62.6300010681152,64.8600006103516,62.6100006103516,64.6800003051758,111479,64.6800003051758,2025-04-17
64.3000030517578,64.4199981689453,62.4500007629395,63.0800018310547,82671,63.0800018310547,2025-04-21
63.4300003051758,65.0899963378906,63.4300003051758,64.3099975585938,297928,64.3099975585938,2025-04-22
64,64.870002746582,61.5299987792969,62.2700004577637,397841,62.2700004577637,2025-04-23
62.3400001525879,63.310001373291,61.9900016784668,62.7900009155273,264908,62.7900009155273,2025-04-24
62.8600006103516,63.4099998474121,61.7999992370605,63.0200004577637,283758,63.0200004577637,2025-04-25
63.4900016784668,63.9199981689453,61.4799995422363,62.0499992370605,276116,62.0499992370605,2025-04-28
61.8699989318848,62.0699996948242,60.1199989318848,60.4199981689453,312373,60.4199981689453,2025-04-29
60.1599998474121,60.4300003051758,57.9099998474121,58.2099990844727,419549,58.2099990844727,2025-04-30
58.1599998474121,59.5,56.3899993896484,59.2400016784668,364216,59.2400016784668,2025-05-01
58.9900016784668,59.8699989318848,57.7400016784668,58.2900009155273,322096,58.2900009155273,2025-05-02
56.7599983215332,57.7000007629395,55.2999992370605,57.1300010681152,308387,57.1300010681152,2025-05-05
57.25,59.8400001525879,57.0299987792969,59.0900001525879,343893,59.0900001525879,2025-05-06
58.9799995422363,60.2599983215332,57.810001373291,58.0699996948242,295238,58.0699996948242,2025-05-07
57.9300003051758,60.2900009155273,57.7400016784668,59.9099998474121,281000,59.9099998474121,2025-05-08
60.25,61.4500007629395,59.8899993896484,61.0200004577637,239640,61.0200004577637,2025-05-09
61.3899993896484,63.6100006103516,61.0200004577637,61.9500007629395,325865,61.9500007629395,2025-05-12
62,63.9000015258789,61.6500015258789,63.6699981689453,258795,63.6699981689453,2025-05-13
63.6199989318848,63.6800003051758,62.75,63.1500015258789,225626,63.1500015258789,2025-05-14
62.8800010681152,62.9099998474121,60.4700012207031,61.6199989318848,258404,61.6199989318848,2025-05-15
61.7000007629395,62.7099990844727,61.25,62.4900016784668,121556,62.4900016784668,2025-05-16
62.75,63.4000015258789,61.5699996948242,62.689998626709,95570,62.689998626709,2025-05-19
62.6800003051758,63.1699981689453,62.189998626709,62.560001373291,250414,62.560001373291,2025-05-20
62.2700004577637,64.1900024414062,61.2799987792969,61.5699996948242,302702,61.5699996948242,2025-05-21
61.3300018310547,61.75,60.25,61.2000007629395,258549,61.2000007629395,2025-05-22
60.810001373291,61.8800010681152,60.0200004577637,61.5299987792969,273392,61.5299987792969,2025-05-23
NA,NA,NA,NA,NA,NA,2025-05-26
61.7000007629395,62.1399993896484,60.2599983215332,60.8899993896484,291317,60.8899993896484,2025-05-27
61.0400009155273,62.5400009155273,60.8499984741211,61.8400001525879,260374,61.8400001525879,2025-05-28
61.8300018310547,63.0699996948242,60.5499992370605,60.939998626709,299859,60.939998626709,2025-05-29
60.939998626709,61.7200012207031,59.7400016784668,60.7900009155273,384927,60.7900009155273,2025-05-30
61.1100006103516,63.8800010681152,61.060001373291,62.5200004577637,403580,62.5200004577637,2025-06-02
63.0200004577637,63.8899993896484,62.4000015258789,63.4099998474121,291260,63.4099998474121,2025-06-03
63.3600006103516,63.9599990844727,62.1699981689453,62.8499984741211,321128,62.8499984741211,2025-06-04
62.7599983215332,63.9799995422363,62.5,63.3699989318848,232423,63.3699989318848,2025-06-05
63.3300018310547,64.8000030517578,62.8199996948242,64.5800018310547,310133,64.5800018310547,2025-06-06
64.8000030517578,65.4300003051758,64.1999969482422,65.2900009155273,235900,65.2900009155273,2025-06-09
65.4599990844727,66.2799987792969,64.5699996948242,64.9800033569336,279021,64.9800033569336,2025-06-10
64.7600021362305,68.370002746582,64.5999984741211,68.1500015258789,378473,68.1500015258789,2025-06-11
69.0299987792969,69.2900009155273,66.7200012207031,68.0400009155273,379394,68.0400009155273,2025-06-12
68.9000015258789,77.620002746582,68.4899978637695,72.9800033569336,715652,72.9800033569336,2025-06-13
76.5400009155273,77.4899978637695,69.379997253418,71.7699966430664,367312,71.7699966430664,2025-06-16
71.1100006103516,75.5400009155273,71,74.8399963378906,154264,74.8399963378906,2025-06-17
75.6100006103516,76.0699996948242,72.9400024414062,75.1399993896484,0,75.1399993896484,2025-06-18
NA,NA,NA,NA,NA,NA,2025-06-19
74.5999984741211,77.5800018310547,74.3000030517578,74.9300003051758,678377,74.9300003051758,2025-06-20
78,78.4000015258789,66.5999984741211,68.5100021362305,728868,68.5100021362305,2025-06-23
67.7399978637695,67.8300018310547,64,64.370002746582,541475,64.370002746582,2025-06-24
65.120002746582,66.0299987792969,64.5100021362305,64.9199981689453,278504,64.9199981689453,2025-06-25
64.9800033569336,66.4199981689453,64.6600036621094,65.2399978637695,233771,65.2399978637695,2025-06-26
65.3000030517578,66.0899963378906,64.8000030517578,65.5199966430664,236284,65.5199966430664,2025-06-27
65.1500015258789,65.8199996948242,64.5,65.1100006103516,193289,65.1100006103516,2025-06-30
64.9599990844727,65.9800033569336,64.6699981689453,65.4499969482422,193162,65.4499969482422,2025-07-01
65.5599975585938,67.5800018310547,65.2300033569336,67.4499969482422,265200,67.4499969482422,2025-07-02
67.5,67.5800018310547,66.5299987792969,67,0,67,2025-07-03
67.129997253418,67.1800003051758,66.0400009155273,66.5,0,66.5,2025-07-04
65.6999969482422,68.3199996948242,65.4000015258789,67.9300003051758,332949,67.9300003051758,2025-07-07
67.9599990844727,68.9100036621094,67.3300018310547,68.3300018310547,219882,68.3300018310547,2025-07-08
68.1800003051758,68.9400024414062,67.6999969482422,68.379997253418,223945,68.379997253418,2025-07-09
68.2900009155273,68.6500015258789,66.4499969482422,66.5699996948242,258654,66.5699996948242,2025-07-10
66.8499984741211,68.7699966430664,66.5,68.4499969482422,226297,68.4499969482422,2025-07-11
68.6800003051758,69.6500015258789,66.8000030517578,66.9800033569336,263877,66.9800033569336,2025-07-14
66.8600006103516,67.129997253418,66.2200012207031,66.5199966430664,252724,66.5199966430664,2025-07-15
66.7300033569336,67.0100021362305,65.4199981689453,66.379997253418,248346,66.379997253418,2025-07-16
66.5999984741211,67.6900024414062,66.2900009155273,67.5400009155273,188802,67.5400009155273,2025-07-17
67.5999984741211,68.9599990844727,67.1999969482422,67.3399963378906,107628,67.3399963378906,2025-07-18
67.3199996948242,67.7600021362305,66.4599990844727,67.1999969482422,81194,67.1999969482422,2025-07-21
67.120002746582,67.129997253418,65.9899978637695,66.2099990844727,269991,66.2099990844727,2025-07-22
65.4899978637695,65.7799987792969,64.7099990844727,65.25,251825,65.25,2025-07-23
65.4199981689453,66.3899993896484,65.3300018310547,66.0299987792969,281209,66.0299987792969,2025-07-24
66.1500015258789,66.7399978637695,65,65.1600036621094,234283,65.1600036621094,2025-07-25
65.1500015258789,67.1399993896484,65.0500030517578,66.7099990844727,262038,66.7099990844727,2025-07-28
67.0400009155273,69.7600021362305,66.5299987792969,69.2099990844727,329112,69.2099990844727,2025-07-29
69.3399963378906,70.5100021362305,68.4499969482422,70,345336,70,2025-07-30
70.3000030517578,70.4100036621094,68.5599975585938,69.2600021362305,247031,69.2600021362305,2025-07-31
69.3499984741211,69.5800018310547,67.0500030517578,67.3300018310547,355819,67.3300018310547,2025-08-01
66.8499984741211,67.7399978637695,65.4599990844727,66.2900009155273,277375,66.2900009155273,2025-08-04
66.2099990844727,66.3899993896484,65.0299987792969,65.1600036621094,279030,65.1600036621094,2025-08-05
65.1500015258789,66.75,63.6399993896484,64.3499984741211,353827,64.3499984741211,2025-08-06
64.3600006103516,65.1100006103516,63.7000007629395,63.8800010681152,300518,63.8800010681152,2025-08-07
63.8499984741211,64.5800018310547,62.7700004577637,63.8800010681152,322939,63.8800010681152,2025-08-08
63.4799995422363,64.4400024414062,63.0200004577637,63.9599990844727,234807,63.9599990844727,2025-08-11
64,64.3399963378906,63.060001373291,63.1699981689453,304441,63.1699981689453,2025-08-12
63.0699996948242,63.3800010681152,61.939998626709,62.6500015258789,298939,62.6500015258789,2025-08-13
62.7900009155273,64.0999984741211,62.5800018310547,63.9599990844727,251652,63.9599990844727,2025-08-14
63.9099998474121,64.1500015258789,62.6800003051758,62.7999992370605,197390,62.7999992370605,2025-08-15
63,63.7900009155273,62.1800003051758,63.4199981689453,95113,63.4199981689453,2025-08-18
63.2700004577637,63.3899993896484,62.25,62.3499984741211,99484,62.3499984741211,2025-08-19
62.5999984741211,63.5499992370605,62.3899993896484,63.2099990844727,280663,63.2099990844727,2025-08-20
62.8499984741211,63.6699981689453,62.5200004577637,63.5200004577637,250166,63.5200004577637,2025-08-21
63.5,63.9300003051758,63.310001373291,63.6599998474121,223169,63.6599998474121,2025-08-22
63.8800010681152,65.0999984741211,63.5299987792969,64.8000030517578,185270,64.8000030517578,2025-08-25
64.75,64.7600021362305,63.1300010681152,63.25,199101,63.25,2025-08-26
63.310001373291,64.2300033569336,62.9500007629395,64.1500015258789,193476,64.1500015258789,2025-08-27
63.8699989318848,64.6999969482422,63.3499984741211,64.5999984741211,208931,64.5999984741211,2025-08-28
64.2600021362305,64.5500030517578,63.8800010681152,64.0100021362305,0,64.0100021362305,2025-08-29
63.9500007629395,66.0299987792969,63.6599998474121,65.5899963378906,320218,65.5899963378906,2025-09-02
65.620002746582,65.7200012207031,63.7200012207031,63.9700012207031,298737,63.9700012207031,2025-09-03
63.8199996948242,63.8400001525879,62.7200012207031,63.4799995422363,251689,63.4799995422363,2025-09-04
63.3300018310547,63.4900016784668,61.4500007629395,61.8699989318848,294540,61.8699989318848,2025-09-05
62,63.3400001525879,61.8499984741211,62.2599983215332,237288,62.2599983215332,2025-09-08
62.4300003051758,63.6699981689453,62.3699989318848,62.6300010681152,268529,62.6300010681152,2025-09-09
62.7400016784668,64.0800018310547,62.7200012207031,63.6699981689453,260684,63.6699981689453,2025-09-10
63.7999992370605,63.7999992370605,62.2099990844727,62.3699989318848,222661,62.3699989318848,2025-09-11
62.2700004577637,63.9799995422363,61.689998626709,62.689998626709,313265,62.689998626709,2025-09-12
62.9700012207031,63.6699981689453,62.5200004577637,63.2999992370605,205560,63.2999992370605,2025-09-15
63.310001373291,64.7600021362305,62.8899993896484,64.5199966430664,234250,64.5199966430664,2025-09-16
64.5899963378906,64.6699981689453,63.689998626709,64.0500030517578,165427,64.0500030517578,2025-09-17
63.9900016784668,64.5500030517578,63.3300018310547,63.5699996948242,82321,63.5699996948242,2025-09-18
63.5900001525879,63.6500015258789,62.5999984741211,62.6800003051758,87165,62.6800003051758,2025-09-19
62.7400016784668,63.1800003051758,61.9799995422363,62.6399993896484,223779,62.6399993896484,2025-09-22
62.3300018310547,63.8899993896484,61.8499984741211,63.4099998474121,265948,63.4099998474121,2025-09-23
63.6399993896484,65.0500030517578,63.25,64.9899978637695,282721,64.9899978637695,2025-09-24
64.8000030517578,65.3399963378906,64.0599975585938,64.9800033569336,258353,64.9800033569336,2025-09-25
65.1999969482422,66.4199981689453,64.6600036621094,65.7200012207031,284990,65.7200012207031,2025-09-26
65.0699996948242,65.4000015258789,62.9799995422363,63.4500007629395,294292,63.4500007629395,2025-09-29
63.1399993896484,63.2599983215332,62.0299987792969,62.3699989318848,271649,62.3699989318848,2025-09-30
62.4599990844727,62.8899993896484,61.4000015258789,61.7799987792969,274339,61.7799987792969,2025-10-01
61.7799987792969,62.5400009155273,60.4000015258789,60.4799995422363,290507,60.4799995422363,2025-10-02
60.7000007629395,61.3800010681152,60.5499992370605,60.8800010681152,240044,60.8800010681152,2025-10-03
61.1399993896484,62.1199989318848,61.0400009155273,61.689998626709,224682,61.689998626709,2025-10-06
61.7299995422363,62.1100006103516,60.7200012207031,61.7299995422363,245121,61.7299995422363,2025-10-07
62.0499992370605,62.9199981689453,62.0499992370605,62.5499992370605,273318,62.5499992370605,2025-10-08
62.310001373291,62.8699989318848,61.25,61.5099983215332,259171,61.5099983215332,2025-10-09
61.4900016784668,61.6699981689453,58.2200012207031,58.9000015258789,259171,58.9000015258789,2025-10-10
