"HG-F.Open","HG-F.High","HG-F.Low","HG-F.Close","HG-F.Volume","HG-F.Adjusted","Date"
3.9925000667572,4,3.97449994087219,3.98850011825562,764,3.98850011825562,2025-01-02
4.03399991989136,4.04199981689453,4.03350019454956,4.03950023651123,505,4.03950023651123,2025-01-03
4.11499977111816,4.16200017929077,4.11499977111816,4.1269998550415,485,4.1269998550415,2025-01-06
4.16149997711182,4.16200017929077,4.13899993896484,4.16050004959106,814,4.16050004959106,2025-01-07
4.19000005722046,4.23699998855591,4.19000005722046,4.22749996185303,441,4.22749996185303,2025-01-08
4.28499984741211,4.28499984741211,4.26900005340576,4.27950000762939,281,4.27950000762939,2025-01-09
4.31400012969971,4.31400012969971,4.27449989318848,4.27449989318848,298,4.27449989318848,2025-01-10
4.28999996185303,4.29549980163574,4.28999996185303,4.29549980163574,231,4.29549980163574,2025-01-13
4.32499980926514,4.32499980926514,4.29250001907349,4.3105001449585,452,4.3105001449585,2025-01-14
4.34000015258789,4.36600017547607,4.34000015258789,4.35949993133545,298,4.35949993133545,2025-01-15
4.40000009536743,4.41200017929077,4.39799976348877,4.41050004959106,200,4.41050004959106,2025-01-16
4.34950017929077,4.35200023651123,4.32999992370605,4.33750009536743,288,4.33750009536743,2025-01-17
4.30999994277954,4.31099987030029,4.27150011062622,4.31099987030029,493,4.31099987030029,2025-01-21
4.26999998092651,4.27150011062622,4.25850009918213,4.27150011062622,445,4.27150011062622,2025-01-22
4.25,4.29949998855591,4.22949981689453,4.29949998855591,488,4.29949998855591,2025-01-23
4.33900022506714,4.33900022506714,4.28049993515015,4.28999996185303,476,4.28999996185303,2025-01-24
4.2350001335144,4.2350001335144,4.2020001411438,4.20349979400635,710,4.20349979400635,2025-01-27
4.2350001335144,4.24650001525879,4.21999979019165,4.22049999237061,435,4.22049999237061,2025-01-28
4.25649976730347,4.25799989700317,4.25649976730347,4.25750017166138,1145,4.25750017166138,2025-01-29
4.25500011444092,4.31349992752075,4.25500011444092,4.28800010681152,1598,4.28800010681152,2025-01-30
4.27549982070923,4.27600002288818,4.24700021743774,4.26200008392334,872,4.26200008392334,2025-01-31
4.25349998474121,4.30849981307983,4.25349998474121,4.29400014877319,597,4.29400014877319,2025-02-03
4.32499980926514,4.35099983215332,4.32499980926514,4.34250020980835,567,4.34250020980835,2025-02-04
4.38600015640259,4.43599987030029,4.38600015640259,4.43450021743774,602,4.43450021743774,2025-02-05
4.48850011825562,4.49200010299683,4.4355001449585,4.45349979400635,586,4.45349979400635,2025-02-06
4.53649997711182,4.58900022506714,4.53649997711182,4.58150005340576,342,4.58150005340576,2025-02-07
4.68249988555908,4.70300006866455,4.67449998855591,4.70050001144409,495,4.70050001144409,2025-02-10
4.55600023269653,4.59450006484985,4.54699993133545,4.59450006484985,390,4.59450006484985,2025-02-11
4.69799995422363,4.69799995422363,4.69250011444092,4.69799995422363,281,4.69799995422363,2025-02-12
4.76599979400635,4.76999998092651,4.76399993896484,4.76900005340576,358,4.76900005340576,2025-02-13
4.6564998626709,4.6564998626709,4.6564998626709,4.6564998626709,636,4.6564998626709,2025-02-14
4.59000015258789,4.5939998626709,4.55000019073486,4.58500003814697,683,4.58500003814697,2025-02-18
4.55700016021729,4.55700016021729,4.55700016021729,4.55700016021729,569,4.55700016021729,2025-02-19
4.54500007629395,4.60799980163574,4.54500007629395,4.60799980163574,663,4.60799980163574,2025-02-20
4.53499984741211,4.57550001144409,4.53499984741211,4.55999994277954,767,4.55999994277954,2025-02-21
4.52899980545044,4.53550004959106,4.51599979400635,4.51700019836426,561,4.51700019836426,2025-02-24
4.50549983978271,4.55499982833862,4.48600006103516,4.48600006103516,488,4.48600006103516,2025-02-25
4.54199981689453,4.54199981689453,4.54199981689453,4.54199981689453,17252,4.54199981689453,2025-02-26
4.53749990463257,4.62099981307983,4.50400018692017,4.57999992370605,6735,4.57999992370605,2025-02-27
4.55600023269653,4.55649995803833,4.47949981689453,4.5145001411438,2731,4.5145001411438,2025-02-28
4.54449987411499,4.61600017547607,4.50799989700317,4.57649993896484,1408,4.57649993896484,2025-03-03
4.56599998474121,4.56699991226196,4.5,4.52750015258789,1394,4.52750015258789,2025-03-04
4.53499984741211,4.78999996185303,4.53499984741211,4.7664999961853,819,4.7664999961853,2025-03-05
4.7814998626709,4.80249977111816,4.72249984741211,4.77899980545044,1108,4.77899980545044,2025-03-06
4.7519998550415,4.75600004196167,4.65700006484985,4.68300008773804,903,4.68300008773804,2025-03-07
4.65700006484985,4.68149995803833,4.60750007629395,4.6395001411438,821,4.6395001411438,2025-03-10
4.61950016021729,4.77449989318848,4.59999990463257,4.73999977111816,756,4.73999977111816,2025-03-11
4.76550006866455,4.86850023269653,4.76550006866455,4.82100009918213,649,4.82100009918213,2025-03-12
4.8144998550415,4.90250015258789,4.77549982070923,4.89849996566772,776,4.89849996566772,2025-03-13
4.89550018310547,4.92449998855591,4.84749984741211,4.86950016021729,394,4.86950016021729,2025-03-14
4.85500001907349,4.95499992370605,4.85500001907349,4.93349981307983,528,4.93349981307983,2025-03-17
4.94899988174438,4.99399995803833,4.94399976730347,4.99300003051758,424,4.99300003051758,2025-03-18
5.00299978256226,5.09649991989136,5.00299978256226,5.07600021362305,459,5.07600021362305,2025-03-19
5.09849977493286,5.10599994659424,5.04850006103516,5.08500003814697,578,5.08500003814697,2025-03-20
5.08199977874756,5.08750009536743,5.01700019836426,5.08750009536743,598,5.08750009536743,2025-03-21
5.10249996185303,5.15749979019165,5.04899978637695,5.06400012969971,799,5.06400012969971,2025-03-24
5.07149982452393,5.18849992752075,5.07149982452393,5.18300008773804,419,5.18300008773804,2025-03-25
5.23649978637695,5.27699995040894,5.20349979400635,5.21600008010864,547,5.21600008010864,2025-03-26
5.21150016784668,5.21150016784668,5.07250022888184,5.09749984741211,1770,5.09749984741211,2025-03-27
5.10400009155273,5.12949991226196,5.06300020217896,5.11250019073486,1395,5.11250019073486,2025-03-28
5.0935001373291,5.11999988555908,5.00750017166138,5.01999998092651,720,5.01999998092651,2025-03-31
5.05999994277954,5.06300020217896,5.00099992752075,5.01900005340576,838,5.01900005340576,2025-04-01
5.01049995422363,5.06650018692017,4.99650001525879,5.02349996566772,523,5.02349996566772,2025-04-02
4.875,4.92449998855591,4.79400014877319,4.81099987030029,274,4.81099987030029,2025-04-03
4.78000020980835,4.78000020980835,4.35599994659424,4.38450002670288,467,4.38450002670288,2025-04-04
4.31199979782104,4.36749982833862,4.14550018310547,4.16900014877319,434,4.16900014877319,2025-04-07
4.15250015258789,4.15299987792969,4.09849977493286,4.12750005722046,430,4.12750005722046,2025-04-08
4.14099979400635,4.43599987030029,4.14099979400635,4.17549991607666,288,4.17549991607666,2025-04-09
4.38199996948242,4.38399982452393,4.32100009918213,4.32100009918213,313,4.32100009918213,2025-04-10
4.43900012969971,4.54500007629395,4.40350008010864,4.50750017166138,358,4.50750017166138,2025-04-11
4.56850004196167,4.63250017166138,4.56549978256226,4.6104998588562,413,4.6104998588562,2025-04-14
4.60150003433228,4.61350011825562,4.58699989318848,4.61100006103516,463,4.61100006103516,2025-04-15
4.5939998626709,4.67600011825562,4.53399991989136,4.67399978637695,289,4.67399978637695,2025-04-16
4.66499996185303,4.73150014877319,4.60200023651123,4.73150014877319,550,4.73150014877319,2025-04-17
4.69399976730347,4.72200012207031,4.69399976730347,4.72100019454956,232,4.72100019454956,2025-04-21
4.75099992752075,4.87650012969971,4.74900007247925,4.87050008773804,516,4.87050008773804,2025-04-22
4.85650014877319,4.90000009536743,4.83050012588501,4.83549976348877,714,4.83549976348877,2025-04-23
4.84149980545044,4.87949991226196,4.84149980545044,4.84999990463257,1626,4.84999990463257,2025-04-24
4.78800010681152,4.83549976348877,4.78800010681152,4.83549976348877,697,4.83549976348877,2025-04-25
4.83500003814697,4.83799982070923,4.83300018310547,4.83799982070923,16324,4.83799982070923,2025-04-28
4.84649991989136,4.91450023651123,4.7960000038147,4.82299995422363,4169,4.82299995422363,2025-04-29
4.81349992752075,4.81599998474121,4.49849987030029,4.55999994277954,2137,4.55999994277954,2025-04-30
4.58099985122681,4.61600017547607,4.5644998550415,4.58099985122681,1206,4.58099985122681,2025-05-01
4.58449983596802,4.67850017547607,4.58400011062622,4.62750005722046,1221,4.62750005722046,2025-05-02
4.64449977874756,4.71600008010864,4.63450002670288,4.65500020980835,654,4.65500020980835,2025-05-05
4.65299987792969,4.74849987030029,4.65000009536743,4.7350001335144,777,4.7350001335144,2025-05-06
4.75,4.75,4.57600021362305,4.61649990081787,618,4.61649990081787,2025-05-07
4.5935001373291,4.63199996948242,4.50500011444092,4.56099987030029,884,4.56099987030029,2025-05-08
4.51000022888184,4.62599992752075,4.44799995422363,4.61100006103516,796,4.61100006103516,2025-05-09
4.65350008010864,4.66900014877319,4.56599998474121,4.57849979400635,847,4.57849979400635,2025-05-12
4.57049989700317,4.68249988555908,4.57000017166138,4.68149995803833,596,4.68149995803833,2025-05-13
4.64449977874756,4.69099998474121,4.59000015258789,4.61100006103516,940,4.61100006103516,2025-05-14
4.60500001907349,4.65100002288818,4.54449987411499,4.64449977874756,737,4.64449977874756,2025-05-15
4.62099981307983,4.62249994277954,4.53350019454956,4.55550003051758,1098,4.55550003051758,2025-05-16
4.56199979782104,4.63399982452393,4.53499984741211,4.63350009918213,1190,4.63350009918213,2025-05-19
4.60699987411499,4.64050006866455,4.58900022506714,4.61950016021729,1081,4.61950016021729,2025-05-20
4.65000009536743,4.6564998626709,4.62249994277954,4.63800001144409,1191,4.63800001144409,2025-05-21
4.57999992370605,4.64949989318848,4.56400012969971,4.64849996566772,1194,4.64849996566772,2025-05-22
4.65999984741211,4.84200000762939,4.64499998092651,4.80649995803833,1217,4.80649995803833,2025-05-23
NA,NA,NA,NA,NA,NA,2025-05-26
4.81099987030029,4.81099987030029,4.70300006866455,4.71000003814697,983,4.71000003814697,2025-05-27
4.71999979019165,4.73999977111816,4.63600015640259,4.64400005340576,1034,4.64400005340576,2025-05-28
4.66349983215332,4.66349983215332,4.64449977874756,4.65350008010864,1046,4.65350008010864,2025-05-29
4.64750003814697,4.69999980926514,4.63299989700317,4.65250015258789,1648,4.65250015258789,2025-05-30
4.85449981689453,4.91750001907349,4.82149982452393,4.83449983596802,679,4.83449983596802,2025-06-02
4.82250022888184,4.83900022506714,4.7649998664856,4.80950021743774,1484,4.80950021743774,2025-06-03
4.83949995040894,4.87949991226196,4.82999992370605,4.86450004577637,940,4.86450004577637,2025-06-04
4.88000011444092,5.03599977493286,4.88000011444092,4.91349983215332,541,4.91349983215332,2025-06-05
4.89099979400635,4.92000007629395,4.8144998550415,4.82999992370605,458,4.82999992370605,2025-06-06
4.84700012207031,4.91300010681152,4.84700012207031,4.90950012207031,487,4.90950012207031,2025-06-09
4.86399984359741,4.90899991989136,4.86399984359741,4.88399982452393,342,4.88399982452393,2025-06-10
4.82000017166138,4.83249998092651,4.79449987411499,4.80100011825562,537,4.80100011825562,2025-06-11
4.79199981689453,4.82299995422363,4.79199981689453,4.82149982452393,447,4.82149982452393,2025-06-12
4.82149982452393,4.82149982452393,4.7354998588562,4.80299997329712,698,4.80299997329712,2025-06-13
4.79400014877319,4.82950019836426,4.79400014877319,4.82649993896484,649,4.82649993896484,2025-06-16
4.80600023269653,4.80600023269653,4.77099990844727,4.80049991607666,700,4.80049991607666,2025-06-17
4.83650016784668,4.84499979019165,4.81549978256226,4.84499979019165,0,4.84499979019165,2025-06-18
NA,NA,NA,NA,NA,NA,2025-06-19
4.83099985122681,4.83099985122681,4.75,4.82600021362305,854,4.82600021362305,2025-06-20
4.81850004196167,4.90799999237061,4.81650018692017,4.84299993515015,819,4.84299993515015,2025-06-23
4.86350011825562,4.86850023269653,4.86350011825562,4.86700010299683,506,4.86700010299683,2025-06-24
4.89050006866455,4.91300010681152,4.8899998664856,4.91300010681152,708,4.91300010681152,2025-06-25
5.04449987411499,5.07350015640259,5.04250001907349,5.06549978256226,17008,5.06549978256226,2025-06-26
5.05350017547607,5.08699989318848,4.97650003433228,5.06850004196167,4809,5.06850004196167,2025-06-27
5.07049989700317,5.07600021362305,5.01200008392334,5.03000020980835,1194,5.03000020980835,2025-06-30
5.0314998626709,5.12200021743774,5.0314998626709,5.0479998588562,1003,5.0479998588562,2025-07-01
5.04650020599365,5.16149997711182,5.03499984741211,5.14900016784668,792,5.14900016784668,2025-07-02
5.15199995040894,5.15199995040894,5.08449983596802,5.09700012207031,0,5.09700012207031,2025-07-03
5.08449983596802,5.08449983596802,5,5.01849985122681,0,5.01849985122681,2025-07-04
5.00299978256226,5.00299978256226,4.95650005340576,4.98449993133545,718,4.98449993133545,2025-07-07
4.96799993515015,5.64499998092651,4.94950008392334,5.64499998092651,922,5.64499998092651,2025-07-08
5.46700000762939,5.68200016021729,5.39750003814697,5.44350004196167,857,5.44350004196167,2025-07-09
5.57999992370605,5.59299993515015,5.54349994659424,5.5479998588562,756,5.5479998588562,2025-07-10
5.58500003814697,5.58500003814697,5.44999980926514,5.56199979782104,1082,5.56199979782104,2025-07-11
5.47599983215332,5.5149998664856,5.44950008392334,5.5149998664856,1093,5.5149998664856,2025-07-14
5.48600006103516,5.5460000038147,5.48299980163574,5.5460000038147,1621,5.5460000038147,2025-07-15
5.48999977111816,5.51399993896484,5.44500017166138,5.49650001525879,1152,5.49650001525879,2025-07-16
5.46799993515015,5.49049997329712,5.45699977874756,5.48600006103516,866,5.48600006103516,2025-07-17
5.48899984359741,5.5789999961853,5.48899984359741,5.57800006866455,521,5.57800006866455,2025-07-18
5.55049991607666,5.61700010299683,5.55049991607666,5.6104998588562,583,5.6104998588562,2025-07-21
5.64300012588501,5.69950008392334,5.64300012588501,5.69700002670288,729,5.69700002670288,2025-07-22
5.75099992752075,5.86549997329712,5.75099992752075,5.79500007629395,607,5.79500007629395,2025-07-23
5.8604998588562,5.89499998092651,5.77199983596802,5.77699995040894,686,5.77699995040894,2025-07-24
5.77500009536743,5.78000020980835,5.72800016403198,5.76350021362305,911,5.76350021362305,2025-07-25
5.74749994277954,5.7480001449585,5.4980001449585,5.59499979019165,782,5.59499979019165,2025-07-28
5.6100001335144,5.6100001335144,5.58300018310547,5.60349988937378,1039,5.60349988937378,2025-07-29
5.62650012969971,5.62799978256226,4.49249982833862,5.57000017166138,2823,5.57000017166138,2025-07-30
4.59499979019165,4.59549999237061,4.32350015640259,4.33050012588501,1537,4.33050012588501,2025-07-31
4.38899993896484,4.41249990463257,4.38500022888184,4.41249990463257,1301,4.41249990463257,2025-08-01
4.42350006103516,4.43100023269653,4.41450023651123,4.41499996185303,1042,4.41499996185303,2025-08-04
4.38800001144409,4.40100002288818,4.35500001907349,4.36399984359741,831,4.36399984359741,2025-08-05
4.40000009536743,4.41200017929077,4.38049983978271,4.39099979400635,924,4.39099979400635,2025-08-06
4.39949989318848,4.42700004577637,4.37750005722046,4.37849998474121,986,4.37849998474121,2025-08-07
4.38749980926514,4.45550012588501,4.38749980926514,4.45550012588501,645,4.45550012588501,2025-08-08
4.44549989700317,4.45149993896484,4.42350006103516,4.42350006103516,794,4.42350006103516,2025-08-11
4.51249980926514,4.51249980926514,4.5,4.50850009918213,803,4.50850009918213,2025-08-12
4.50950002670288,4.50950002670288,4.47200012207031,4.48199987411499,879,4.48199987411499,2025-08-13
4.45499992370605,4.46649980545044,4.45499992370605,4.46449995040894,2053,4.46449995040894,2025-08-14
4.48850011825562,4.48850011825562,4.47399997711182,4.47800016403198,797,4.47800016403198,2025-08-15
4.44700002670288,4.46400022506714,4.44700002670288,4.45699977874756,1008,4.45699977874756,2025-08-18
4.41900014877319,4.41900014877319,4.40899991989136,4.40899991989136,957,4.40899991989136,2025-08-19
4.41249990463257,4.43100023269653,4.40799999237061,4.42600011825562,1188,4.42600011825562,2025-08-20
4.43849992752075,4.44000005722046,4.42950010299683,4.43149995803833,821,4.43149995803833,2025-08-21
4.44700002670288,4.44799995422363,4.44649982452393,4.44750022888184,939,4.44750022888184,2025-08-22
4.47300004959106,4.47349977493286,4.46600008010864,4.46649980545044,945,4.46649980545044,2025-08-25
4.45349979400635,4.45349979400635,4.45050001144409,4.45050001144409,528,4.45050001144409,2025-08-26
4.41450023651123,4.41450023651123,4.41450023651123,4.41450023651123,20198,4.41450023651123,2025-08-27
4.42449998855591,4.47800016403198,4.40749979019165,4.46350002288818,7819,4.46350002288818,2025-08-28
4.46649980545044,4.52199983596802,4.46649980545044,4.51849985122681,0,4.51849985122681,2025-08-29
4.52050018310547,4.57000017166138,4.49399995803833,4.56949996948242,1397,4.56949996948242,2025-09-02
4.57250022888184,4.59000015258789,4.53350019454956,4.55849981307983,1166,4.55849981307983,2025-09-03
4.4980001449585,4.50750017166138,4.48750019073486,4.48799991607666,881,4.48799991607666,2025-09-04
4.52150011062622,4.52150011062622,4.47200012207031,4.48250007629395,859,4.48250007629395,2025-09-05
4.48299980163574,4.49900007247925,4.48299980163574,4.49049997329712,888,4.49049997329712,2025-09-08
4.51149988174438,4.51200008392334,4.48400020599365,4.50099992752075,1354,4.50099992752075,2025-09-09
4.50349998474121,4.55399990081787,4.50250005722046,4.55000019073486,1052,4.55000019073486,2025-09-10
4.55000019073486,4.6100001335144,4.53499984741211,4.59049987792969,1044,4.59049987792969,2025-09-11
4.58900022506714,4.5935001373291,4.58150005340576,4.58850002288818,883,4.58850002288818,2025-09-12
4.59999990463257,4.66349983215332,4.59299993515015,4.65549993515015,491,4.65549993515015,2025-09-15
4.63500022888184,4.63600015640259,4.63000011444092,4.63299989700317,651,4.63299989700317,2025-09-16
4.57000017166138,4.58799982070923,4.5475001335144,4.57100009918213,950,4.57100009918213,2025-09-17
4.55950021743774,4.5625,4.52150011062622,4.54099988937378,837,4.54099988937378,2025-09-18
4.54400014877319,4.57250022888184,4.54400014877319,4.56899976730347,653,4.56899976730347,2025-09-19
4.57250022888184,4.58750009536743,4.57049989700317,4.57299995422363,830,4.57299995422363,2025-09-22
4.57000017166138,4.58699989318848,4.57000017166138,4.58449983596802,1072,4.58449983596802,2025-09-23
4.58199977874756,4.7664999961853,4.55849981307983,4.75250005722046,1961,4.75250005722046,2025-09-24
4.74300003051758,4.74300003051758,4.69999980926514,4.69999980926514,1220,4.69999980926514,2025-09-25
4.67700004577637,4.71549987792969,4.66949987411499,4.71549987792969,1901,4.71549987792969,2025-09-26
4.70849990844727,4.84200000762939,4.70849990844727,4.84100008010864,2748,4.84100008010864,2025-09-29
4.79549980163574,4.82800006866455,4.77799987792969,4.80499982833862,1426,4.80499982833862,2025-09-30
4.81150007247925,4.84250020980835,4.78200006484985,4.83050012588501,755,4.83050012588501,2025-10-01
4.84250020980835,4.91849994659424,4.84250020980835,4.89799976348877,1055,4.89799976348877,2025-10-02
4.95499992370605,5.06199979782104,4.95499992370605,5.05800008773804,995,5.05800008773804,2025-10-03
5.00250005722046,5.00250005722046,4.98050022125244,4.98699998855591,1007,4.98699998855591,2025-10-06
5.06750011444092,5.07499980926514,5.03950023651123,5.0479998588562,731,5.0479998588562,2025-10-07
5.04449987411499,5.05849981307983,5.01900005340576,5.0460000038147,685,5.0460000038147,2025-10-08
5.05649995803833,5.11499977111816,5.05000019073486,5.07550001144409,913,5.07550001144409,2025-10-09
5.11600017547607,5.11600017547607,4.83400011062622,4.84849977493286,913,4.84849977493286,2025-10-10
