"IVG.MI.Open","IVG.MI.High","IVG.MI.Low","IVG.MI.Close","IVG.MI.Volume","IVG.MI.Adjusted","Date"
11.2600002288818,11.3999996185303,9.56999969482422,10.1079998016357,23323315,9.68467712402344,2022-01-03
10.3999996185303,10.9899997711182,10.25,10.710000038147,11315628,10.2614641189575,2022-01-04
10.8999996185303,11.4160003662109,10.8159999847412,11.3760004043579,9073446,10.8995733261108,2022-01-05
11.1000003814697,11.25,10.6000003814697,10.6000003814697,8844542,10.1560716629028,2022-01-06
10.4399995803833,10.8819999694824,10.21399974823,10.289999961853,11941139,9.85905456542969,2022-01-07
10.1000003814697,10.5,10.0900001525879,10.1599998474121,6880124,9.73449897766113,2022-01-10
10.1599998474121,10.3299999237061,10.0799999237061,10.1499996185303,4472971,9.7249174118042,2022-01-11
10.2600002288818,10.7399997711182,10.1999998092651,10.7299995422363,5804326,10.2806262969971,2022-01-12
10.75,11.3599996566772,10.6999998092651,11.0799999237061,7510382,10.6159687042236,2022-01-13
11.0100002288818,11.1300001144409,10.6599998474121,10.6999998092651,4406227,10.2518825531006,2022-01-14
10.8500003814697,10.9499998092651,10.5699996948242,10.6499996185303,3165422,10.2039775848389,2022-01-17
10.6300001144409,10.6499996185303,10.3999996185303,10.3999996185303,2435262,9.96444702148438,2022-01-18
10.3999996185303,10.6300001144409,10.289999961853,10.4499998092651,2413549,10.0123529434204,2022-01-19
10.460000038147,10.6099996566772,10.3999996185303,10.3999996185303,1535035,9.96444702148438,2022-01-20
10.289999961853,10.4399995803833,10.25,10.3199996948242,1777164,9.88779735565186,2022-01-21
10.2600002288818,10.289999961853,9.57999992370605,9.58500003814697,4229589,9.18358039855957,2022-01-24
9.72500038146973,9.74499988555908,9.23999977111816,9.3100004196167,3251441,8.92009735107422,2022-01-25
9.30000019073486,9.78499984741211,9.15499973297119,9.625,3546202,9.22190380096436,2022-01-26
9.4350004196167,9.84000015258789,9.35999965667725,9.625,2484688,9.22190380096436,2022-01-27
9.60499954223633,9.64500045776367,9.36499977111816,9.40499973297119,1984383,9.01111793518066,2022-01-28
9.72999954223633,9.73999977111816,9.39000034332275,9.47000026702881,1481754,9.07339572906494,2022-01-31
9.55000019073486,9.59000015258789,9.38500022888184,9.52499961853027,3182466,9.12609195709229,2022-02-01
9.55000019073486,9.57999992370605,9.31999969482422,9.31999969482422,2785789,8.92967700958252,2022-02-02
9.30000019073486,9.30000019073486,9.04500007629395,9.04500007629395,2319627,8.66619491577148,2022-02-03
9.10000038146973,9.11499977111816,8.72999954223633,8.76000022888184,3367791,8.39313125610352,2022-02-04
8.84000015258789,8.92500019073486,8.69999980926514,8.75,3275204,8.38354969024658,2022-02-07
8.78999996185303,9.125,8.26000022888184,8.43000030517578,6011852,8.07695198059082,2022-02-08
8.47000026702881,9.01500034332275,8.30000019073486,9.01500034332275,6081895,8.637451171875,2022-02-09
8.97000026702881,9.0600004196167,8.74499988555908,8.94999980926514,4204295,8.57517337799072,2022-02-10
8.76000022888184,8.8149995803833,8.58500003814697,8.60999965667725,3316128,8.24941253662109,2022-02-11
8.47999954223633,8.48499965667725,8.10499954223633,8.27000045776367,3910261,7.92365264892578,2022-02-14
8.25,8.48499965667725,8.17000007629395,8.4350004196167,2468105,8.08174228668213,2022-02-15
8.5600004196167,8.59000015258789,8.32499980926514,8.375,2299262,8.02425479888916,2022-02-16
8.35000038146973,8.375,8.06999969482422,8.07999992370605,3404051,7.7416090965271,2022-02-17
8.10000038146973,8.16499996185303,7.93499994277954,8.05500030517578,2313680,7.71765661239624,2022-02-18
8.10000038146973,8.11499977111816,7.84499979019165,7.84499979019165,2369088,7.51645040512085,2022-02-21
7.51000022888184,8.14500045776367,7.16499996185303,8.05000019073486,3062742,7.71286582946777,2022-02-22
8.07999992370605,8.10499954223633,7.73999977111816,7.73999977111816,1845591,7.41584825515747,2022-02-23
7.28000020980835,7.5149998664856,7.20499992370605,7.35500001907349,4104613,7.04697227478027,2022-02-24
7.44999980926514,7.5,7.17000007629395,7.5,3075358,7.18589973449707,2022-02-25
7.30000019073486,7.47499990463257,7.19999980926514,7.44500017166138,2532581,7.13320302963257,2022-02-28
7.5,7.5149998664856,6.91499996185303,6.91499996185303,3306233,6.62539911270142,2022-03-01
6.85500001907349,7.05499982833862,6.67000007629395,7.00500011444092,3447231,6.71163034439087,2022-03-02
7.07999992370605,7.09999990463257,6.82499980926514,6.875,1906095,6.58707475662231,2022-03-03
6.72499990463257,6.78499984741211,6.17999982833862,6.33500003814697,3684492,6.06969022750854,2022-03-04
5.86999988555908,6.33500003814697,5.71999979019165,6.13000011444092,5966204,5.87327527999878,2022-03-07
6.13000011444092,6.6100001335144,6.08500003814697,6.3899998664856,3779682,6.12238645553589,2022-03-08
6.59999990463257,6.65500020980835,6.43499994277954,6.6399998664856,4270764,6.36191654205322,2022-03-09
6.6399998664856,6.65500020980835,6.07999992370605,6.13000011444092,5312212,5.87327527999878,2022-03-10
6.15000009536743,6.73999977111816,6.15000009536743,6.44500017166138,4433079,6.17508316040039,2022-03-11
6.59000015258789,6.72499990463257,6.5149998664856,6.71999979019165,2581341,6.43856573104858,2022-03-14
6.69500017166138,6.69500017166138,6.44999980926514,6.53999996185303,2670255,6.26610422134399,2022-03-15
6.73999977111816,6.79500007629395,6.63000011444092,6.69000005722046,2826765,6.40982246398926,2022-03-16
6.76999998092651,7.0149998664856,6.75,6.92000007629395,3556258,6.63018989562988,2022-03-17
6.95499992370605,6.98000001907349,6.63000011444092,6.71500015258789,4400032,6.43377590179443,2022-03-18
6.625,6.70499992370605,6.5149998664856,6.57999992370605,2303616,6.30442953109741,2022-03-21
6.59000015258789,6.6399998664856,6.50500011444092,6.6399998664856,2735170,6.36191654205322,2022-03-22
6.75,6.8600001335144,6.52500009536743,6.52500009536743,2749560,6.25173282623291,2022-03-23
6.59999990463257,6.6399998664856,6.51000022888184,6.53499984741211,1556296,6.26131343841553,2022-03-24
6.57499980926514,6.57499980926514,6.25,6.2649998664856,3912970,6.0026216506958,2022-03-25
6.28499984741211,6.44000005722046,6.28499984741211,6.30499982833862,3017576,6.0409460067749,2022-03-28
6.3899998664856,6.625,6.28499984741211,6.57000017166138,4427308,6.29484844207764,2022-03-29
6.57499980926514,6.59499979019165,6.28999996185303,6.30000019073486,4370928,6.03615570068359,2022-03-30
6.3600001335144,6.36499977111816,5.94999980926514,5.94999980926514,5857735,5.70081377029419,2022-03-31
5.99700021743774,6.13000011444092,5.94000005722046,6,2974965,5.74871969223022,2022-04-01
6.0149998664856,6.03499984741211,5.86199998855591,5.94299983978271,2524391,5.69410705566406,2022-04-04
5.97800016403198,6.0019998550415,5.64300012588501,5.69500017166138,4549813,5.45649337768555,2022-04-05
5.67199993133545,5.79699993133545,5.38500022888184,5.46199989318848,4125758,5.23325109481812,2022-04-06
5.51599979400635,5.57600021362305,5.34999990463257,5.34999990463257,2522173,5.12594127655029,2022-04-07
5.44999980926514,5.55999994277954,5.34899997711182,5.47300004959106,2794856,5.24379062652588,2022-04-08
5.46600008010864,5.875,5.43200016021729,5.80999994277954,4160054,5.5666766166687,2022-04-11
5.75,5.80999994277954,5.65999984741211,5.71000003814697,2825138,5.47086524963379,2022-04-12
5.69999980926514,6.05999994277954,5.61999988555908,6.05100011825562,3445946,5.79758405685425,2022-04-13
6.04699993133545,6.05999994277954,5.86499977111816,5.95800018310547,2815887,5.70847845077515,2022-04-14
5.98600006103516,6.22800016403198,5.95800018310547,6.13199996948242,2951736,5.8751916885376,2022-04-19
6.16900014877319,6.16900014877319,6.06599998474121,6.12099981307983,1758895,5.86465215682983,2022-04-20
6.14499998092651,6.2189998626709,6.10500001907349,6.13100004196167,1800303,5.87423372268677,2022-04-21
6.07399988174438,6.15999984741211,5.89400005340576,5.89699983596802,2997914,5.65003347396851,2022-04-22
5.79699993133545,5.88600015640259,5.6710000038147,5.69999980926514,1805442,5.46128368377686,2022-04-25
5.76999998092651,6.07000017166138,5.61600017547607,5.74700021743774,4118445,5.50631523132324,2022-04-26
5.72200012207031,5.76800012588501,5.57100009918213,5.63100004196167,2732328,5.3951735496521,2022-04-27
5.71099996566772,5.7810001373291,5.57000017166138,5.61800003051758,1663580,5.38271808624268,2022-04-28
5.66099977493286,5.72700023651123,5.61399984359741,5.64799976348877,1099010,5.41146087646484,2022-04-29
5.6100001335144,5.63399982452393,5.45800018310547,5.57999992370605,1773043,5.34630918502808,2022-05-02
5.61299991607666,5.77799987792969,5.55200004577637,5.75,1785095,5.50918960571289,2022-05-03
5.76999998092651,5.78299999237061,5.57000017166138,5.57000017166138,1422123,5.33672857284546,2022-05-04
5.69299983978271,5.71500015258789,5.38000011444092,5.39900016784668,2009709,5.17288970947266,2022-05-05
5.38000011444092,5.54899978637695,5.36999988555908,5.46000003814697,1944723,5.23133516311646,2022-05-06
5.46799993515015,5.46799993515015,5.26000022888184,5.32399988174438,2313101,5.10103034973145,2022-05-09
5.40999984741211,5.44999980926514,5.23199987411499,5.23600006103516,1768139,5.01671600341797,2022-05-10
5.24499988555908,5.41900014877319,5.21199989318848,5.41900014877319,1860265,5.19205236434937,2022-05-11
5.32999992370605,5.43800020217896,5.22700023651123,5.39699983596802,1936176,5.17097330093384,2022-05-12
5.44000005722046,5.50899982452393,5.38000011444092,5.45499992370605,2716530,5.22654438018799,2022-05-13
5.45499992370605,5.53200006484985,5.39699983596802,5.41499996185303,1002502,5.18821954727173,2022-05-16
5.4539999961853,5.68900012969971,5.44799995422363,5.59000015258789,3413741,5.35589075088501,2022-05-17
5.65000009536743,5.78200006484985,5.55700016021729,5.72100019454956,2097766,5.48140430450439,2022-05-18
5.61199998855591,5.66400003433228,5.50899982452393,5.63199996948242,1569339,5.39613151550293,2022-05-19
5.67999982833862,5.74700021743774,5.57299995422363,5.5939998626709,1773866,5.35972309112549,2022-05-20
5.61299991607666,5.6729998588562,5.5460000038147,5.65000009536743,1355091,5.41337823867798,2022-05-23
5.66200017929077,5.67000007629395,5.50600004196167,5.5770001411438,1233973,5.34343528747559,2022-05-24
5.5770001411438,5.73999977111816,5.49100017547607,5.72300004959106,1984827,5.48332023620605,2022-05-25
5.75,5.91699981689453,5.64799976348877,5.90000009536743,2495941,5.65290784835815,2022-05-26
5.81599998474121,5.98000001907349,5.81599998474121,5.96000003814697,1583023,5.71039533615112,2022-05-27
6.01399993896484,6.10300016403198,5.98999977111816,6.07000017166138,1510660,5.81578826904297,2022-05-30
6.07100009918213,6.10300016403198,5.90399980545044,5.92500019073486,1710248,5.67686080932617,2022-05-31
5.92999982833862,6.04899978637695,5.90500020980835,5.94600009918213,1985267,5.69698095321655,2022-06-01
6.00899982452393,6.09600019454956,5.9539999961853,6.09299993515015,1792655,5.83782482147217,2022-06-02
6.11199998855591,6.22499990463257,6.05000019073486,6.10300016403198,2831477,5.8474063873291,2022-06-03
6.16400003433228,6.41800022125244,6.1269998550415,6.3899998664856,3321010,6.12238645553589,2022-06-06
6.36199998855591,6.38000011444092,6.1729998588562,6.28900003433228,2320257,6.02561664581299,2022-06-07
6.32000017166138,6.38100004196167,6.21600008010864,6.32600021362305,1704261,6.06106662750244,2022-06-08
6.28999996185303,6.29500007629395,5.90399980545044,5.90399980545044,4583558,5.65674018859863,2022-06-09
5.90000009536743,5.90000009536743,5.42399978637695,5.46999979019165,4779877,5.24091577529907,2022-06-10
5.40000009536743,5.46500015258789,5.02099990844727,5.0770001411438,4636137,4.86437511444092,2022-06-13
5.14900016784668,5.24900007247925,5.00400018692017,5.09700012207031,2818082,4.88353776931763,2022-06-14
5.23000001907349,5.46000003814697,5.15000009536743,5.32800006866455,3602352,5.10486316680908,2022-06-15
5.27799987792969,5.28999996185303,5.14799976348877,5.22100019454956,2452422,5.00234460830688,2022-06-16
5.19999980926514,5.32299995422363,5.14400005340576,5.32200002670288,4765434,5.09911441802979,2022-06-17
5.34299993515015,5.46500015258789,5.23799991607666,5.44999980926514,1265113,5.22175359725952,2022-06-20
5.44999980926514,5.58599996566772,5.41400003433228,5.41699981689453,1367658,5.19013595581055,2022-06-21
5.31400012969971,5.38800001144409,5.17199993133545,5.31699991226196,1789692,5.09432363510132,2022-06-22
5.36899995803833,5.36899995803833,5.10699987411499,5.10699987411499,1778269,4.89311838150024,2022-06-23
5.11299991607666,5.22399997711182,5.01999998092651,5.19500017166138,1933194,4.97743320465088,2022-06-24
5.26000022888184,5.38000011444092,5.2020001411438,5.23000001907349,1761818,5.01096725463867,2022-06-27
5.25,5.34800004959106,5.2039999961853,5.30200004577637,1556955,5.07995176315308,2022-06-28
5.23999977111816,5.32800006866455,5.19999980926514,5.2979998588562,1305635,5.0761194229126,2022-06-29
5.21000003814697,5.31500005722046,4.96150016784668,5.04199981689453,3072185,4.83084106445312,2022-06-30
4.98000001907349,5.13800001144409,4.94000005722046,5.0789999961853,1535360,4.86629104614258,2022-07-01
5.05000019073486,5.15500020980835,4.98699998855591,5.14099979400635,985438,4.92569446563721,2022-07-04
5.11499977111816,5.18300008773804,4.74849987030029,4.74849987030029,3762380,4.54963254928589,2022-07-05
4.82000017166138,4.88850021362305,4.58050012588501,4.75449991226196,3036596,4.55538129806519,2022-07-06
4.85799980163574,5.14900016784668,4.83050012588501,5.09600019454956,3052499,4.88257932662964,2022-07-07
5.06099987030029,5.26999998092651,5.01200008392334,5.26900005340576,2393460,5.0483341217041,2022-07-08
5.19999980926514,5.25799989700317,5.03599977493286,5.03599977493286,1794145,4.82509183883667,2022-07-11
5,5.14099979400635,4.94399976730347,5.11999988555908,1560900,4.90557384490967,2022-07-12
5.11899995803833,5.11899995803833,4.8895001411438,4.94999980926514,1981838,4.74269390106201,2022-07-13
4.98999977111816,4.98999977111816,4.73000001907349,4.75950002670288,2312800,4.56017208099365,2022-07-14
4.83750009536743,5.04300022125244,4.72300004959106,5.02400016784668,1947099,4.81359481811523,2022-07-15
5.09000015258789,5.19399976730347,5.02299976348877,5.11299991607666,1625180,4.89886713027954,2022-07-18
5.13500022888184,5.37599992752075,5.02899980545044,5.37599992752075,2254990,5.15085315704346,2022-07-19
5.38800001144409,5.46299982070923,5.26800012588501,5.34999990463257,2033903,5.12594127655029,2022-07-20
5.18699979782104,5.43400001525879,5.15000009536743,5.38399982452393,2301198,5.15851736068726,2022-07-21
5.3600001335144,5.44000005722046,5.26000022888184,5.37400007247925,1162846,5.14893627166748,2022-07-22
5.32200002670288,5.41699981689453,5.2649998664856,5.40000009536743,1157899,5.17384815216064,2022-07-25
5.34499979019165,5.39300012588501,5.21999979019165,5.23199987411499,1532624,5.01288318634033,2022-07-26
5.23600006103516,5.51000022888184,5.23600006103516,5.5,2599217,5.26965951919556,2022-07-27
5.67500019073486,5.8769998550415,5.55700016021729,5.86399984359741,4041376,5.61841535568237,2022-07-28
5.90000009536743,5.99900007247925,5.84000015258789,5.95300006866455,2682369,5.70368814468384,2022-07-29
5.96700000762939,6.01300001144409,5.76399993896484,5.76399993896484,1641881,5.52260303497314,2022-08-01
5.69999980926514,5.9539999961853,5.68900012969971,5.92399978637695,1444990,5.67590236663818,2022-08-02
5.81099987030029,6.00799989700317,5.79500007629395,5.88700008392334,1112997,5.64045238494873,2022-08-03
5.88000011444092,5.96299982070923,5.70800018310547,5.75899982452393,2138183,5.51781272888184,2022-08-04
5.82600021362305,5.82600021362305,5.72700023651123,5.7810001373291,1418521,5.53889131546021,2022-08-05
5.80200004577637,5.87799978256226,5.74599981307983,5.80000019073486,695578,5.55709600448608,2022-08-08
5.84600019454956,5.85799980163574,5.70100021362305,5.73799991607666,947624,5.4976921081543,2022-08-09
5.70100021362305,5.97399997711182,5.67600011825562,5.96199989318848,1266112,5.71231126785278,2022-08-10
6.01100015640259,6.08599996566772,5.94999980926514,6.07499980926514,1462457,5.82057857513428,2022-08-11
6.08699989318848,6.10200023651123,6.02199983596802,6.02400016784668,935810,5.77171468734741,2022-08-12
6.05399990081787,6.10500001907349,5.99300003051758,6.05999994277954,1170223,5.80620670318604,2022-08-16
6.05399990081787,6.11800003051758,5.86299991607666,5.8769998550415,1665740,5.6308708190918,2022-08-17
5.8600001335144,5.99200010299683,5.8600001335144,5.91099977493286,836698,5.66344690322876,2022-08-18
5.84700012207031,5.85500001907349,5.75,5.75,830988,5.50918960571289,2022-08-19
5.71999979019165,5.74399995803833,5.51999998092651,5.53700017929077,1339835,5.30511045455933,2022-08-22
5.5,5.61299991607666,5.49399995803833,5.55000019073486,1460627,5.31756591796875,2022-08-23
5.54500007629395,5.57999992370605,5.42500019073486,5.55999994277954,1306839,5.32714700698853,2022-08-24
5.57000017166138,5.61199998855591,5.42999982833862,5.44399976730347,1508487,5.21600484848022,2022-08-25
5.42000007629395,5.45300006866455,5.17600011825562,5.17600011825562,2664968,4.95922899246216,2022-08-26
5.0770001411438,5.22900009155273,5.05999994277954,5.17899990081787,1228962,4.96210336685181,2022-08-29
5.25,5.27799987792969,5.12200021743774,5.16400003433228,1032447,4.94773149490356,2022-08-30
5.19999980926514,5.21600008010864,5.03900003433228,5.05600023269653,1569176,4.84425497055054,2022-08-31
5.01200008392334,5.0460000038147,4.91599988937378,4.94549989700317,1226903,4.73838186264038,2022-09-01
4.97599983215332,5.18100023269653,4.93800020217896,5.15000009536743,1536086,4.93431806564331,2022-09-02
5.03000020980835,5.03299999237061,4.93050003051758,4.93650007247925,1295189,4.72975921630859,2022-09-05
4.96500015258789,5.04500007629395,4.93599987030029,5.01900005340576,951917,4.80880403518677,2022-09-06
4.99949979782104,5.07000017166138,4.96400022506714,5.06099987030029,743828,4.84904527664185,2022-09-07
5.08900022506714,5.08900022506714,4.87650012969971,4.96999979019165,1462223,4.7618556022644,2022-09-08
5.01200008392334,5.09800004959106,4.97200012207031,5.06699991226196,1113895,4.85479354858398,2022-09-09
5.09999990463257,5.25,5.09899997711182,5.22100019454956,1218078,5.00234460830688,2022-09-12
5.22800016403198,5.30100011825562,5.09600019454956,5.09600019454956,1415013,4.88257932662964,2022-09-13
5.03999996185303,5.10500001907349,4.9850001335144,5.0460000038147,1232509,4.8346734046936,2022-09-14
5.03000020980835,5.10900020599365,5.02199983596802,5.06699991226196,748112,4.85479354858398,2022-09-15
4.97949981689453,5.02500009536743,4.93249988555908,4.98750019073486,1585033,4.77862358093262,2022-09-16
4.92000007629395,5.125,4.8730001449585,5.08699989318848,1118182,4.87395620346069,2022-09-19
5.1100001335144,5.14699983596802,4.93450021743774,4.94799995422363,1049480,4.74077749252319,2022-09-20
4.87949991226196,5.1560001373291,4.86499977111816,5.15000009536743,1032448,4.93431806564331,2022-09-21
5.05000019073486,5.13000011444092,4.96199989318848,4.98000001907349,1010793,4.77143716812134,2022-09-22
5,5,4.72949981689453,4.73600006103516,2075592,4.53765630722046,2022-09-23
4.71999979019165,4.89200019836426,4.69099998474121,4.83949995040894,1054669,4.63682126998901,2022-09-26
4.88450002670288,4.90500020980835,4.76800012588501,4.81150007247925,891838,4.60999441146851,2022-09-27
4.72650003433228,4.92950010299683,4.72499990463257,4.90450000762939,1348230,4.69909906387329,2022-09-28
4.86199998855591,4.87949991226196,4.66800022125244,4.72749996185303,1754522,4.52951192855835,2022-09-29
4.74900007247925,4.92000007629395,4.72650003433228,4.86999988555908,1635754,4.66604423522949,2022-09-30
4.82299995422363,4.94799995422363,4.7350001335144,4.94799995422363,1105812,4.74077749252319,2022-10-03
5.01000022888184,5.18200016021729,4.98750019073486,5.15000009536743,1707922,4.93431806564331,2022-10-04
5.09000015258789,5.1399998664856,5.01999998092651,5.10300016403198,1313665,4.88928604125977,2022-10-05
5.11499977111816,5.22599983215332,5.08099985122681,5.13000011444092,1022230,4.9151554107666,2022-10-06
5.09299993515015,5.21700000762939,5.0770001411438,5.14699983596802,1005472,4.9314432144165,2022-10-07
5.09999990463257,5.23600006103516,5.05600023269653,5.15500020980835,734627,4.93910884857178,2022-10-10
5.08900022506714,5.17700004577637,5.06199979782104,5.15799999237061,1042121,4.94198274612427,2022-10-11
5.17999982833862,5.19999980926514,5.01599979400635,5.03399991989136,960763,4.82317590713501,2022-10-12
5.01300001144409,5.19600009918213,4.95599985122681,5.19600009918213,1007357,4.97839117050171,2022-10-13
5.25,5.27699995040894,5.10699987411499,5.11899995803833,1003543,4.90461587905884,2022-10-14
5.11999988555908,5.21999979019165,5.07600021362305,5.19999980926514,601405,4.98222351074219,2022-10-17
5.25,5.42199993133545,5.21000003814697,5.34499979019165,1822628,5.12115049362183,2022-10-18
5.36299991607666,5.38399982452393,5.25699996948242,5.32999992370605,578241,5.1067795753479,2022-10-19
5.30000019073486,5.38800001144409,5.21999979019165,5.36800003051758,1039336,5.14318799972534,2022-10-20
5.32800006866455,5.42600011825562,5.23299980163574,5.37200021743774,815597,5.14702033996582,2022-10-21
5.42999982833862,5.53299999237061,5.30200004577637,5.51800012588501,1632705,5.28690624237061,2022-10-24
5.53999996185303,5.54500007629395,5.44000005722046,5.51800012588501,1178589,5.28690624237061,2022-10-25
5.53000020980835,5.58799982070923,5.46500015258789,5.55000019073486,981454,5.31756591796875,2022-10-26
5.53900003433228,5.63299989700317,5.49399995803833,5.60200023651123,1401317,5.3673882484436,2022-10-27
5.5,5.54400014877319,5.44299983978271,5.48899984359741,1086736,5.25912046432495,2022-10-28
5.54699993133545,5.54699993133545,5.42000007629395,5.46999979019165,561510,5.24091577529907,2022-10-31
5.46999979019165,5.59899997711182,5.46799993515015,5.51599979400635,771072,5.28498935699463,2022-11-01
5.51999998092651,5.59899997711182,5.4520001411438,5.4520001411438,710760,5.22367000579834,2022-11-02
5.47300004959106,5.47300004959106,5.23899984359741,5.37900018692017,1446118,5.15372705459595,2022-11-03
5.38700008392334,5.59499979019165,5.38000011444092,5.57600021362305,1097994,5.3424768447876,2022-11-04
5.55000019073486,5.8600001335144,5.55000019073486,5.80000019073486,1966146,5.55709600448608,2022-11-07
5.7960000038147,5.95100021362305,5.74900007247925,5.90000009536743,1345223,5.65290784835815,2022-11-08
6.02099990844727,6.19899988174438,5.99599981307983,6.1399998664856,3310511,5.88285636901855,2022-11-09
6.03000020980835,6.23400020599365,5.90799999237061,6.22499990463257,2465306,5.96429634094238,2022-11-10
6.28000020980835,6.35500001907349,6.23899984359741,6.28000020980835,1940924,6.01699352264404,2022-11-11
6.33199977874756,6.3600001335144,6.20900011062622,6.21999979019165,1230545,5.95950555801392,2022-11-14
6.23699998855591,6.29500007629395,6.15299987792969,6.20499992370605,1148359,5.94513416290283,2022-11-15
6.15000009536743,6.27400016784668,6.09000015258789,6.1710000038147,1220830,5.91255807876587,2022-11-16
6.19999980926514,6.24900007247925,6.0460000038147,6.08300018310547,1183007,5.82824373245239,2022-11-17
6.11399984359741,6.24900007247925,6.07000017166138,6.24900007247925,1114284,5.98729133605957,2022-11-18
6.19999980926514,6.23999977111816,6.15700006484985,6.19000005722046,548307,5.93076276779175,2022-11-21
6.1399998664856,6.24599981307983,6.11199998855591,6.16200017929077,421479,5.90393543243408,2022-11-22
6.20499992370605,6.20599985122681,6.09999990463257,6.19299983978271,540433,5.93363666534424,2022-11-23
6.15999984741211,6.24900007247925,6.15999984741211,6.2039999961853,341527,5.944176197052,2022-11-24
6.18400001525879,6.27699995040894,6.15399980545044,6.26000022888184,709890,5.99783134460449,2022-11-25
6.26000022888184,6.35900020599365,6.20800018310547,6.35200023651123,1390641,6.08597850799561,2022-11-28
6.375,6.42199993133545,6.30999994277954,6.34999990463257,1153771,6.08406162261963,2022-11-29
6.38800001144409,6.42199993133545,6.35099983215332,6.42199993133545,986833,6.15304613113403,2022-11-30
6.45100021362305,6.52799987792969,6.45100021362305,6.49599981307983,1118846,6.22394704818726,2022-12-01
6.48999977111816,6.48999977111816,6.35400009155273,6.46999979019165,855642,6.19903564453125,2022-12-02
6.44999980926514,6.55200004577637,6.39400005340576,6.5019998550415,1182469,6.22969579696655,2022-12-05
6.48799991607666,6.52199983596802,6.30600023269653,6.31300020217896,1219252,6.04861164093018,2022-12-06
