"NG-F.Open","NG-F.High","NG-F.Low","NG-F.Close","NG-F.Volume","NG-F.Adjusted","Date"
3.65599989891052,3.80100011825562,3.54099988937378,3.66000008583069,156670,3.66000008583069,2025-01-02
3.66899991035461,3.6800000667572,3.32999992370605,3.35400009155273,188094,3.35400009155273,2025-01-03
3.55399990081787,3.7260000705719,3.50200009346008,3.67199993133545,228124,3.67199993133545,2025-01-06
3.70499992370605,3.73799991607666,3.42700004577637,3.44899988174438,182148,3.44899988174438,2025-01-07
3.44799995422363,3.69400000572205,3.42700004577637,3.65100002288818,189259,3.65100002288818,2025-01-08
3.68199992179871,3.82999992370605,3.55200004577637,3.70099997520447,145203,3.70099997520447,2025-01-09
3.70900011062622,4.01800012588501,3.68499994277954,3.98900008201599,229112,3.98900008201599,2025-01-10
4.34700012207031,4.36899995803833,3.84500002861023,3.93400001525879,195514,3.93400001525879,2025-01-13
3.9300000667572,4.05900001525879,3.73600006103516,3.96799993515015,167416,3.96799993515015,2025-01-14
3.95499992370605,4.14099979400635,3.85899996757507,4.08300018310547,169338,4.08300018310547,2025-01-15
4.13000011444092,4.32800006866455,4.01800012588501,4.25799989700317,193018,4.25799989700317,2025-01-16
4.28000020980835,4.30800008773804,3.91000008583069,3.94799995422363,204277,3.94799995422363,2025-01-17
3.81500005722046,3.91400003433228,3.71900010108948,3.75600004196167,209907,3.75600004196167,2025-01-21
3.78600001335144,4.00899982452393,3.71099996566772,3.96000003814697,128783,3.96000003814697,2025-01-22
4.00099992752075,4.0479998588562,3.86100006103516,3.9449999332428,120839,3.9449999332428,2025-01-23
3.93300008773804,4.05000019073486,3.80800008773804,4.02699995040894,87568,4.02699995040894,2025-01-24
3.78500008583069,3.82699990272522,3.60899996757507,3.69700002670288,66940,3.69700002670288,2025-01-27
3.69899988174438,3.72000002861023,3.36100006103516,3.47099995613098,63816,3.47099995613098,2025-01-28
3.33500003814697,3.58800005912781,3.31299996376038,3.53500008583069,167840,3.53500008583069,2025-01-29
3.17499995231628,3.24000000953674,3.03500008583069,3.04699993133545,201741,3.04699993133545,2025-01-30
3.08100008964539,3.11800003051758,2.99000000953674,3.04399991035461,138212,3.04399991035461,2025-01-31
3.23000001907349,3.40700006484985,3.23000001907349,3.35199999809265,273510,3.35199999809265,2025-02-03
3.32699990272522,3.34999990463257,3.16799998283386,3.25300002098083,182531,3.25300002098083,2025-02-04
3.22900009155273,3.375,3.16100001335144,3.35999989509583,170256,3.35999989509583,2025-02-05
3.35500001907349,3.43400001525879,3.30299997329712,3.40799999237061,177672,3.40799999237061,2025-02-06
3.38000011444092,3.43499994277954,3.2960000038147,3.30900001525879,188698,3.30900001525879,2025-02-07
3.40599989891052,3.48699998855591,3.35199999809265,3.44400000572205,203924,3.44400000572205,2025-02-10
3.44199991226196,3.57599997520447,3.43099999427795,3.51900005340576,219162,3.51900005340576,2025-02-11
3.50999999046326,3.58299994468689,3.46900010108948,3.56500005722046,194725,3.56500005722046,2025-02-12
3.59100008010864,3.78600001335144,3.58299994468689,3.62800002098083,305899,3.62800002098083,2025-02-13
3.65000009536743,3.80100011825562,3.63499999046326,3.72499990463257,201102,3.72499990463257,2025-02-14
3.61400008201599,4.01700019836426,3.55399990081787,4.00699996948242,300505,4.00699996948242,2025-02-18
4.01300001144409,4.39400005340576,3.94700002670288,4.28000020980835,338827,4.28000020980835,2025-02-19
4.38100004196167,4.47599983215332,4.03399991989136,4.15199995040894,211817,4.15199995040894,2025-02-20
4.17399978637695,4.44399976730347,4.14799976348877,4.23400020599365,164320,4.23400020599365,2025-02-21
4.06500005722046,4.09000015258789,3.90599989891052,3.99399995803833,82872,3.99399995803833,2025-02-24
3.98699998855591,4.18599987030029,3.93499994277954,4.17399978637695,91529,4.17399978637695,2025-02-25
4.13000011444092,4.21199989318848,3.85999989509583,3.90599989891052,172826,3.90599989891052,2025-02-26
3.96600008010864,4.06500005722046,3.87800002098083,3.93400001525879,171402,3.93400001525879,2025-02-27
3.93899989128113,3.9539999961853,3.81399989128113,3.83400011062622,141989,3.83400011062622,2025-02-28
3.77900004386902,4.1729998588562,3.74200010299683,4.12200021743774,269838,4.12200021743774,2025-03-03
4.16800022125244,4.55100011825562,4.05600023269653,4.34999990463257,350513,4.34999990463257,2025-03-04
4.31699991226196,4.51800012588501,4.22700023651123,4.44999980926514,224571,4.44999980926514,2025-03-05
4.46600008010864,4.47100019454956,4.25400018692017,4.30200004577637,202475,4.30200004577637,2025-03-06
4.28599977493286,4.42600011825562,4.13199996948242,4.39900016784668,211901,4.39900016784668,2025-03-07
4.46700000762939,4.90100002288818,4.44700002670288,4.49100017547607,221480,4.49100017547607,2025-03-10
4.46099996566772,4.58799982070923,4.33400011062622,4.45300006866455,192161,4.45300006866455,2025-03-11
4.34600019454956,4.37900018692017,4.02899980545044,4.08400011062622,224052,4.08400011062622,2025-03-12
4.03200006484985,4.19500017166138,3.95499992370605,4.11100006103516,227071,4.11100006103516,2025-03-13
4.03999996185303,4.14099979400635,3.96199989318848,4.10400009155273,144405,4.10400009155273,2025-03-14
4.12400007247925,4.21799993515015,3.97699999809265,4.01800012588501,153362,4.01800012588501,2025-03-17
4.00299978256226,4.12799978256226,3.97000002861023,4.05200004577637,171724,4.05200004577637,2025-03-18
4.05200004577637,4.25899982452393,4.0460000038147,4.24700021743774,149299,4.24700021743774,2025-03-19
4.20900011062622,4.24700021743774,3.95499992370605,3.97499990463257,185932,3.97499990463257,2025-03-20
3.96099996566772,4.04500007629395,3.86400008201599,3.98000001907349,125273,3.98000001907349,2025-03-21
3.88000011444092,4.01200008392334,3.86199998855591,3.91400003433228,78987,3.91400003433228,2025-03-24
3.90899991989136,3.99000000953674,3.7960000038147,3.83999991416931,50289,3.83999991416931,2025-03-25
3.8659999370575,3.9300000667572,3.81299996376038,3.86100006103516,52751,3.86100006103516,2025-03-26
3.85899996757507,4.01599979400635,3.68899989128113,3.95000004768372,181918,3.95000004768372,2025-03-27
3.91499996185303,4.09999990463257,3.83599996566772,4.06500005722046,176361,4.06500005722046,2025-03-28
4.17600011825562,4.25299978256226,4.05499982833862,4.11899995803833,171857,4.11899995803833,2025-03-31
4.13199996948242,4.14799976348877,3.93400001525879,3.95099997520447,156694,3.95099997520447,2025-04-01
3.95000004768372,4.08900022506714,3.93499994277954,4.05499982833862,141243,4.05499982833862,2025-04-02
4.01100015640259,4.20300006866455,3.96799993515015,4.13800001144409,165412,4.13800001144409,2025-04-03
4.11899995803833,4.15299987792969,3.81100010871887,3.83699989318848,246548,3.83699989318848,2025-04-04
3.81100010871887,3.93899989128113,3.59999990463257,3.65499997138977,298843,3.65499997138977,2025-04-07
3.63000011444092,3.78299999237061,3.46199989318848,3.46499991416931,278152,3.46499991416931,2025-04-08
3.48099994659424,3.8289999961853,3.33599996566772,3.81599998474121,359064,3.81599998474121,2025-04-09
3.74699997901917,3.75099992752075,3.46600008010864,3.55699992179871,260676,3.55699992179871,2025-04-10
3.51999998092651,3.57599997520447,3.39400005340576,3.52699995040894,181628,3.52699995040894,2025-04-11
3.5,3.61299991607666,3.31200003623962,3.32500004768372,160225,3.32500004768372,2025-04-14
3.34500002861023,3.37800002098083,3.21600008010864,3.3289999961853,143589,3.3289999961853,2025-04-15
3.31800007820129,3.31800007820129,3.2039999961853,3.24699997901917,150410,3.24699997901917,2025-04-16
3.26200008392334,3.33400011062622,3.19099998474121,3.24499988555908,145610,3.24499988555908,2025-04-17
3.19799995422363,3.22499990463257,2.99399995803833,3.01600003242493,175116,3.01600003242493,2025-04-21
3.05100011825562,3.09500002861023,2.95499992370605,3.00699996948242,133976,3.00699996948242,2025-04-22
3.0460000038147,3.07399988174438,2.96700000762939,3.0220000743866,86140,3.0220000743866,2025-04-23
3.01099991798401,3.01600003242493,2.85800004005432,2.9300000667572,66984,2.9300000667572,2025-04-24
2.93899989128113,2.98300004005432,2.86800003051758,2.93700003623962,58815,2.93700003623962,2025-04-25
2.8840000629425,3.18700003623962,2.85899996757507,3.17000007629395,229473,3.17000007629395,2025-04-28
3.3199999332428,3.45700001716614,3.30699992179871,3.38599991798401,156565,3.38599991798401,2025-04-29
3.38000011444092,3.3989999294281,3.25999999046326,3.32599997520447,145962,3.32599997520447,2025-04-30
3.3529999256134,3.53999996185303,3.33999991416931,3.47900009155273,159640,3.47900009155273,2025-05-01
3.44600009918213,3.67300009727478,3.41799998283386,3.63000011444092,140954,3.63000011444092,2025-05-02
3.6710000038147,3.74699997901917,3.53099989891052,3.54999995231628,161317,3.54999995231628,2025-05-05
3.56800007820129,3.64800000190735,3.42300009727478,3.46300005912781,200855,3.46300005912781,2025-05-06
3.48699998855591,3.65599989891052,3.48699998855591,3.62100005149841,162366,3.62100005149841,2025-05-07
3.63199996948242,3.72300004959106,3.52699995040894,3.59200000762939,158746,3.59200000762939,2025-05-08
3.62100005149841,3.81500005722046,3.61299991607666,3.79500007629395,174974,3.79500007629395,2025-05-09
3.77500009536743,3.83999991416931,3.60800004005432,3.64599990844727,163731,3.64599990844727,2025-05-12
3.67700004577637,3.7279999256134,3.5699999332428,3.6470000743866,130015,3.6470000743866,2025-05-13
3.62199997901917,3.63499999046326,3.4539999961853,3.49200010299683,119947,3.49200010299683,2025-05-14
3.46700000762939,3.49900007247925,3.33500003814697,3.36199998855591,152653,3.36199998855591,2025-05-15
3.37199997901917,3.44899988174438,3.3050000667572,3.33400011062622,141334,3.33400011062622,2025-05-16
3.26900005340576,3.26999998092651,3.09800004959106,3.11299991607666,182905,3.11299991607666,2025-05-19
3.10700011253357,3.45300006866455,3.10700011253357,3.42700004577637,230771,3.42700004577637,2025-05-20
3.41499996185303,3.51300001144409,3.33599996566772,3.36800003051758,135733,3.36800003051758,2025-05-21
3.35599994659424,3.38100004196167,3.23799991607666,3.25300002098083,91988,3.25300002098083,2025-05-22
3.28299999237061,3.34999990463257,3.21700000762939,3.33400011062622,60597,3.33400011062622,2025-05-23
NA,NA,NA,NA,NA,NA,2025-05-26
3.37599992752075,3.4449999332428,3.21399998664856,3.39800000190735,55895,3.39800000190735,2025-05-27
3.40499997138977,3.51099991798401,3.15199995040894,3.2039999961853,204259,3.2039999961853,2025-05-28
3.53500008583069,3.57599997520447,3.43700003623962,3.5220000743866,180662,3.5220000743866,2025-05-29
3.53500008583069,3.56399989128113,3.44000005722046,3.44700002670288,131545,3.44700002670288,2025-05-30
3.50099992752075,3.75,3.50099992752075,3.69400000572205,199977,3.69400000572205,2025-06-02
3.74799990653992,3.76399993896484,3.63000011444092,3.72199988365173,139410,3.72199988365173,2025-06-03
3.72900009155273,3.74000000953674,3.66100001335144,3.71600008010864,126093,3.71600008010864,2025-06-04
3.70300006866455,3.79099988937378,3.61999988555908,3.67700004577637,208764,3.67700004577637,2025-06-05
3.65300011634827,3.81699991226196,3.6489999294281,3.78399991989136,180631,3.78399991989136,2025-06-06
3.71900010108948,3.76900005340576,3.58100008964539,3.63499999046326,215678,3.63499999046326,2025-06-09
3.61199998855591,3.66199994087219,3.51500010490417,3.53299999237061,179312,3.53299999237061,2025-06-10
3.52600002288818,3.62599992752075,3.45300006866455,3.50699996948242,211742,3.50699996948242,2025-06-11
3.51900005340576,3.64400005340576,3.46600008010864,3.49200010299683,220853,3.49200010299683,2025-06-12
3.54099988937378,3.62299990653992,3.49900007247925,3.58100008964539,133290,3.58100008964539,2025-06-13
3.7039999961853,3.75999999046326,3.6340000629425,3.74799990653992,171746,3.74799990653992,2025-06-16
3.74600005149841,3.88100004196167,3.72000002861023,3.8510000705719,163883,3.8510000705719,2025-06-17
3.86199998855591,4.0019998550415,3.81399989128113,3.98900008201599,0,3.98900008201599,2025-06-18
NA,NA,NA,NA,NA,NA,2025-06-19
3.98499989509583,4.14799976348877,3.81800007820129,3.84699988365173,194501,3.84699988365173,2025-06-20
3.94899988174438,3.94899988174438,3.66599988937378,3.69799995422363,102698,3.69799995422363,2025-06-23
3.68099999427795,3.68400001525879,3.52999997138977,3.53699994087219,70983,3.53699994087219,2025-06-24
3.54900002479553,3.58699989318848,3.37199997901917,3.40599989891052,74500,3.40599989891052,2025-06-25
3.39400005340576,3.42499995231628,3.19899988174438,3.26099991798401,230496,3.26099991798401,2025-06-26
3.52999997138977,3.75099992752075,3.51300001144409,3.73900008201599,153056,3.73900008201599,2025-06-27
3.73499989509583,3.73799991607666,3.4210000038147,3.45600008964539,212922,3.45600008964539,2025-06-30
3.45300006866455,3.46799993515015,3.29299998283386,3.41499996185303,177010,3.41499996185303,2025-07-01
3.41700005531311,3.51999998092651,3.3659999370575,3.48799991607666,115605,3.48799991607666,2025-07-02
3.5,3.57399988174438,3.39199995994568,3.40899991989136,0,3.40899991989136,2025-07-03
3.40300011634827,3.43499994277954,3.3659999370575,3.38700008392334,0,3.38700008392334,2025-07-04
3.34400010108948,3.47199988365173,3.27500009536743,3.41199994087219,163396,3.41199994087219,2025-07-07
3.40599989891052,3.46900010108948,3.32500004768372,3.33999991416931,130237,3.33999991416931,2025-07-08
3.34800004959106,3.35899996757507,3.1489999294281,3.21399998664856,217203,3.21399998664856,2025-07-09
3.20799994468689,3.39800000190735,3.19099998474121,3.33699989318848,163043,3.33699989318848,2025-07-10
3.36500000953674,3.41799998283386,3.29299998283386,3.31399989128113,130290,3.31399989128113,2025-07-11
3.40400004386902,3.49900007247925,3.38299989700317,3.46600008010864,149455,3.46600008010864,2025-07-14
3.44700002670288,3.54200005531311,3.40100002288818,3.52300000190735,132955,3.52300000190735,2025-07-15
3.51900005340576,3.59800004959106,3.4909999370575,3.55100011825562,116044,3.55100011825562,2025-07-16
3.55699992179871,3.62899994850159,3.51099991798401,3.54200005531311,108569,3.54200005531311,2025-07-17
3.51900005340576,3.62800002098083,3.49399995803833,3.56500005722046,123961,3.56500005722046,2025-07-18
3.46399998664856,3.47499990463257,3.28699994087219,3.32500004768372,176972,3.32500004768372,2025-07-21
3.31699991226196,3.33100008964539,3.21000003814697,3.25200009346008,124612,3.25200009346008,2025-07-22
3.25300002098083,3.26699995994568,3.06100010871887,3.07699990272522,158442,3.07699990272522,2025-07-23
3.0699999332428,3.16599988937378,3.06500005722046,3.09400010108948,75361,3.09400010108948,2025-07-24
3.10999989509583,3.14499998092651,3.06800007820129,3.10999989509583,39115,3.10999989509583,2025-07-25
3.09299993515015,3.14000010490417,2.98399996757507,2.98799991607666,69852,2.98799991607666,2025-07-28
3.03399991989136,3.11199998855591,3.01099991798401,3.08100008964539,117204,3.08100008964539,2025-07-29
3.16400003433228,3.18600010871887,3.01399993896484,3.04500007629395,126252,3.04500007629395,2025-07-30
3.02600002288818,3.11400008201599,2.97199988365173,3.10599994659424,168396,3.10599994659424,2025-07-31
3.09999990463257,3.13100004196167,3.05100011825562,3.08299994468689,102378,3.08299994468689,2025-08-01
3.06500005722046,3.07800006866455,2.89499998092651,2.93199992179871,167435,2.93199992179871,2025-08-04
2.94600009918213,3.04099988937378,2.92899990081787,3.00999999046326,134125,3.00999999046326,2025-08-05
3.01500010490417,3.09599995613098,2.9449999332428,3.07699990272522,133710,3.07699990272522,2025-08-06
3.09899997711182,3.14800000190735,3.03500008583069,3.06699991226196,171662,3.06699991226196,2025-08-07
3.08599996566772,3.10599994659424,2.96000003814697,2.99000000953674,164260,2.99000000953674,2025-08-08
2.89499998092651,3,2.88100004196167,2.9539999961853,156872,2.9539999961853,2025-08-11
2.9779999256134,2.98499989509583,2.7739999294281,2.80800008773804,219061,2.80800008773804,2025-08-12
2.78399991989136,2.8510000705719,2.76399993896484,2.82800006866455,179251,2.82800006866455,2025-08-13
2.81800007820129,2.85199999809265,2.7739999294281,2.84100008010864,138654,2.84100008010864,2025-08-14
2.84999990463257,2.96600008010864,2.83599996566772,2.91599988937378,132775,2.91599988937378,2025-08-15
2.87700009346008,2.92199993133545,2.79900002479553,2.89000010490417,143784,2.89000010490417,2025-08-18
2.90499997138977,2.91199994087219,2.72499990463257,2.76600003242493,171271,2.76600003242493,2025-08-19
2.75699996948242,2.77699995040894,2.72499990463257,2.75200009346008,121113,2.75200009346008,2025-08-20
2.76500010490417,2.84899997711182,2.74000000953674,2.82599997520447,115270,2.82599997520447,2025-08-21
2.81299996376038,2.81900000572205,2.68899989128113,2.69799995422363,79364,2.69799995422363,2025-08-22
2.63899993896484,2.71700000762939,2.62199997901917,2.69600009918213,60316,2.69600009918213,2025-08-25
2.71099996566772,2.74200010299683,2.65400004386902,2.71700000762939,70243,2.71700000762939,2025-08-26
2.73799991607666,2.90599989891052,2.67600011825562,2.86700010299683,162239,2.86700010299683,2025-08-27
2.87400007247925,2.99900007247925,2.84999990463257,2.94400000572205,186265,2.94400000572205,2025-08-28
2.98499989509583,3.02300000190735,2.9210000038147,2.99699997901917,0,2.99699997901917,2025-08-29
2.97199988365173,3.06500005722046,2.86899995803833,3.0090000629425,226571,3.0090000629425,2025-09-02
2.99200010299683,3.13100004196167,2.96399998664856,3.06399989128113,187561,3.06399989128113,2025-09-03
3.07500004768372,3.13000011444092,3.0220000743866,3.07399988174438,165913,3.07399988174438,2025-09-04
3.07800006866455,3.13000011444092,3.02099990844727,3.04800009727478,130911,3.04800009727478,2025-09-05
3.08699989318848,3.19799995422363,3.05599999427795,3.08999991416931,200532,3.08999991416931,2025-09-08
3.09800004959106,3.16499996185303,3.0460000038147,3.11700010299683,181519,3.11700010299683,2025-09-09
3.10700011253357,3.11700010299683,3.00799989700317,3.02900004386902,171976,3.02900004386902,2025-09-10
3.02900004386902,3.06200003623962,2.91100001335144,2.93400001525879,199072,2.93400001525879,2025-09-11
2.91799998283386,3,2.8970000743866,2.94099998474121,160049,2.94099998474121,2025-09-12
2.95099997520447,3.04999995231628,2.91599988937378,3.04299998283386,152709,3.04299998283386,2025-09-15
3.04500007629395,3.13800001144409,2.86899995803833,3.1029999256134,166585,3.1029999256134,2025-09-16
3.11700010299683,3.16799998283386,3.06800007820129,3.09999990463257,132465,3.09999990463257,2025-09-17
3.07599997520447,3.10700011253357,2.92499995231628,2.93899989128113,180476,2.93899989128113,2025-09-18
2.93899989128113,2.94899988174438,2.85700011253357,2.88800001144409,142217,2.88800001144409,2025-09-19
2.90899991989136,2.9449999332428,2.80399990081787,2.80599999427795,163184,2.80599999427795,2025-09-22
2.80599999427795,2.86999988555908,2.7720000743866,2.8529999256134,70892,2.8529999256134,2025-09-23
2.86299991607666,2.91400003433228,2.81599998474121,2.85800004005432,55699,2.85800004005432,2025-09-24
2.87899994850159,2.96799993515015,2.84800004959106,2.90400004386902,74214,2.90400004386902,2025-09-25
2.91199994087219,2.94400000572205,2.78800010681152,2.83500003814697,168752,2.83500003814697,2025-09-26
3.1489999294281,3.29900002479553,3.13299989700317,3.26699995994568,166628,3.26699995994568,2025-09-29
3.27900004386902,3.3510000705719,3.24499988555908,3.30299997329712,162025,3.30299997329712,2025-09-30
3.33100008964539,3.49200010299683,3.31800007820129,3.4760000705719,240703,3.4760000705719,2025-10-01
3.45700001716614,3.58500003814697,3.40199995040894,3.44199991226196,259354,3.44199991226196,2025-10-02
3.41300010681152,3.45099997520447,3.30699992179871,3.32399988174438,217261,3.32399988174438,2025-10-03
3.29999995231628,3.48499989509583,3.2960000038147,3.35700011253357,165229,3.35700011253357,2025-10-06
3.39800000190735,3.5239999294281,3.35500001907349,3.49799990653992,230258,3.49799990653992,2025-10-07
3.5239999294281,3.54999995231628,3.31599998474121,3.33299994468689,242687,3.33299994468689,2025-10-08
3.33599996566772,3.39299988746643,3.23499989509583,3.26900005340576,198680,3.26900005340576,2025-10-09
3.23900008201599,3.25300002098083,3.08899998664856,3.10599994659424,198680,3.10599994659424,2025-10-10
