"UPC.Open","UPC.High","UPC.Low","UPC.Close","UPC.Volume","UPC.Adjusted","Date"
197.399993896484,198,186,189.600006103516,811,189.600006103516,2024-10-28
186,192.600006103516,185.399993896484,187.199996948242,709,187.199996948242,2024-10-29
180,186,132,163.800003051758,2920,163.800003051758,2024-10-30
150,162,150,157.800003051758,519,157.800003051758,2024-10-31
156,173.399993896484,152.399993896484,166.199996948242,1010,166.199996948242,2024-11-01
166.199996948242,171,162,168,569,168,2024-11-04
168,173.399993896484,165,168.600006103516,477,168.600006103516,2024-11-05
168.600006103516,174.600006103516,162,166.199996948242,1084,166.199996948242,2024-11-06
160.199996948242,162,144.600006103516,148.800003051758,885,148.800003051758,2024-11-07
145.199996948242,154.800003051758,144,151.199996948242,674,151.199996948242,2024-11-08
146.399993896484,153,141,147,635,147,2024-11-11
147,150,137.399993896484,139.800003051758,523,139.800003051758,2024-11-12
135.600006103516,137.399993896484,115.199996948242,117.599998474121,2260,117.599998474121,2024-11-13
115.800003051758,117.599998474121,85.8000030517578,97.1999969482422,2842,97.1999969482422,2024-11-14
97.8000030517578,99,72,84.5999984741211,3598,84.5999984741211,2024-11-15
78.4000015258789,91.1999969482422,72.4800033569336,86,3733,86,2024-11-18
86.4000015258789,86.4000015258789,79.6800003051758,82,1188,82,2024-11-19
81.1999969482422,81.5999984741211,71.4000015258789,74,1485,74,2024-11-20
72.8000030517578,73.8399963378906,68.4000015258789,71.5999984741211,1005,71.5999984741211,2024-11-21
71.5999984741211,82.4000015258789,69.5999984741211,77.1999969482422,2265,77.1999969482422,2024-11-22
74.8000030517578,78.9199981689453,74,74.4000015258789,1290,74.4000015258789,2024-11-25
74.4000015258789,75.4000015258789,69.5999984741211,72.4000015258789,1268,72.4000015258789,2024-11-26
71.2399978637695,72.8000030517578,66.8000030517578,68.8000030517578,830,68.8000030517578,2024-11-27
68,73.4000015258789,67.1999969482422,71.1999969482422,713,71.1999969482422,2024-11-29
68.8000030517578,104,66.8000030517578,77.1999969482422,12148,77.1999969482422,2024-12-02
76.4000015258789,92.1999969482422,71.5999984741211,80.8000030517578,17228,80.8000030517578,2024-12-03
75.1999969482422,78.4000015258789,70.4000015258789,71.4000015258789,4130,71.4000015258789,2024-12-04
74.8000030517578,78,40,42,50428,42,2024-12-05
120.800003051758,197.199996948242,110.400001525879,135.600006103516,2343228,135.600006103516,2024-12-06
66,69.1999969482422,53.5999984741211,55.2000007629395,136300,55.2000007629395,2024-12-09
53.5999984741211,54,44,46.4000015258789,40175,46.4000015258789,2024-12-10
44.4000015258789,45.5200004577637,41.5999984741211,42.7999992370605,25978,42.7999992370605,2024-12-11
42.4000015258789,42.7999992370605,32.1199989318848,32.4000015258789,30228,32.4000015258789,2024-12-12
33.1199989318848,33.1199989318848,27.2399997711182,30.8799991607666,11068,30.8799991607666,2024-12-13
30.5599994659424,31.3600006103516,26.8400001525879,27.2000007629395,13758,27.2000007629395,2024-12-16
28,28.7999992370605,25.2000007629395,27.6000003814697,10080,27.6000003814697,2024-12-17
27.6000003814697,28.6000003814697,27.2000007629395,27.3600006103516,12543,27.3600006103516,2024-12-18
28,28.3999996185303,24.7999992370605,25.3999996185303,7068,25.3999996185303,2024-12-19
25.6000003814697,25.7199993133545,24.3999996185303,25.4799995422363,6023,25.4799995422363,2024-12-20
25.2000007629395,25.3999996185303,24.3999996185303,25.2000007629395,11348,25.2000007629395,2024-12-23
24.7999992370605,25.6000003814697,24.4400005340576,25.3600006103516,3785,25.3600006103516,2024-12-24
26.1599998474121,28,24.3999996185303,27.3999996185303,365385,27.3999996185303,2024-12-26
25.2000007629395,26.3999996185303,24.3999996185303,24.8799991607666,45463,24.8799991607666,2024-12-27
25,25.2000007629395,24.3999996185303,25.2000007629395,20328,25.2000007629395,2024-12-30
25.2000007629395,25.2000007629395,24.1200008392334,24.3999996185303,13293,24.3999996185303,2024-12-31
24.4400005340576,25.8799991607666,24.4400005340576,25.7600002288818,16943,25.7600002288818,2025-01-02
25.2800006866455,26.3999996185303,24.9200000762939,25.6399993896484,15015,25.6399993896484,2025-01-03
25.5599994659424,26.3199996948242,25.0799999237061,26,19353,26,2025-01-06
26,26.0400009155273,24.8799991607666,25.6000003814697,11298,25.6000003814697,2025-01-07
25.7999992370605,25.7999992370605,24.3999996185303,24.7199993133545,13165,24.7199993133545,2025-01-08
25.6000003814697,27.1599998474121,24.1599998474121,25.2000007629395,19148,25.2000007629395,2025-01-10
24.6000003814697,24.7600002288818,20.6800003051758,20.7999992370605,19408,20.7999992370605,2025-01-13
20.3999996185303,22.7999992370605,20.3999996185303,21.6000003814697,84925,21.6000003814697,2025-01-14
20,21,19.2399997711182,20.9599990844727,20008,20.9599990844727,2025-01-15
19.6800003051758,20.7600002288818,19.3999996185303,20,5913,20,2025-01-16
20,21.6000003814697,20,20.8799991607666,8218,20.8799991607666,2025-01-17
20.7999992370605,20.7999992370605,19.6000003814697,20.2399997711182,6568,20.2399997711182,2025-01-21
19.6399993896484,20.3999996185303,19.4400005340576,19.6399993896484,5095,19.6399993896484,2025-01-22
19.6000003814697,21.2000007629395,19.6000003814697,21,4823,21,2025-01-23
21,21,20,20.0799999237061,2488,20.0799999237061,2025-01-24
19.8400001525879,21.5599994659424,19.8400001525879,20.0400009155273,7175,20.0400009155273,2025-01-27
20.2000007629395,21.0799999237061,20.0400009155273,20.6800003051758,4565,20.6800003051758,2025-01-28
20.3199996948242,20.6399993896484,16,18,11510,18,2025-01-29
17.6000003814697,18,16.3199996948242,16.7999992370605,7358,16.7999992370605,2025-01-30
16.1599998474121,17.2000007629395,16.0400009155273,16.2000007629395,2968,16.2000007629395,2025-01-31
16.7999992370605,17.7999992370605,16.3999996185303,16.6800003051758,21320,16.6800003051758,2025-02-03
12,12,10.1199998855591,10.8000001907349,47548,10.8000001907349,2025-02-04
9.27999973297119,9.39999961853027,7.19999980926514,8.23999977111816,795330,8.23999977111816,2025-02-05
7.07999992370605,7.07999992370605,5.67999982833862,6.44000005722046,120738,6.44000005722046,2025-02-06
8.27999973297119,9.80000019073486,6.40000009536743,7.3600001335144,3607430,7.3600001335144,2025-02-07
7.07999992370605,7.44000005722046,6.6399998664856,7.07999992370605,174603,7.07999992370605,2025-02-10
6.88000011444092,8.23999977111816,6.40000009536743,7.76000022888184,292918,7.76000022888184,2025-02-11
6.92000007629395,7.55999994277954,6.51999998092651,7.40000009536743,114370,7.40000009536743,2025-02-12
6.76000022888184,7.03999996185303,6.32000017166138,6.6399998664856,75295,6.6399998664856,2025-02-13
6.11999988555908,6.59999990463257,5.84000015258789,6.59999990463257,44843,6.59999990463257,2025-02-14
6.59999990463257,6.59999990463257,5.59999990463257,6.19999980926514,48650,6.19999980926514,2025-02-18
5.59999990463257,5.96000003814697,5.59999990463257,5.96000003814697,32563,5.96000003814697,2025-02-19
5.59999990463257,6.07999992370605,5.59999990463257,5.71999979019165,608030,5.71999979019165,2025-02-20
10.3599996566772,13.960000038147,7.07999992370605,8.03999996185303,10505315,8.03999996185303,2025-02-21
6.96000003814697,7.03999996185303,5.96000003814697,6.40000009536743,235558,6.40000009536743,2025-02-24
6,6.40000009536743,5.71999979019165,6,132220,6,2025-02-25
5.92000007629395,6.59999990463257,5.6399998664856,6.11999988555908,75553,6.11999988555908,2025-02-26
5.59999990463257,5.88000011444092,5.32000017166138,5.3600001335144,54865,5.3600001335144,2025-02-27
5.28000020980835,5.40000009536743,4.84000015258789,5.11999988555908,54475,5.11999988555908,2025-02-28
5.03999996185303,5.07999992370605,4.59999990463257,4.67999982833862,74723,4.67999982833862,2025-03-03
4.71999979019165,4.96000003814697,4.44000005722046,4.80000019073486,39835,4.80000019073486,2025-03-04
5.03999996185303,5.07999992370605,4.59999990463257,4.92000007629395,13848,4.92000007629395,2025-03-05
5.19999980926514,5.40000009536743,4.88000011444092,4.92000007629395,18395,4.92000007629395,2025-03-06
4.80000019073486,5.59999990463257,4.80000019073486,5.3600001335144,70005,5.3600001335144,2025-03-07
5.59999990463257,5.96000003814697,5.11999988555908,5.28000020980835,42788,5.28000020980835,2025-03-10
5.59999990463257,5.59999990463257,5.19999980926514,5.51999998092651,13025,5.51999998092651,2025-03-11
5.3600001335144,5.51999998092651,5.03999996185303,5.28000020980835,13360,5.28000020980835,2025-03-12
5.28000020980835,5.28000020980835,4.67999982833862,4.84000015258789,14400,4.84000015258789,2025-03-13
4.19999980926514,4.40000009536743,3.64000010490417,4.11999988555908,64858,4.11999988555908,2025-03-14
4,4.07999992370605,3.6800000667572,3.92000007629395,32488,3.92000007629395,2025-03-17
4,4,3.59999990463257,3.83999991416931,14753,3.83999991416931,2025-03-18
3.79999995231628,4.07999992370605,3.79999995231628,3.92000007629395,15130,3.92000007629395,2025-03-19
3.35999989509583,3.55999994277954,3.24000000953674,3.55999994277954,62388,3.55999994277954,2025-03-20
3.3199999332428,3.55999994277954,3.20000004768372,3.51999998092651,36180,3.51999998092651,2025-03-21
3.28999996185303,4.3899998664856,3.28999996185303,4.3899998664856,263400,4.3899998664856,2025-03-24
4.03999996185303,5.6399998664856,3.71000003814697,4.5,399600,4.5,2025-03-25
4.80999994277954,4.96999979019165,4.35599994659424,4.84999990463257,91800,4.84999990463257,2025-03-26
4.63000011444092,5.3600001335144,4.51000022888184,5.3600001335144,111800,5.3600001335144,2025-03-27
5.57000017166138,5.57000017166138,4.51000022888184,4.8899998664856,64800,4.8899998664856,2025-03-28
4.73999977111816,4.97700023651123,3.90000009536743,4.09999990463257,116900,4.09999990463257,2025-03-31
3.51999998092651,3.86999988555908,2.66000008583069,2.85999989509583,203300,2.85999989509583,2025-04-01
2.72000002861023,3.13199996948242,2.50999999046326,2.84999990463257,158400,2.84999990463257,2025-04-02
2.66000008583069,2.95000004768372,2.50999999046326,2.88000011444092,101300,2.88000011444092,2025-04-03
3,3.73399996757507,3,3.45000004768372,272400,3.45000004768372,2025-04-04
3.35999989509583,3.35999989509583,2.77999997138977,3.08999991416931,156600,3.08999991416931,2025-04-07
2.85999989509583,4.69999980926514,2.85999989509583,3.95000004768372,1407200,3.95000004768372,2025-04-08
3.6800000667572,3.95000004768372,2.79999995231628,3.27999997138977,280300,3.27999997138977,2025-04-09
3.13000011444092,3.95000004768372,3.09999990463257,3.52999997138977,97000,3.52999997138977,2025-04-10
3.40000009536743,3.69899988174438,3.35999989509583,3.51999998092651,66500,3.51999998092651,2025-04-11
3.53999996185303,3.5699999332428,3.0699999332428,3.3510000705719,93400,3.3510000705719,2025-04-14
3.29999995231628,3.53999996185303,3.20000004768372,3.30999994277954,45200,3.30999994277954,2025-04-15
3.45000004768372,5.21999979019165,3.1010000705719,3.66000008583069,1369700,3.66000008583069,2025-04-16
3.66000008583069,3.93700003623962,3.34999990463257,3.55999994277954,159300,3.55999994277954,2025-04-17
3.3199999332428,5.46999979019165,3.05999994277954,4.1399998664856,2829800,4.1399998664856,2025-04-21
3.5699999332428,4.07999992370605,3.5699999332428,3.60999989509583,203800,3.60999989509583,2025-04-22
3.67000007629395,4.01900005340576,3.67000007629395,3.80999994277954,71900,3.80999994277954,2025-04-23
3.8199999332428,3.9779999256134,3.60999989509583,3.79999995231628,66300,3.79999995231628,2025-04-24
4,4.30000019073486,3.6800000667572,4.19999980926514,264500,4.19999980926514,2025-04-25
4.67999982833862,6.92999982833862,4.30000019073486,5.94999980926514,6983400,5.94999980926514,2025-04-28
5.40999984741211,5.40999984741211,4.30999994277954,4.38000011444092,343900,4.38000011444092,2025-04-29
4.19999980926514,5.46999979019165,4.01000022888184,4.78000020980835,278700,4.78000020980835,2025-04-30
5.1100001335144,5.1399998664856,4.71999979019165,4.88000011444092,68200,4.88000011444092,2025-05-01
4.76999998092651,4.90000009536743,4.57999992370605,4.73000001907349,42600,4.73000001907349,2025-05-02
4.90000009536743,6.5,4.28000020980835,4.61999988555908,827400,4.61999988555908,2025-05-05
4.57999992370605,4.78999996185303,4.28000020980835,4.46999979019165,233000,4.46999979019165,2025-05-06
4.69999980926514,5.26000022888184,4.65000009536743,5.09000015258789,253200,5.09000015258789,2025-05-07
4.96000003814697,5.07999992370605,4.67600011825562,4.78000020980835,126000,4.78000020980835,2025-05-08
4.80999994277954,5.30000019073486,4.71000003814697,4.88000011444092,171300,4.88000011444092,2025-05-09
4.86999988555908,7.5,4.30000019073486,4.42999982833862,915600,4.42999982833862,2025-05-12
4.8600001335144,5.38000011444092,4.6100001335144,5.11999988555908,1166800,5.11999988555908,2025-05-13
5.19999980926514,5.22800016403198,4.76000022888184,4.90999984741211,101500,4.90999984741211,2025-05-14
4.88000011444092,5.1100001335144,4.80000019073486,4.90999984741211,79100,4.90999984741211,2025-05-15
5.15000009536743,5.59999990463257,5.05000019073486,5.48999977111816,121700,5.48999977111816,2025-05-16
5.61999988555908,6.28999996185303,5.33900022506714,6.28999996185303,134400,6.28999996185303,2025-05-19
6.42000007629395,6.42000007629395,5.71000003814697,6.03000020980835,74200,6.03000020980835,2025-05-20
5.73999977111816,5.94999980926514,5.40000009536743,5.57999992370605,44800,5.57999992370605,2025-05-21
5.40000009536743,5.51100015640259,5.25,5.5,35000,5.5,2025-05-22
5.25,5.4060001373291,4.59999990463257,4.67000007629395,61000,4.67000007629395,2025-05-23
4.82999992370605,4.94999980926514,4.59999990463257,4.65000009536743,19400,4.65000009536743,2025-05-27
4.7020001411438,4.91800022125244,4.7020001411438,4.71999979019165,18400,4.71999979019165,2025-05-28
4.73099994659424,5.09000015258789,4.59999990463257,5.09000015258789,24500,5.09000015258789,2025-05-29
4.95499992370605,5.05999994277954,4.69000005722046,4.69999980926514,21000,4.69999980926514,2025-05-30
4.92999982833862,4.92999982833862,4.6100001335144,4.82999992370605,17700,4.82999992370605,2025-06-02
4.69000005722046,4.75600004196167,4.51999998092651,4.55000019073486,16700,4.55000019073486,2025-06-03
4.76800012588501,4.76800012588501,3.75999999046326,4.21999979019165,849500,4.21999979019165,2025-06-04
4.23999977111816,4.23999977111816,3.79999995231628,4.19999980926514,98900,4.19999980926514,2025-06-05
4,4.34999990463257,4,4.28999996185303,54200,4.28999996185303,2025-06-06
4.13000011444092,4.25,3.91000008583069,4.1100001335144,28100,4.1100001335144,2025-06-09
4.05999994277954,4.19999980926514,4.01000022888184,4.17999982833862,28900,4.17999982833862,2025-06-10
4.05000019073486,4.25,4.01999998092651,4.1100001335144,36000,4.1100001335144,2025-06-11
4.07999992370605,4.07999992370605,3.84999990463257,3.89000010490417,37400,3.89000010490417,2025-06-12
4,4.08799982070923,3.73000001907349,3.98000001907349,44800,3.98000001907349,2025-06-13
3.89000010490417,3.98000001907349,3.80100011825562,3.95000004768372,16300,3.95000004768372,2025-06-16
3.88100004196167,3.97000002861023,3.84999990463257,3.97000002861023,26200,3.97000002861023,2025-06-17
3.98000001907349,4.09999990463257,3.95000004768372,4.09999990463257,15000,4.09999990463257,2025-06-18
4.03999996185303,4.05000019073486,3.88499999046326,3.9300000667572,17200,3.9300000667572,2025-06-20
3.91000008583069,3.91000008583069,3.72000002861023,3.76999998092651,35700,3.76999998092651,2025-06-23
3.74000000953674,3.82999992370605,3.45000004768372,3.60999989509583,24500,3.60999989509583,2025-06-24
3.64000010490417,3.79999995231628,3.59999990463257,3.77999997138977,22200,3.77999997138977,2025-06-25
3.70000004768372,3.79999995231628,3.64000010490417,3.78999996185303,10800,3.78999996185303,2025-06-26
3.72000002861023,3.78900003433228,3.55200004577637,3.65000009536743,15200,3.65000009536743,2025-06-27
3.65000009536743,3.85999989509583,3.58800005912781,3.75,41300,3.75,2025-06-30
3.88800001144409,3.88800001144409,3.65000009536743,3.79999995231628,8200,3.79999995231628,2025-07-01
3.91300010681152,3.91300010681152,3.67199993133545,3.8199999332428,7800,3.8199999332428,2025-07-02
3.8199999332428,3.8199999332428,3.65000009536743,3.70000004768372,3400,3.70000004768372,2025-07-03
3.72000002861023,3.72000002861023,3.60800004005432,3.60999989509583,9700,3.60999989509583,2025-07-07
3.66000008583069,3.79500007629395,3.54200005531311,3.74000000953674,56400,3.74000000953674,2025-07-08
3.58999991416931,3.77999997138977,3.58999991416931,3.64000010490417,8000,3.64000010490417,2025-07-09
3.64000010490417,3.78299999237061,3.53999996185303,3.76999998092651,31400,3.76999998092651,2025-07-10
3.75,3.96000003814697,3.64000010490417,3.79999995231628,14800,3.79999995231628,2025-07-11
3.70000004768372,3.9300000667572,3.66700005531311,3.82999992370605,117600,3.82999992370605,2025-07-14
3.82999992370605,3.94000005722046,3.63000011444092,3.72000002861023,99000,3.72000002861023,2025-07-15
3.73000001907349,3.96000003814697,3.59999990463257,3.71000003814697,54900,3.71000003814697,2025-07-16
3.75,3.77999997138977,3.53099989891052,3.54999995231628,57400,3.54999995231628,2025-07-17
3.63000011444092,3.63000011444092,3.23699998855591,3.26999998092651,27000,3.26999998092651,2025-07-18
3.30999994277954,3.55999994277954,3.30999994277954,3.48000001907349,12000,3.48000001907349,2025-07-21
3.47000002861023,3.76799988746643,3.35999989509583,3.65000009536743,38800,3.65000009536743,2025-07-22
3.65000009536743,3.98000001907349,3.65000009536743,3.82500004768372,17900,3.82500004768372,2025-07-23
3.79999995231628,3.84999990463257,3.625,3.66000008583069,18000,3.66000008583069,2025-07-24
3.71099996566772,4.13000011444092,3.40000009536743,3.83999991416931,116400,3.83999991416931,2025-07-25
3.83999991416931,5.17999982833862,3.79999995231628,4.25,405400,4.25,2025-07-28
4,4.09999990463257,3.7720000743866,4.01999998092651,59000,4.01999998092651,2025-07-29
3.80699992179871,3.85999989509583,3.52999997138977,3.65000009536743,20700,3.65000009536743,2025-07-30
3.75,3.84400010108948,3.52999997138977,3.53699994087219,27800,3.53699994087219,2025-07-31
3.65000009536743,3.67000007629395,3.40000009536743,3.48000001907349,12200,3.48000001907349,2025-08-01
3.42000007629395,3.85999989509583,3.29999995231628,3.67000007629395,190500,3.67000007629395,2025-08-04
3.63000011444092,3.63899993896484,3.35999989509583,3.58999991416931,36500,3.58999991416931,2025-08-05
3.50999999046326,3.59999990463257,3.33999991416931,3.51999998092651,18200,3.51999998092651,2025-08-06
3.54999995231628,3.90000009536743,3.39000010490417,3.69000005722046,14000,3.69000005722046,2025-08-07
3.77999997138977,3.78999996185303,3.38000011444092,3.59299993515015,11600,3.59299993515015,2025-08-08
3.65000009536743,3.70600008964539,3.41000008583069,3.57999992370605,7800,3.57999992370605,2025-08-11
3.5,3.6800000667572,3.29999995231628,3.41000008583069,19100,3.41000008583069,2025-08-12
3.44000005722046,5.40000009536743,3.38000011444092,4.40000009536743,541700,4.40000009536743,2025-08-13
3.78999996185303,3.78999996185303,3.40000009536743,3.55999994277954,88000,3.55999994277954,2025-08-14
3.49000000953674,3.65000009536743,3.41000008583069,3.51999998092651,16800,3.51999998092651,2025-08-15
3.4300000667572,3.51999998092651,3.36999988555908,3.41799998283386,15500,3.41799998283386,2025-08-18
3.5,3.5,3.3199999332428,3.4210000038147,12400,3.4210000038147,2025-08-19
3.52500009536743,3.58899998664856,3.39000010490417,3.5699999332428,20000,3.5699999332428,2025-08-20
3.47000002861023,3.47000002861023,3.42000007629395,3.4300000667572,4700,3.4300000667572,2025-08-21
3.44400000572205,3.55999994277954,3.41000008583069,3.48200011253357,17300,3.48200011253357,2025-08-22
3.49000000953674,3.64000010490417,3.48000001907349,3.55999994277954,17500,3.55999994277954,2025-08-25
3.45000004768372,3.76999998092651,3.45000004768372,3.76999998092651,41200,3.76999998092651,2025-08-26
3.54999995231628,3.78999996185303,3.53999996185303,3.6800000667572,17100,3.6800000667572,2025-08-27
3.60999989509583,3.79999995231628,3.50999999046326,3.54999995231628,16900,3.54999995231628,2025-08-28
3.55999994277954,3.68499994277954,3.54099988937378,3.5460000038147,2800,3.5460000038147,2025-08-29
3.53999996185303,3.63000011444092,3.49000000953674,3.50600004196167,4600,3.50600004196167,2025-09-02
3.50500011444092,4.48999977111816,3.5,3.75,438700,3.75,2025-09-03
3.58999991416931,3.85500001907349,3.5,3.73000001907349,86500,3.73000001907349,2025-09-04
3.63000011444092,3.84999990463257,3.52500009536743,3.54999995231628,45300,3.54999995231628,2025-09-05
3.59999990463257,5.28000020980835,3.3199999332428,3.77999997138977,893900,3.77999997138977,2025-09-08
3.59999990463257,4.19999980926514,3.5,4,110900,4,2025-09-09
4.15999984741211,4.48999977111816,3.79999995231628,3.83999991416931,87000,3.83999991416931,2025-09-10
3.92000007629395,4.17000007629395,3.85999989509583,4.07999992370605,37000,4.07999992370605,2025-09-11
4.09999990463257,4.17000007629395,3.97000002861023,4.00799989700317,11000,4.00799989700317,2025-09-12
4.01000022888184,4.14099979400635,3.89100003242493,3.90000009536743,16700,3.90000009536743,2025-09-15
3.91000008583069,4.3600001335144,3.8840000629425,4.13000011444092,43500,4.13000011444092,2025-09-16
4.09999990463257,4.78999996185303,4.00799989700317,4.34999990463257,180300,4.34999990463257,2025-09-17
4.34000015258789,4.40500020980835,4.09000015258789,4.15000009536743,66400,4.15000009536743,2025-09-18
4.76999998092651,6.80000019073486,3.78999996185303,4.48999977111816,1957400,4.48999977111816,2025-09-19
4.19000005722046,4.63000011444092,4.19000005722046,4.44000005722046,124200,4.44000005722046,2025-09-22
4.07000017166138,4.42999982833862,4.07000017166138,4.15000009536743,70600,4.15000009536743,2025-09-23
4.11999988555908,4.24200010299683,4.01999998092651,4.15999984741211,31300,4.15999984741211,2025-09-24
4.07999992370605,4.34999990463257,4,4.34999990463257,41500,4.34999990463257,2025-09-25
4.23999977111816,4.61999988555908,4.21000003814697,4.44000005722046,33100,4.44000005722046,2025-09-26
4.34000015258789,4.65999984741211,4.30000019073486,4.51999998092651,27900,4.51999998092651,2025-09-29
4.57999992370605,4.60500001907349,4.19999980926514,4.19999980926514,22900,4.19999980926514,2025-09-30
4.30000019073486,4.40999984741211,4.26999998092651,4.40000009536743,6100,4.40000009536743,2025-10-01
4.57999992370605,4.57999992370605,4.30999994277954,4.48999977111816,9300,4.48999977111816,2025-10-02
4.48000001907349,4.71000003814697,4.34200000762939,4.71000003814697,19800,4.71000003814697,2025-10-03
4.78000020980835,4.82000017166138,4.59000015258789,4.73999977111816,11600,4.73999977111816,2025-10-06
5.11999988555908,5.5,4.80000019073486,5.17000007629395,1056700,5.17000007629395,2025-10-07
7.40999984741211,11,7.03000020980835,9.46000003814697,22904900,9.46000003814697,2025-10-08
6.30999994277954,7.46999979019165,6.01000022888184,7.21999979019165,490000,7.21999979019165,2025-10-09
