"WRDA.MI.Open","WRDA.MI.High","WRDA.MI.Low","WRDA.MI.Close","WRDA.MI.Volume","WRDA.MI.Adjusted","Date"
30.0400009155273,30.0400009155273,30.0400009155273,30.0400009155273,0,30.0400009155273,2024-09-27
29.9099998474121,29.9099998474121,29.9099998474121,29.9549999237061,345,29.9549999237061,2024-09-30
29.9699993133545,29.9699993133545,29.9699993133545,29.9699993133545,0,29.9699993133545,2024-10-01
30,30.3400001525879,30,30.3400001525879,250,30.3400001525879,2024-10-02
30.0149993896484,30.0149993896484,30.0149993896484,30.0149993896484,0,30.0149993896484,2024-10-03
30.2299995422363,30.2299995422363,30.2299995422363,30.2299995422363,0,30.2299995422363,2024-10-04
30.3099994659424,30.3099994659424,30.3099994659424,30.3199996948242,345,30.3199996948242,2024-10-07
30.2700004577637,30.2700004577637,30.2700004577637,30.2700004577637,0,30.2700004577637,2024-10-08
30.3449993133545,30.5200004577637,30.3250007629395,30.5200004577637,1990,30.5200004577637,2024-10-09
30.5900001525879,30.5900001525879,30.5900001525879,30.5900001525879,0,30.5900001525879,2024-10-10
30.7049999237061,30.7049999237061,30.7049999237061,30.7049999237061,0,30.7049999237061,2024-10-11
30.9500007629395,30.9500007629395,30.9500007629395,30.9500007629395,0,30.9500007629395,2024-10-14
31,31,31,30.8899993896484,360,30.8899993896484,2024-10-15
30.8349990844727,30.8349990844727,30.8349990844727,30.8649997711182,16,30.8649997711182,2024-10-16
31.1350002288818,31.1350002288818,31.1350002288818,31.1350002288818,0,31.1350002288818,2024-10-17
31.1049995422363,31.1049995422363,31.1049995422363,31.1049995422363,0,31.1049995422363,2024-10-18
31.1000003814697,31.1149997711182,31.1000003814697,31.0349998474121,1000,31.0349998474121,2024-10-21
31.0149993896484,31.0149993896484,31.0149993896484,31.0149993896484,0,31.0149993896484,2024-10-22
30.9300003051758,30.9300003051758,30.9300003051758,30.9300003051758,0,30.9300003051758,2024-10-23
30.9799995422363,30.9799995422363,30.9300003051758,30.8950004577637,245,30.8950004577637,2024-10-24
30.9899997711182,30.9899997711182,30.9899997711182,30.9899997711182,0,30.9899997711182,2024-10-25
30.9899997711182,30.9899997711182,30.9899997711182,30.9750003814697,145,30.9750003814697,2024-10-28
31.0100002288818,31.0100002288818,31.0100002288818,31.0100002288818,0,31.0100002288818,2024-10-29
30.8500003814697,30.8500003814697,30.8500003814697,30.8500003814697,0,30.8500003814697,2024-10-30
30.5499992370605,30.5499992370605,30.2999992370605,30.3150005340576,71,30.3150005340576,2024-10-31
30.3649997711182,30.3649997711182,30.3649997711182,30.5249996185303,23,30.5249996185303,2024-11-01
30.3250007629395,30.3250007629395,30.3250007629395,30.3250007629395,0,30.3250007629395,2024-11-04
30.3099994659424,30.3099994659424,30.3099994659424,30.4249992370605,132,30.4249992370605,2024-11-05
31.4500007629395,31.6000003814697,31.4500007629395,31.3600006103516,395,31.3600006103516,2024-11-06
31.6550006866455,31.6550006866455,31.5750007629395,31.5799999237061,89,31.5799999237061,2024-11-07
31.7000007629395,31.7600002288818,31.6550006866455,31.7849998474121,965,31.7849998474121,2024-11-08
32.1399993896484,32.1399993896484,32.1399993896484,32.1399993896484,0,32.1399993896484,2024-11-11
32.0200004577637,32.0200004577637,32.0200004577637,32.0200004577637,0,32.0200004577637,2024-11-12
31.9400005340576,32.0699996948242,31.8700008392334,32.125,1172,32.125,2024-11-13
32.1800003051758,32.1800003051758,32.1800003051758,32.1300010681152,52,32.1300010681152,2024-11-14
31.7999992370605,31.8549995422363,31.7999992370605,31.7299995422363,57,31.7299995422363,2024-11-15
31.6550006866455,31.6550006866455,31.6550006866455,31.7800006866455,1580,31.7800006866455,2024-11-18
31.7250003814697,31.7250003814697,31.7250003814697,31.7250003814697,0,31.7250003814697,2024-11-19
31.8199996948242,31.8199996948242,31.8199996948242,31.8199996948242,0,31.8199996948242,2024-11-20
32.2099990844727,32.2099990844727,32.2099990844727,32.2099990844727,0,32.2099990844727,2024-11-21
32.4049987792969,32.4049987792969,32.3499984741211,32.5999984741211,690,32.5999984741211,2024-11-22
32.6749992370605,32.6800003051758,32.5349998474121,32.5550003051758,1618,32.5550003051758,2024-11-25
32.4300003051758,32.5099983215332,32.4300003051758,32.5750007629395,242,32.5750007629395,2024-11-26
32.4550018310547,32.4900016784668,32.4550018310547,32.3349990844727,501,32.3349990844727,2024-11-27
32.4449996948242,32.4449996948242,32.4449996948242,32.4449996948242,0,32.4449996948242,2024-11-28
32.4099998474121,32.5699996948242,32.4099998474121,32.5550003051758,1119,32.5550003051758,2024-11-29
32.7350006103516,32.8699989318848,32.564998626709,32.810001373291,5074,32.810001373291,2024-12-02
32.8849983215332,32.8849983215332,32.7999992370605,32.8199996948242,2709,32.8199996948242,2024-12-03
33.0800018310547,33.0800018310547,33.0800018310547,32.939998626709,2,32.939998626709,2024-12-04
32.9749984741211,32.9799995422363,32.9749984741211,32.8849983215332,184,32.8849983215332,2024-12-05
32.9300003051758,32.9900016784668,32.9300003051758,32.9049987792969,378,32.9049987792969,2024-12-06
32.9749984741211,32.9749984741211,32.9049987792969,32.7700004577637,529,32.7700004577637,2024-12-09
32.8950004577637,32.8950004577637,32.8950004577637,32.8699989318848,2,32.8699989318848,2024-12-10
33.0499992370605,33.0499992370605,33.0499992370605,33.0499992370605,0,33.0499992370605,2024-12-11
33.0149993896484,33.0149993896484,33.0149993896484,33.0149993896484,0,33.0149993896484,2024-12-12
33.0200004577637,33.1150016784668,32.9199981689453,32.7900009155273,1805,32.7900009155273,2024-12-13
32.7949981689453,32.9300003051758,32.7949981689453,32.8899993896484,682,32.8899993896484,2024-12-16
32.8600006103516,32.8600006103516,32.75,32.7649993896484,256,32.7649993896484,2024-12-17
32.8349990844727,32.8349990844727,32.8349990844727,32.8549995422363,5,32.8549995422363,2024-12-18
32.2299995422363,32.5999984741211,32.2299995422363,32.3199996948242,246,32.3199996948242,2024-12-19
32.0299987792969,32.0999984741211,31.8050003051758,32.3499984741211,431,32.3499984741211,2024-12-20
32.4150009155273,32.4150009155273,32.4150009155273,32.3199996948242,156,32.3199996948242,2024-12-23
32.6949996948242,32.7350006103516,32.4150009155273,32.4500007629395,1537,32.4500007629395,2024-12-27
32.4249992370605,32.439998626709,32.1749992370605,32.2999992370605,2907,32.2999992370605,2024-12-30
32.4900016784668,32.6300010681152,32.4749984741211,32.7000007629395,1985,32.7000007629395,2025-01-02
32.5149993896484,32.6150016784668,32.5149993896484,32.6549987792969,569,32.6549987792969,2025-01-03
32.7750015258789,32.9099998474121,32.7750015258789,32.8800010681152,387,32.8800010681152,2025-01-06
32.6349983215332,32.689998626709,32.6349983215332,32.6949996948242,1274,32.6949996948242,2025-01-07
32.7150001525879,32.7150001525879,32.6650009155273,32.6300010681152,181,32.6300010681152,2025-01-08
32.5950012207031,32.5950012207031,32.5950012207031,32.685001373291,2,32.685001373291,2025-01-09
32.5900001525879,32.5999984741211,32.5900001525879,32.3800010681152,564,32.3800010681152,2025-01-10
32.25,32.2649993896484,32.25,32.314998626709,278,32.314998626709,2025-01-13
32.3800010681152,32.3800010681152,32.2400016784668,32.2649993896484,611,32.2649993896484,2025-01-14
32.3400001525879,32.3600006103516,32.3400001525879,32.7999992370605,32,32.7999992370605,2025-01-15
32.9749984741211,32.9749984741211,32.9599990844727,32.9099998474121,840,32.9099998474121,2025-01-16
33.0999984741211,33.0999984741211,33.0999984741211,33.2000007629395,3,33.2000007629395,2025-01-17
33.1599998474121,33.1599998474121,33.1599998474121,33,61,33,2025-01-20
33.060001373291,33.060001373291,33.0449981689453,33.0250015258789,436,33.0250015258789,2025-01-21
33.2249984741211,33.2249984741211,33.2249984741211,33.310001373291,30,33.310001373291,2025-01-22
33.3800010681152,33.3800010681152,33.3800010681152,33.3800010681152,0,33.3800010681152,2025-01-23
33.2649993896484,33.2900009155273,33.2400016784668,33.2099990844727,878,33.2099990844727,2025-01-24
32.8450012207031,32.8450012207031,32.6699981689453,32.6549987792969,272,32.6549987792969,2025-01-27
33.1199989318848,33.1199989318848,33.0900001525879,33.0900001525879,635,33.0900001525879,2025-01-28
33.2949981689453,33.2949981689453,33.25,33.2050018310547,8691,33.2050018310547,2025-01-29
33.3699989318848,33.3699989318848,33.25,33.2949981689453,180,33.2949981689453,2025-01-30
33.560001373291,33.6949996948242,33.560001373291,33.6349983215332,547,33.6349983215332,2025-01-31
33.2599983215332,33.439998626709,33.0999984741211,33.310001373291,1862,33.310001373291,2025-02-03
33.25,33.2849998474121,33.1949996948242,33.3250007629395,15689,33.3250007629395,2025-02-04
33.1500015258789,33.2799987792969,33.1199989318848,33.2099990844727,1068,33.2099990844727,2025-02-05
33.6300010681152,33.6300010681152,33.6300010681152,33.625,40,33.625,2025-02-06
33.5999984741211,33.6650009155273,33.5750007629395,33.4749984741211,308,33.4749984741211,2025-02-07
33.6949996948242,33.75,33.6949996948242,33.7299995422363,538,33.7299995422363,2025-02-10
33.7000007629395,33.7000007629395,33.625,33.6599998474121,1419,33.6599998474121,2025-02-11
33.5699996948242,34,33.3899993896484,33.4249992370605,10501,33.4249992370605,2025-02-12
33.4249992370605,33.5499992370605,33.4249992370605,33.5699996948242,31913,33.5699996948242,2025-02-13
33.5900001525879,33.5900001525879,33.560001373291,33.5250015258789,1891,33.5250015258789,2025-02-14
33.6399993896484,33.7050018310547,33.6399993896484,33.7050018310547,160,33.7050018310547,2025-02-17
33.7999992370605,33.7999992370605,33.7299995422363,33.7200012207031,3322,33.7200012207031,2025-02-18
33.8349990844727,33.8549995422363,33.7949981689453,33.8250007629395,435,33.8250007629395,2025-02-19
33.7999992370605,33.7999992370605,33.5999984741211,33.5149993896484,632,33.5149993896484,2025-02-20
33.5750007629395,33.6749992370605,33.5750007629395,33.5200004577637,799,33.5200004577637,2025-02-21
33.2249984741211,33.314998626709,33.0550003051758,33.1450004577637,553,33.1450004577637,2025-02-24
33.0900001525879,33.0900001525879,33.0050010681152,32.6699981689453,4981,32.6699981689453,2025-02-25
32.9700012207031,33.1100006103516,32.9700012207031,33.0849990844727,619,33.0849990844727,2025-02-26
33.0849990844727,33.1650009155273,33.0849990844727,33.1049995422363,360,33.1049995422363,2025-02-27
32.7249984741211,32.7999992370605,32.7249984741211,32.7449989318848,656,32.7449989318848,2025-02-28
33.185001373291,33.185001373291,32.8450012207031,32.875,1279,32.875,2025-03-03
32.3499984741211,32.3549995422363,32.060001373291,32.060001373291,3074,32.060001373291,2025-03-04
31.9099998474121,31.9099998474121,31.4500007629395,31.3500003814697,4728,31.3500003814697,2025-03-05
31.5900001525879,31.5900001525879,31.2999992370605,31.4050006866455,316,31.4050006866455,2025-03-06
31.1200008392334,31.1200008392334,30.9099998474121,30.8050003051758,1586,30.8050003051758,2025-03-07
31.0599994659424,31.0900001525879,30.7700004577637,30.5699996948242,2703,30.5699996948242,2025-03-10
30.3850002288818,30.3999996185303,30.0550003051758,29.9500007629395,1354,29.9500007629395,2025-03-11
30.1450004577637,30.2299995422363,30.1450004577637,30.2350006103516,1226,30.2350006103516,2025-03-12
30.1849994659424,30.2800006866455,30.1450004577637,30.0300006866455,350,30.0300006866455,2025-03-13
30.1749992370605,30.4850006103516,30.1650009155273,30.3850002288818,684,30.3850002288818,2025-03-14
30.4249992370605,30.5499992370605,30.4249992370605,30.5300006866455,1386,30.5300006866455,2025-03-17
30.6550006866455,30.6550006866455,30.4699993133545,30.4099998474121,274,30.4099998474121,2025-03-18
30.4799995422363,30.4950008392334,30.4799995422363,30.7299995422363,150,30.7299995422363,2025-03-19
30.9400005340576,30.9650001525879,30.7749996185303,30.8349990844727,572,30.8349990844727,2025-03-20
30.8199996948242,30.8199996948242,30.7600002288818,30.7700004577637,184,30.7700004577637,2025-03-21
31.0699996948242,31.2950000762939,31.0699996948242,31.2900009155273,1198,31.2900009155273,2025-03-24
31.3549995422363,31.3549995422363,31.3549995422363,31.3700008392334,32,31.3700008392334,2025-03-25
31.4850006103516,31.4850006103516,31.2999992370605,31.1949996948242,1516,31.1949996948242,2025-03-26
31.1800003051758,31.1800003051758,31.0900001525879,31.0750007629395,1466,31.0750007629395,2025-03-27
30.9050006866455,30.9699993133545,30.4099998474121,30.3950004577637,870,30.3950004577637,2025-03-28
30.1200008392334,30.1700000762939,30.0100002288818,30.1700000762939,3913,30.1700000762939,2025-03-31
30.4150009155273,30.6299991607666,30.2549991607666,30.5900001525879,1538,30.5900001525879,2025-04-01
30.5750007629395,30.5750007629395,30.4449996948242,30.5400009155273,371,30.5400009155273,2025-04-02
29.5349998474121,29.6149997711182,28.8449993133545,29.0300006866455,2239,29.0300006866455,2025-04-03
28.8600006103516,28.8600006103516,27.5,27.7900009155273,3500,27.7900009155273,2025-04-04
25.8449993133545,27.3500003814697,25.7950000762939,26.5400009155273,5587,26.5400009155273,2025-04-07
27.5049991607666,28.25,27.5049991607666,27.7549991607666,5829,27.7549991607666,2025-04-08
26.7700004577637,26.8150005340576,26.2049999237061,26.5900001525879,1666,26.5900001525879,2025-04-09
29.1200008392334,29.1200008392334,28.2199993133545,27.6450004577637,6603,27.6450004577637,2025-04-10
27.2399997711182,27.5499992370605,27.0599994659424,27.2849998474121,24063,27.2849998474121,2025-04-11
28.0149993896484,28.2900009155273,27.9950008392334,28.0149993896484,7330,28.0149993896484,2025-04-14
28.2549991607666,28.4349994659424,28.1700000762939,28.3250007629395,2248,28.3250007629395,2025-04-15
27.9950008392334,28.0699996948242,27.8999996185303,28.0349998474121,1336,28.0349998474121,2025-04-16
27.75,27.7549991607666,27.75,27.7150001525879,432,27.7150001525879,2025-04-17
27.2549991607666,27.5049991607666,27.1749992370605,27.5149993896484,5686,27.5149993896484,2025-04-22
28.1949996948242,28.5849990844727,28.1949996948242,28.2950000762939,4689,28.2950000762939,2025-04-23
28.2299995422363,28.4300003051758,28.0900001525879,28.5650005340576,13466,28.5650005340576,2025-04-24
28.8449993133545,28.8999996185303,28.6949996948242,28.7350006103516,9871,28.7350006103516,2025-04-25
28.9449996948242,28.9950008392334,28.8850002288818,28.7700004577637,6937,28.7700004577637,2025-04-28
29.0049991607666,29.0049991607666,28.8299999237061,28.9500007629395,6704,28.9500007629395,2025-04-29
28.8950004577637,28.8950004577637,28.5750007629395,29,22687,29,2025-04-30
29.6650009155273,29.7250003814697,29.4699993133545,29.7000007629395,3305,29.7000007629395,2025-05-02
29.6499996185303,29.7199993133545,29.5900001525879,29.7800006866455,1197,29.7800006866455,2025-05-05
29.7199993133545,29.7199993133545,29.3899993896484,29.6000003814697,7846,29.6000003814697,2025-05-06
29.5599994659424,29.5949993133545,29.4300003051758,29.4750003814697,18331,29.4750003814697,2025-05-07
29.8950004577637,29.9950008392334,29.7350006103516,29.8449993133545,12541,29.8449993133545,2025-05-08
30.0599994659424,30.1000003814697,29.9850006103516,29.9050006866455,3637,29.9050006866455,2025-05-09
30.9050006866455,31.0799999237061,30.7950000762939,30.8799991607666,5632,30.8799991607666,2025-05-12
30.9850006103516,31.1350002288818,30.9549999237061,31.1299991607666,1965,31.1299991607666,2025-05-13
31.0900001525879,31.0900001525879,30.9500007629395,31,6910,31,2025-05-14
30.9449996948242,31.0450000762939,30.9449996948242,31.125,484,31.125,2025-05-15
31.1749992370605,31.2849998474121,31.1749992370605,31.3600006103516,5027,31.3600006103516,2025-05-16
31.1100006103516,31.2000007629395,30.9249992370605,31.1700000762939,4475,31.1700000762939,2025-05-19
31.25,31.3449993133545,31.25,31.2749996185303,1718,31.2749996185303,2025-05-20
30.9599990844727,30.9950008392334,30.8950004577637,31.0450000762939,5480,31.0450000762939,2025-05-21
30.8099994659424,30.8099994659424,30.6749992370605,30.7649993896484,1632,30.7649993896484,2025-05-22
30.7749996185303,30.7749996185303,30.2600002288818,30.4449996948242,30221,30.4449996948242,2025-05-23
30.5949993133545,30.7299995422363,30.5949993133545,30.7150001525879,2177,30.7150001525879,2025-05-26
30.9349994659424,30.9650001525879,30.8600006103516,30.9850006103516,903,30.9850006103516,2025-05-27
31.0349998474121,31.1100006103516,30.9150009155273,31.0300006866455,2314,31.0300006866455,2025-05-28
31.4099998474121,31.4200000762939,30.8600006103516,30.9400005340576,3271,30.9400005340576,2025-05-29
30.9549999237061,31.0349998474121,30.8449993133545,30.9200000762939,19542,30.9200000762939,2025-05-30
30.7299995422363,30.7649993896484,30.5799999237061,30.7199993133545,2163,30.7199993133545,2025-06-02
30.8050003051758,30.9699993133545,30.8050003051758,31.1000003814697,1787,31.1000003814697,2025-06-03
31.1900005340576,31.5799999237061,31.1049995422363,31.1149997711182,6716,31.1149997711182,2025-06-04
31.1200008392334,31.2000007629395,30.8700008392334,31.125,1637,31.125,2025-06-05
31.0900001525879,31.5300006866455,31.0799999237061,31.25,1158,31.25,2025-06-06
31.3050003051758,31.3050003051758,31.2000007629395,31.2199993133545,2601,31.2199993133545,2025-06-09
31.3299999237061,31.3299999237061,31.2099990844727,31.2950000762939,2230,31.2950000762939,2025-06-10
31.3199996948242,31.3199996948242,31.2600002288818,31.2549991607666,1232,31.2549991607666,2025-06-11
31.1049995422363,31.1049995422363,30.7000007629395,30.9599990844727,3641,30.9599990844727,2025-06-12
30.7999992370605,30.8950004577637,30.7999992370605,30.8649997711182,2880,30.8649997711182,2025-06-13
30.875,31,30.8199996948242,30.9549999237061,2088,30.9549999237061,2025-06-16
30.8799991607666,30.9449996948242,30.7700004577637,30.9349994659424,789,30.9349994659424,2025-06-17
30.9200000762939,30.9750003814697,30.8449993133545,30.9050006866455,2142,30.9050006866455,2025-06-18
30.8850002288818,30.8850002288818,30.6450004577637,30.75,2132,30.75,2025-06-19
30.7250003814697,30.8950004577637,30.7250003814697,30.6949996948242,3209,30.6949996948242,2025-06-20
30.6650009155273,30.7900009155273,30.6650009155273,30.6900005340576,921,30.6900005340576,2025-06-23
30.9850006103516,30.9899997711182,30.9400005340576,30.9400005340576,3881,30.9400005340576,2025-06-24
31.0249996185303,31.1000003814697,31.0249996185303,30.9500007629395,1462,30.9500007629395,2025-06-25
30.9449996948242,30.9449996948242,30.8549995422363,30.9650001525879,1330,30.9650001525879,2025-06-26
31.0949993133545,31.1450004577637,31.0650005340576,31.1849994659424,1595,31.1849994659424,2025-06-27
31.2700004577637,31.2700004577637,31.1599998474121,31.1350002288818,3348,31.1350002288818,2025-06-30
31.1149997711182,31.1149997711182,30.9850006103516,31.1049995422363,2991,31.1049995422363,2025-07-01
31.2450008392334,31.2450008392334,31.0849990844727,31.1650009155273,1566,31.1650009155273,2025-07-02
31.2250003814697,31.4850006103516,31.2000007629395,31.4599990844727,5224,31.4599990844727,2025-07-03
31.3400001525879,31.3400001525879,31.2450008392334,31.25,6002,31.25,2025-07-04
31.3400001525879,31.4850006103516,31.3400001525879,31.3600006103516,955,31.3600006103516,2025-07-07
31.3600006103516,31.4050006866455,31.3199996948242,31.3449993133545,3131,31.3449993133545,2025-07-08
31.3500003814697,31.5499992370605,31.3400001525879,31.4699993133545,4248,31.4699993133545,2025-07-09
31.4699993133545,31.6499996185303,31.4699993133545,31.6749992370605,1580,31.6749992370605,2025-07-10
31.5499992370605,31.5599994659424,31.4699993133545,31.4950008392334,1342,31.4950008392334,2025-07-11
31.4400005340576,31.5200004577637,31.4249992370605,31.5400009155273,2567,31.5400009155273,2025-07-14
31.7350006103516,31.7350006103516,31.7000007629395,31.7099990844727,6745,31.7099990844727,2025-07-15
31.5100002288818,31.7099990844727,31.3999996185303,31.375,4542,31.375,2025-07-16
31.8250007629395,31.8850002288818,31.7700004577637,31.8850002288818,2726,31.8850002288818,2025-07-17
31.9449996948242,31.9449996948242,31.8199996948242,31.7649993896484,1891,31.7649993896484,2025-07-18
31.8700008392334,31.8950004577637,31.7800006866455,31.7999992370605,5335,31.7999992370605,2025-07-21
31.7549991607666,31.7749996185303,31.5949993133545,31.5949993133545,3632,31.5949993133545,2025-07-22
31.8150005340576,31.8850002288818,31.8150005340576,31.8349990844727,3909,31.8349990844727,2025-07-23
31.9699993133545,32.0200004577637,31.9249992370605,31.9599990844727,5447,31.9599990844727,2025-07-24
31.9249992370605,32.0250015258789,31.9249992370605,32.0099983215332,5367,32.0099983215332,2025-07-25
32.2449989318848,32.2999992370605,32.1100006103516,32.2599983215332,3197,32.2599983215332,2025-07-28
32.5050010681152,32.5699996948242,32.4949989318848,32.4150009155273,878,32.4150009155273,2025-07-29
32.4049987792969,32.6450004577637,32.3650016784668,32.5550003051758,2137,32.5550003051758,2025-07-30
32.8300018310547,32.8950004577637,32.6450004577637,32.6300010681152,7286,32.6300010681152,2025-07-31
32.3450012207031,32.3450012207031,31.5,31.6900005340576,9354,31.6900005340576,2025-08-01
31.7700004577637,32.0349998474121,31.7700004577637,32.0299987792969,4856,32.0299987792969,2025-08-04
32.2249984741211,32.2799987792969,31.9799995422363,31.9799995422363,9644,31.9799995422363,2025-08-05
32.1349983215332,32.1349983215332,31.9200000762939,32.0250015258789,2212,32.0250015258789,2025-08-06
32.064998626709,32.2999992370605,32.064998626709,32.1150016784668,4183,32.1150016784668,2025-08-07
32.1650009155273,32.2550010681152,32.1650009155273,32.2299995422363,3769,32.2299995422363,2025-08-08
32.3849983215332,32.4150009155273,32.310001373291,32.4049987792969,12493,32.4049987792969,2025-08-11
32.3849983215332,32.4599990844727,32.3199996948242,32.375,578,32.375,2025-08-12
32.4949989318848,32.5449981689453,32.439998626709,32.4500007629395,4119,32.4500007629395,2025-08-13
32.5499992370605,32.6300010681152,32.5499992370605,32.6100006103516,770,32.6100006103516,2025-08-14
32.5,32.5999984741211,32.5,32.5849990844727,6463,32.5849990844727,2025-08-18
32.5999984741211,32.6450004577637,32.5299987792969,32.564998626709,2348,32.564998626709,2025-08-19
32.4949989318848,32.5299987792969,32.2550010681152,32.4099998474121,2991,32.4099998474121,2025-08-20
32.5149993896484,32.5149993896484,32.3300018310547,32.4850006103516,12669,32.4850006103516,2025-08-21
32.4850006103516,33.1100006103516,32.4850006103516,32.6699981689453,2665,32.6699981689453,2025-08-22
32.6199989318848,32.6800003051758,32.5900001525879,32.6699981689453,3595,32.6699981689453,2025-08-25
32.6399993896484,32.6599998474121,32.564998626709,32.5999984741211,4472,32.5999984741211,2025-08-26
32.8250007629395,32.8950004577637,32.8250007629395,32.8600006103516,883,32.8600006103516,2025-08-27
32.8600006103516,32.9099998474121,32.7200012207031,32.7550010681152,4769,32.7550010681152,2025-08-28
32.810001373291,32.810001373291,32.5400009155273,32.5449981689453,6017,32.5449981689453,2025-08-29
32.5449981689453,32.5999984741211,32.5449981689453,32.5999984741211,3055,32.5999984741211,2025-09-01
32.5750007629395,32.5750007629395,32.2999992370605,32.2649993896484,16016,32.2649993896484,2025-09-02
32.5349998474121,32.5750007629395,32.5050010681152,32.4650001525879,11275,32.4650001525879,2025-09-03
32.6199989318848,32.689998626709,32.6199989318848,32.7550010681152,4224,32.7550010681152,2025-09-04
32.8899993896484,32.8899993896484,32.4449996948242,32.4949989318848,2213,32.4949989318848,2025-09-05
32.7000007629395,32.7350006103516,32.6349983215332,32.7249984741211,4058,32.7249984741211,2025-09-08
32.689998626709,32.7750015258789,32.6800003051758,32.7299995422363,4831,32.7299995422363,2025-09-09
32.9900016784668,33.0299987792969,32.9000015258789,32.9099998474121,39527,32.9099998474121,2025-09-10
33.0099983215332,33.0900001525879,32.9700012207031,33.0999984741211,9841,33.0999984741211,2025-09-11
33.1049995422363,33.1699981689453,33.0849990844727,33.125,3913,33.125,2025-09-12
33.1699981689453,33.2050018310547,33.0950012207031,33.1599998474121,8568,33.1599998474121,2025-09-15
33.1450004577637,33.1549987792969,32.9599990844727,32.8950004577637,15131,32.8950004577637,2025-09-16
32.9300003051758,32.9300003051758,32.8650016784668,32.8450012207031,12057,32.8450012207031,2025-09-17
33.0900001525879,33.2400016784668,33.0900001525879,33.2150001525879,3421,33.2150001525879,2025-09-18
33.185001373291,33.3450012207031,33.1800003051758,33.2750015258789,15951,33.2750015258789,2025-09-19
33.3499984741211,33.3650016784668,33.2050018310547,33.3600006103516,5625,33.3600006103516,2025-09-22
33.4000015258789,33.4300003051758,33.3950004577637,33.3899993896484,6500,33.3899993896484,2025-09-23
33.2949981689453,33.4099998474121,33.2649993896484,33.3499984741211,4844,33.3499984741211,2025-09-24
33.2449989318848,33.2799987792969,33.1500015258789,33.2299995422363,3586,33.2299995422363,2025-09-25
33.314998626709,33.4199981689453,33.2649993896484,33.310001373291,3394,33.310001373291,2025-09-26
33.4449996948242,33.5250015258789,33.4049987792969,33.4099998474121,11378,33.4099998474121,2025-09-29
33.3650016784668,33.4150009155273,33.2900009155273,33.3699989318848,24835,33.3699989318848,2025-09-30
33.2249984741211,33.6800003051758,33.2249984741211,33.6049995422363,11487,33.6049995422363,2025-10-01
33.7299995422363,33.7799987792969,33.6949996948242,33.75,8294,33.75,2025-10-02
