"DFNS.MI.Open","DFNS.MI.High","DFNS.MI.Low","DFNS.MI.Close","DFNS.MI.Volume","DFNS.MI.Adjusted","Date"
18.8700008392334,18.8999996185303,18.8700008392334,18.8920001983643,101,18.8920001983643,2023-05-17
19.2299995422363,19.4400005340576,19.2000007629395,19.3519992828369,2034,19.3519992828369,2023-05-18
19.9699993133545,19.9699993133545,19.4699993133545,19.4099998474121,1082,19.4099998474121,2023-05-19
19.4440002441406,19.507999420166,19.3500003814697,19.3939990997314,1072,19.3939990997314,2023-05-22
19.5599994659424,19.6679992675781,19.4500007629395,19.5659999847412,4687,19.5659999847412,2023-05-23
19.4360008239746,19.4360008239746,19.2199993133545,19.1499996185303,2273,19.1499996185303,2023-05-24
19.4640007019043,19.4640007019043,19.2000007629395,19.1520004272461,1816,19.1520004272461,2023-05-25
19.2080001831055,19.6380004882812,19.1380004882812,19.5380001068115,1822,19.5380001068115,2023-05-26
20.0499992370605,20.0499992370605,19.6900005340576,19.7080001831055,3475,19.7080001831055,2023-05-29
19.7180004119873,19.818000793457,19.7000007629395,19.7159996032715,2522,19.7159996032715,2023-05-30
19.7900009155273,19.8700008392334,19.6000003814697,19.6040000915527,2861,19.6040000915527,2023-05-31
19.8659992218018,20.0650005340576,19.7600002288818,19.6040000915527,1385,19.6040000915527,2023-06-01
19.8500003814697,20.0799999237061,19.8500003814697,20.0300006866455,1421,20.0300006866455,2023-06-02
20.1700000762939,20.25,20.0149993896484,20.1550006866455,5261,20.1550006866455,2023-06-05
20.2199993133545,20.7600002288818,19.996000289917,20.1949996948242,2434,20.1949996948242,2023-06-06
20.3850002288818,20.3999996185303,20.1550006866455,20.3400001525879,1699,20.3400001525879,2023-06-07
20.2600002288818,20.4549999237061,20,20.2150001525879,5151,20.2150001525879,2023-06-08
20.6900005340576,20.6900005340576,20.4500007629395,20.3899993896484,970,20.3899993896484,2023-06-09
20.5750007629395,20.6200008392334,20.5,20.5750007629395,3044,20.5750007629395,2023-06-12
20.7250003814697,20.7749996185303,20.6000003814697,20.6550006866455,4767,20.6550006866455,2023-06-13
20.7800006866455,20.8449993133545,20.6499996185303,20.6650009155273,4892,20.6650009155273,2023-06-14
20.5049991607666,20.6149997711182,20.4950008392334,20.5550003051758,1620,20.5550003051758,2023-06-15
20.7800006866455,20.8999996185303,20.7800006866455,20.7250003814697,1274,20.7250003814697,2023-06-16
21.0450000762939,21.3600006103516,20.8999996185303,20.875,8891,20.875,2023-06-19
20.8799991607666,21.2099990844727,20.8799991607666,20.8799991607666,3665,20.8799991607666,2023-06-20
20.9400005340576,21.0499992370605,20.875,20.7549991607666,1989,20.7549991607666,2023-06-21
20.6700000762939,20.6900005340576,20.6499996185303,20.6299991607666,2662,20.6299991607666,2023-06-22
20.6350002288818,20.7399997711182,20.3500003814697,20.5149993896484,1124,20.5149993896484,2023-06-23
20.3850002288818,20.3850002288818,20.1000003814697,20.2199993133545,2846,20.2199993133545,2023-06-26
20.3700008392334,20.3700008392334,20.3050003051758,20.2700004577637,155,20.2700004577637,2023-06-27
20.5400009155273,20.6800003051758,20.5400009155273,20.5450000762939,500,20.5450000762939,2023-06-28
20.6800003051758,20.9249992370605,20.6800003051758,20.8250007629395,794,20.8250007629395,2023-06-29
20.8199996948242,21.3999996185303,20.8099994659424,20.9549999237061,20246,20.9549999237061,2023-06-30
21.1949996948242,21.1949996948242,21.0699996948242,21.0650005340576,4542,21.0650005340576,2023-07-03
21.1049995422363,21.1049995422363,21,20.9200000762939,3414,20.9200000762939,2023-07-04
21.0450000762939,21.0650005340576,21.0349998474121,20.9750003814697,827,20.9750003814697,2023-07-05
20.9549999237061,20.9549999237061,20.8099994659424,20.5900001525879,1095,20.5900001525879,2023-07-06
20.6700000762939,20.7800006866455,20.6700000762939,20.7000007629395,600,20.7000007629395,2023-07-07
20.6900005340576,20.8099994659424,20.5650005340576,20.7399997711182,981,20.7399997711182,2023-07-10
20.9150009155273,20.9699993133545,20.9150009155273,20.9449996948242,470,20.9449996948242,2023-07-11
21.0599994659424,21.2950000762939,20.9799995422363,21.0949993133545,4067,21.0949993133545,2023-07-12
21.0450000762939,21.2450008392334,21.0450000762939,21.0650005340576,5000,21.0650005340576,2023-07-13
21,21,20.8799991607666,20.7600002288818,4809,20.7600002288818,2023-07-14
20.8099994659424,20.9950008392334,20.7600002288818,20.9500007629395,1463,20.9500007629395,2023-07-17
21,21.125,20.9500007629395,21.1550006866455,350,21.1550006866455,2023-07-18
21.2549991607666,21.375,21.1550006866455,21.2250003814697,10300,21.2250003814697,2023-07-19
21.2250003814697,21.3400001525879,21.0599994659424,21.2849998474121,9975,21.2849998474121,2023-07-20
21.3349990844727,21.3349990844727,21.1650009155273,21.2099990844727,3290,21.2099990844727,2023-07-21
21.0650005340576,21.2450008392334,21.0599994659424,21.1650009155273,3572,21.1650009155273,2023-07-24
21.1399993896484,21.2450008392334,21.0650005340576,21.1399993896484,3409,21.1399993896484,2023-07-25
21.2849998474121,21.3050003051758,21.1100006103516,21.125,3255,21.125,2023-07-26
21.1499996185303,21.5499992370605,21.1499996185303,21.2600002288818,3438,21.2600002288818,2023-07-27
21.25,21.3099994659424,21.1550006866455,21.3850002288818,1508,21.3850002288818,2023-07-28
21.6149997711182,21.875,21.6000003814697,21.8199996948242,3888,21.8199996948242,2023-07-31
22.0249996185303,22.0300006866455,21.8600006103516,22.0149993896484,3608,22.0149993896484,2023-08-01
22.0249996185303,22.2000007629395,21.7700004577637,21.9400005340576,6582,21.9400005340576,2023-08-02
21.9500007629395,21.9599990844727,21.7900009155273,21.875,2930,21.875,2023-08-03
22.0699996948242,22.1049995422363,21.8050003051758,21.9699993133545,1175,21.9699993133545,2023-08-04
22.2000007629395,22.2000007629395,21.8700008392334,22.0650005340576,4639,22.0650005340576,2023-08-07
22.2199993133545,22.2199993133545,21.8700008392334,21.9099998474121,12604,21.9099998474121,2023-08-08
21.9850006103516,22.0499992370605,21.7900009155273,21.7199993133545,2563,21.7199993133545,2023-08-09
21.7800006866455,21.7800006866455,21.5599994659424,21.6149997711182,1492,21.6149997711182,2023-08-10
21.5699996948242,21.5799999237061,21.5599994659424,21.4950008392334,1163,21.4950008392334,2023-08-11
21.6900005340576,21.6900005340576,21.5900001525879,21.625,490,21.625,2023-08-14
21.3999996185303,21.4500007629395,21.3449993133545,21.4099998474121,1420,21.4099998474121,2023-08-16
21.4099998474121,21.4099998474121,21.1650009155273,21.2000007629395,1054,21.2000007629395,2023-08-17
20.9750003814697,20.9750003814697,20.6000003814697,20.9249992370605,4411,20.9249992370605,2023-08-18
20.9750003814697,21.1450004577637,20.9750003814697,21.0200004577637,284,21.0200004577637,2023-08-21
21.1049995422363,21.2049999237061,21.1049995422363,21.1650009155273,891,21.1650009155273,2023-08-22
21.2099990844727,21.4750003814697,21.2099990844727,21.3799991607666,413,21.3799991607666,2023-08-23
21.5900001525879,21.5900001525879,21.2299995422363,21.3050003051758,3269,21.3050003051758,2023-08-24
21.4150009155273,21.4150009155273,21.4150009155273,21.1049995422363,100,21.1049995422363,2023-08-25
21.3400001525879,21.6049995422363,21.3400001525879,21.5650005340576,1971,21.5650005340576,2023-08-28
21.6599998474121,21.6599998474121,21.4599990844727,21.5750007629395,1316,21.5750007629395,2023-08-29
21.6499996185303,21.6849994659424,21.5499992370605,21.625,889,21.625,2023-08-30
21.7099990844727,21.7099990844727,21.6849994659424,21.6350002288818,426,21.6350002288818,2023-08-31
21.6100006103516,21.8600006103516,21.6100006103516,21.7549991607666,311,21.7549991607666,2023-09-01
21.9050006866455,21.9050006866455,21.7250003814697,21.7549991607666,5593,21.7549991607666,2023-09-04
21.8850002288818,22.0550003051758,21.7999992370605,21.8549995422363,2304,21.8549995422363,2023-09-05
21.7999992370605,21.8250007629395,21.7700004577637,21.8400001525879,4703,21.8400001525879,2023-09-06
21.7549991607666,21.7999992370605,21.4599990844727,21.6399993896484,369,21.6399993896484,2023-09-07
21.7350006103516,21.7350006103516,21.5400009155273,21.6450004577637,1042,21.6450004577637,2023-09-08
21.7399997711182,21.9599990844727,21.7399997711182,21.7049999237061,2605,21.7049999237061,2023-09-11
21.7450008392334,21.7600002288818,21.7000007629395,21.6949996948242,899,21.6949996948242,2023-09-12
21.7250003814697,21.7250003814697,21.7250003814697,21.625,100,21.625,2023-09-13
21.7649993896484,21.7649993896484,21.6800003051758,21.7399997711182,1156,21.7399997711182,2023-09-14
21.8500003814697,22.0949993133545,21.7999992370605,21.8500003814697,2772,21.8500003814697,2023-09-15
21.8400001525879,21.8400001525879,21.7399997711182,21.7450008392334,1156,21.7450008392334,2023-09-18
21.6299991607666,21.8500003814697,21.6299991607666,21.6900005340576,325,21.6900005340576,2023-09-19
21.7000007629395,21.7150001525879,21.5750007629395,21.6650009155273,1464,21.6650009155273,2023-09-20
21.3400001525879,21.4599990844727,21.2800006866455,21.2450008392334,591,21.2450008392334,2023-09-21
21.2150001525879,21.2150001525879,21.1599998474121,21.1650009155273,126,21.1650009155273,2023-09-22
20.9650001525879,21.1149997711182,20.9599990844727,21.1350002288818,284,21.1350002288818,2023-09-25
21.1450004577637,21.1450004577637,21,21.0699996948242,511,21.0699996948242,2023-09-26
21.1849994659424,21.4599990844727,21.1849994659424,21.3899993896484,2102,21.3899993896484,2023-09-27
21.5750007629395,21.6000003814697,21.5100002288818,21.4950008392334,2365,21.4950008392334,2023-09-28
21.6100006103516,21.6749992370605,21.6100006103516,21.6149997711182,272,21.6149997711182,2023-09-29
21.6949996948242,21.6949996948242,21.4050006866455,21.6149997711182,686,21.6149997711182,2023-10-02
21.6149997711182,21.6149997711182,21.4599990844727,21.4200000762939,217,21.4200000762939,2023-10-03
21.1800003051758,21.3600006103516,21.1599998474121,21.1200008392334,2046,21.1200008392334,2023-10-04
21.2600002288818,21.3050003051758,21.0650005340576,21.1599998474121,2177,21.1599998474121,2023-10-05
21.1200008392334,21.2700004577637,21.1049995422363,21.2700004577637,477,21.2700004577637,2023-10-06
21.5849990844727,22.1000003814697,21.5799999237061,22.1100006103516,5659,22.1100006103516,2023-10-09
22.4599990844727,22.5,22.3199996948242,22.4449996948242,3396,22.4449996948242,2023-10-10
22.3400001525879,22.8449993133545,22.3400001525879,22.7299995422363,7576,22.7299995422363,2023-10-11
22.8400001525879,22.9650001525879,22.7299995422363,22.8600006103516,8227,22.8600006103516,2023-10-12
22.9150009155273,22.9400005340576,22.6499996185303,22.7299995422363,6318,22.7299995422363,2023-10-13
23.2999992370605,23.2999992370605,22.6399993896484,22.7900009155273,14850,22.7900009155273,2023-10-16
22.8500003814697,22.9699993133545,22.6100006103516,22.8899993896484,3584,22.8899993896484,2023-10-17
22.8850002288818,22.8850002288818,22.5799999237061,22.6800003051758,4302,22.6800003051758,2023-10-18
22.4699993133545,22.4699993133545,22.2150001525879,22.3150005340576,2654,22.3150005340576,2023-10-19
22.1100006103516,22.1450004577637,21.9500007629395,22.0200004577637,4181,22.0200004577637,2023-10-20
21.9850006103516,21.9850006103516,21.6700000762939,21.8649997711182,6398,21.8649997711182,2023-10-23
21.6450004577637,22.1650009155273,21.6450004577637,21.9249992370605,3242,21.9249992370605,2023-10-24
21.8850002288818,22.0249996185303,21.8850002288818,21.9449996948242,7433,21.9449996948242,2023-10-25
21.8799991607666,21.9799995422363,21.7749996185303,21.8850002288818,3510,21.8850002288818,2023-10-26
21.9650001525879,21.9650001525879,21.625,21.5799999237061,3054,21.5799999237061,2023-10-27
21.7649993896484,21.7849998474121,21.5,21.4750003814697,1910,21.4750003814697,2023-10-30
21.4249992370605,21.7849998474121,21.3050003051758,21.6949996948242,496,21.6949996948242,2023-10-31
21.9150009155273,22.1450004577637,21.7849998474121,22.0599994659424,935,22.0599994659424,2023-11-01
22.2549991607666,22.5,22.1749992370605,22.5,2001,22.5,2023-11-02
22.5300006866455,22.5949993133545,22.4699993133545,22.4950008392334,6667,22.4950008392334,2023-11-03
22.6350002288818,22.6350002288818,22.2900009155273,22.3999996185303,1138,22.3999996185303,2023-11-06
22.5499992370605,22.6399993896484,22.5450000762939,22.5799999237061,510,22.5799999237061,2023-11-07
22.6100006103516,22.6450004577637,22.2649993896484,22.3700008392334,1940,22.3700008392334,2023-11-08
22.3649997711182,22.5799999237061,22.3250007629395,22.4850006103516,951,22.4850006103516,2023-11-09
22.5900001525879,22.6350002288818,22.4950008392334,22.7099990844727,1595,22.7099990844727,2023-11-10
22.7749996185303,22.9050006866455,22.7049999237061,22.8999996185303,1010,22.8999996185303,2023-11-13
22.9549999237061,23.1200008392334,22.8099994659424,22.8999996185303,2600,22.8999996185303,2023-11-14
23.2950000762939,23.2950000762939,22.8449993133545,23,4483,23,2023-11-15
22.9200000762939,22.9249992370605,22.7049999237061,22.6650009155273,4459,22.6650009155273,2023-11-16
22.9150009155273,22.9500007629395,22.6900005340576,22.8400001525879,10979,22.8400001525879,2023-11-17
22.7950000762939,23.0599994659424,22.7250003814697,22.9850006103516,3365,22.9850006103516,2023-11-20
23.0450000762939,23.0849990844727,23,22.9500007629395,2418,22.9500007629395,2023-11-21
22.8999996185303,23.1049995422363,22.8999996185303,23.0249996185303,802,23.0249996185303,2023-11-22
23.0149993896484,23.0699996948242,22.9899997711182,23.0249996185303,1417,23.0249996185303,2023-11-23
22.8999996185303,23.1049995422363,22.8500003814697,22.9349994659424,1228,22.9349994659424,2023-11-24
22.9549999237061,22.9549999237061,22.6700000762939,22.7199993133545,3545,22.7199993133545,2023-11-27
22.8400001525879,22.8400001525879,22.5049991607666,22.7099990844727,726,22.7099990844727,2023-11-28
22.7849998474121,23.1700000762939,22.7849998474121,23.1700000762939,983,23.1700000762939,2023-11-29
22.7700004577637,22.7950000762939,22.7350006103516,22.7049999237061,430,22.7049999237061,2023-11-30
23,23.0599994659424,22.9549999237061,23.0349998474121,1865,23.0349998474121,2023-12-01
23.0699996948242,23.3349990844727,23.0699996948242,23.1599998474121,3385,23.1599998474121,2023-12-04
23.0650005340576,23.2649993896484,23.0049991607666,23.1350002288818,1999,23.1350002288818,2023-12-05
23.25,23.25,23.0499992370605,23.0450000762939,31993,23.0450000762939,2023-12-06
23.0049991607666,23.0049991607666,22.7049999237061,22.7950000762939,2011,22.7950000762939,2023-12-07
22.9850006103516,22.9850006103516,22.8050003051758,22.9249992370605,430,22.9249992370605,2023-12-08
23.2000007629395,23.2000007629395,22.8050003051758,23.0400009155273,3721,23.0400009155273,2023-12-11
23.0699996948242,23.0900001525879,22.5,22.9699993133545,20634,22.9699993133545,2023-12-12
23.2199993133545,23.2199993133545,23.0450000762939,23.1599998474121,1206,23.1599998474121,2023-12-13
23.3649997711182,23.3649997711182,22.9249992370605,22.6849994659424,4598,22.6849994659424,2023-12-14
22.9400005340576,23.1000003814697,22.8099994659424,22.9599990844727,4239,22.9599990844727,2023-12-15
22.9500007629395,23.0100002288818,22.7299995422363,22.8600006103516,1040,22.8600006103516,2023-12-18
22.75,22.9349994659424,22.7049999237061,22.7999992370605,902,22.7999992370605,2023-12-19
22.7549991607666,22.9750003814697,22.7299995422363,22.8549995422363,4738,22.8549995422363,2023-12-20
23.2649993896484,23.2649993896484,22.7999992370605,22.7450008392334,308,22.7450008392334,2023-12-21
22.7999992370605,22.8299999237061,22.5849990844727,22.8250007629395,818,22.8250007629395,2023-12-22
23.4099998474121,23.4099998474121,22.7000007629395,22.75,2745,22.75,2023-12-27
22.625,22.8999996185303,22.625,22.7950000762939,180,22.7950000762939,2023-12-28
22.7099990844727,22.9650001525879,22.7099990844727,22.7950000762939,3330,22.7950000762939,2023-12-29
23.1000003814697,23.1000003814697,22.7700004577637,22.9599990844727,1996,22.9599990844727,2024-01-02
23.0599994659424,23.0599994659424,22.6650009155273,22.8250007629395,2407,22.8250007629395,2024-01-03
22.8999996185303,23.0400009155273,22.8449993133545,23.0100002288818,7127,23.0100002288818,2024-01-04
22.9850006103516,22.9850006103516,22.7199993133545,22.8150005340576,1735,22.8150005340576,2024-01-05
22.7749996185303,22.9950008392334,22.6800003051758,22.8999996185303,2734,22.8999996185303,2024-01-08
23.0949993133545,23.3549995422363,22.8999996185303,23.0450000762939,2190,23.0450000762939,2024-01-09
23.1299991607666,23.2950000762939,23.1299991607666,23.2649993896484,3295,23.2649993896484,2024-01-10
23.3600006103516,23.4249992370605,23.2600002288818,23.1450004577637,3765,23.1450004577637,2024-01-11
23.4699993133545,23.5849990844727,23.3600006103516,23.4850006103516,3830,23.4850006103516,2024-01-12
23.625,23.6399993896484,23.5599994659424,23.6399993896484,5582,23.6399993896484,2024-01-15
23.4599990844727,23.6450004577637,23.375,23.6149997711182,9539,23.6149997711182,2024-01-16
23.4050006866455,23.4150009155273,23.2999992370605,23.3549995422363,13181,23.3549995422363,2024-01-17
23.3050003051758,23.5499992370605,23.2549991607666,23.3999996185303,6269,23.3999996185303,2024-01-18
23.5650005340576,23.6350002288818,23.3899993896484,23.3400001525879,14676,23.3400001525879,2024-01-19
23.5949993133545,23.9249992370605,23.5400009155273,23.7649993896484,6364,23.7649993896484,2024-01-22
23.8449993133545,23.8449993133545,23.6299991607666,23.6749992370605,4857,23.6749992370605,2024-01-23
23.5949993133545,23.8050003051758,23.5349998474121,23.6599998474121,3989,23.6599998474121,2024-01-24
23.6200008392334,23.7549991607666,23.4099998474121,23.5699996948242,5614,23.5699996948242,2024-01-25
23.6049995422363,23.75,23.4050006866455,23.7399997711182,1956,23.7399997711182,2024-01-26
23.8299999237061,24.3099994659424,23.7549991607666,23.9050006866455,7141,23.9050006866455,2024-01-29
24,24.0300006866455,23.8999996185303,23.8999996185303,6608,23.8999996185303,2024-01-30
23.9349994659424,24.0400009155273,23.7950000762939,23.7549991607666,5377,23.7549991607666,2024-01-31
23.7399997711182,23.7849998474121,23.6000003814697,23.6149997711182,2399,23.6149997711182,2024-02-01
23.7950000762939,23.8600006103516,23.7549991607666,23.8500003814697,4908,23.8500003814697,2024-02-02
23.9549999237061,24.0949993133545,23.7999992370605,23.8649997711182,46106,23.8649997711182,2024-02-05
24.2749996185303,24.7350006103516,24.2749996185303,24.6100006103516,4969,24.6100006103516,2024-02-06
24.7199993133545,24.9200000762939,24.6000003814697,24.8549995422363,6653,24.8549995422363,2024-02-07
24.8850002288818,25,24.8400001525879,24.7950000762939,4395,24.7950000762939,2024-02-08
25.1450004577637,25.2049999237061,24.9850006103516,25,6497,25,2024-02-09
25.2800006866455,25.5699996948242,25.2749996185303,25.4850006103516,20867,25.4850006103516,2024-02-12
25.4549999237061,25.4750003814697,25.1100006103516,25.3449993133545,8044,25.3449993133545,2024-02-13
25.5049991607666,26,25.5049991607666,25.8799991607666,17940,25.8799991607666,2024-02-14
26.2150001525879,26.3999996185303,26.1299991607666,26.3150005340576,26460,26.3150005340576,2024-02-15
26.3150005340576,26.5450000762939,26.1450004577637,26.4400005340576,32191,26.4400005340576,2024-02-16
26.3850002288818,26.3899993896484,26.2150001525879,26.3050003051758,13861,26.3050003051758,2024-02-19
26.3449993133545,26.3899993896484,26.0049991607666,26.1800003051758,33005,26.1800003051758,2024-02-20
25.9950008392334,26.2700004577637,25.9950008392334,26.1049995422363,9816,26.1049995422363,2024-02-21
26.3600006103516,26.4650001525879,26.1849994659424,26.3199996948242,12338,26.3199996948242,2024-02-22
26.3150005340576,26.4500007629395,26.3150005340576,26.3050003051758,9998,26.3050003051758,2024-02-23
26.4200000762939,26.7549991607666,26.3250007629395,26.6599998474121,25149,26.6599998474121,2024-02-26
26.7099990844727,26.7950000762939,26.6000003814697,26.6650009155273,27232,26.6650009155273,2024-02-27
