"GOLD.MI.Open","GOLD.MI.High","GOLD.MI.Low","GOLD.MI.Close","GOLD.MI.Volume","GOLD.MI.Adjusted","Date"
72.3300018310547,73.129997253418,72.3300018310547,72.9899978637695,1500,72.9899978637695,2023-03-17
73.129997253418,73.129997253418,73.129997253418,73.5,10,73.5,2023-03-20
73.5,73.5,73.5,73.5,0,73.5,2023-03-21
73.5,73.5,73.5,73.5,0,73.5,2023-03-22
72.4300003051758,72.4300003051758,72.4300003051758,72.8000030517578,100,72.8000030517578,2023-03-23
72.8000030517578,72.8000030517578,72.8000030517578,72.8000030517578,0,72.8000030517578,2023-03-24
72.8000030517578,72.8000030517578,72.8000030517578,72.8000030517578,0,72.8000030517578,2023-03-27
72.8000030517578,72.8000030517578,72.8000030517578,72.8000030517578,0,72.8000030517578,2023-03-28
72.8000030517578,72.8000030517578,72.8000030517578,72.8000030517578,0,72.8000030517578,2023-03-29
72.8000030517578,72.8000030517578,72.8000030517578,72.8000030517578,0,72.8000030517578,2023-03-30
72.25,72.3399963378906,72.25,72.4000015258789,55,72.4000015258789,2023-03-31
72.4000015258789,72.4000015258789,72.4000015258789,72.4000015258789,0,72.4000015258789,2023-04-03
72.2600021362305,72.3000030517578,72.2600021362305,73.2699966430664,400,73.2699966430664,2023-04-04
73.2699966430664,73.2699966430664,73.2699966430664,73.2699966430664,0,73.2699966430664,2023-04-05
73.4700012207031,73.4700012207031,73.2600021362305,73.1900024414062,781,73.1900024414062,2023-04-06
73,73,72.9300003051758,73.0199966430664,65,73.0199966430664,2023-04-11
73.1800003051758,73.379997253418,72.5999984741211,72.7799987792969,1267,72.7799987792969,2023-04-12
73.1999969482422,73.5100021362305,73.1999969482422,73.4000015258789,1010,73.4000015258789,2023-04-13
73.2099990844727,73.3199996948242,73.0400009155273,72.3600006103516,1065,72.3600006103516,2023-04-14
72.7399978637695,72.9700012207031,72.3899993896484,72.5699996948242,237,72.5699996948242,2023-04-17
72.6800003051758,72.6800003051758,72.4300003051758,72.9300003051758,1503,72.9300003051758,2023-04-18
72.3600006103516,72.3600006103516,71.6900024414062,72.3600006103516,1874,72.3600006103516,2023-04-19
72.3300018310547,72.9599990844727,72.3099975585938,72.6100006103516,1105,72.6100006103516,2023-04-20
71.8899993896484,71.8899993896484,71.8899993896484,71.6500015258789,501,71.6500015258789,2023-04-21
71.6500015258789,71.6500015258789,71.6500015258789,71.6500015258789,0,71.6500015258789,2023-04-24
71.879997253418,71.879997253418,71.8499984741211,71.9899978637695,1055,71.9899978637695,2023-04-25
71.9800033569336,71.9800033569336,71.8199996948242,71.8300018310547,660,71.8300018310547,2023-04-26
72.0400009155273,72.0599975585938,71.5699996948242,71.6100006103516,1649,71.6100006103516,2023-04-27
71.8099975585938,71.8099975585938,71.8099975585938,71.6999969482422,20,71.6999969482422,2023-04-28
71.8000030517578,71.8199996948242,71.8000030517578,72.8099975585938,200,72.8099975585938,2023-05-02
72.8099975585938,72.8099975585938,72.8099975585938,72.8099975585938,0,72.8099975585938,2023-05-03
72.8099975585938,72.8099975585938,72.8099975585938,72.8099975585938,0,72.8099975585938,2023-05-04
73.5500030517578,73.6500015258789,73.5500030517578,72.6399993896484,218,72.6399993896484,2023-05-05
72.6399993896484,72.6399993896484,72.6399993896484,72.6399993896484,0,72.6399993896484,2023-05-08
73.3600006103516,73.5299987792969,73.3600006103516,73.5299987792969,108,73.5299987792969,2023-05-09
73.7099990844727,73.7099990844727,73.7099990844727,73.3399963378906,501,73.3399963378906,2023-05-10
73.7799987792969,74.0299987792969,73.7200012207031,73.5299987792969,1361,73.5299987792969,2023-05-11
73.5299987792969,73.5299987792969,73.5299987792969,73.5299987792969,0,73.5299987792969,2023-05-12
73.5299987792969,73.5299987792969,73.5299987792969,73.5299987792969,0,73.5299987792969,2023-05-15
73.3899993896484,73.3899993896484,73.3899993896484,73.25,22,73.25,2023-05-16
72.9499969482422,73.0400009155273,72.9499969482422,72.8000030517578,275,72.8000030517578,2023-05-17
72.6399993896484,72.7200012207031,72.6399993896484,72.129997253418,104,72.129997253418,2023-05-18
72.4499969482422,72.4499969482422,72.4499969482422,72.6399993896484,50,72.6399993896484,2023-05-19
72.7300033569336,72.7300033569336,72.7300033569336,72.5899963378906,42,72.5899963378906,2023-05-22
72.629997253418,72.7099990844727,72.629997253418,72.5500030517578,100,72.5500030517578,2023-05-23
72.5500030517578,72.5500030517578,72.5500030517578,72.5500030517578,0,72.5500030517578,2023-05-24
72.1900024414062,72.1900024414062,72.1900024414062,72.1900024414062,20,72.1900024414062,2023-05-25
72.2600021362305,72.2600021362305,72.1600036621094,72.129997253418,50,72.129997253418,2023-05-26
72.2099990844727,72.2300033569336,72.2099990844727,72.2799987792969,518,72.2799987792969,2023-05-29
72.1699981689453,72.5599975585938,72.1699981689453,72.7399978637695,502,72.7399978637695,2023-05-30
72.9199981689453,72.9199981689453,72.9199981689453,73.620002746582,23,73.620002746582,2023-05-31
72.8899993896484,72.8899993896484,72.8399963378906,73.620002746582,46,73.620002746582,2023-06-01
72.8399963378906,72.8399963378906,72.8399963378906,72.7799987792969,23,72.7799987792969,2023-06-02
72.2699966430664,72.2699966430664,72.1600036621094,72.6999969482422,217,72.6999969482422,2023-06-05
72.6800003051758,72.6800003051758,72.6800003051758,72.9300003051758,20,72.9300003051758,2023-06-06
72.8600006103516,72.8600006103516,72.7799987792969,72.629997253418,71,72.629997253418,2023-06-07
72.2799987792969,72.2799987792969,72.2200012207031,72.5699996948242,30,72.5699996948242,2023-06-08
72.5699996948242,72.5699996948242,72.5699996948242,72.5699996948242,0,72.5699996948242,2023-06-09
72.4800033569336,72.5199966430664,72.3000030517578,72.370002746582,212,72.370002746582,2023-06-12
72.370002746582,72.370002746582,72.370002746582,72.370002746582,0,72.370002746582,2023-06-13
72.370002746582,72.370002746582,72.370002746582,72.370002746582,0,72.370002746582,2023-06-14
71,71,71,71.1600036621094,18,71.1600036621094,2023-06-15
71.2300033569336,71.4100036621094,71.2300033569336,71.3099975585938,22,71.3099975585938,2023-06-16
71.0500030517578,71.1699981689453,71.0500030517578,71.0599975585938,31,71.0599975585938,2023-06-19
71.0699996948242,71.0999984741211,71.0699996948242,70.5400009155273,521,70.5400009155273,2023-06-20
70.3899993896484,70.3899993896484,70.3899993896484,70.1100006103516,10,70.1100006103516,2023-06-21
69.8000030517578,69.8000030517578,69.7300033569336,69.5,502,69.5,2023-06-22
70.1900024414062,70.1900024414062,70.1900024414062,70.2399978637695,11,70.2399978637695,2023-06-23
70.2600021362305,70.2600021362305,70.2600021362305,70.2300033569336,2,70.2300033569336,2023-06-26
70.120002746582,70.120002746582,70.120002746582,69.5199966430664,1,69.5199966430664,2023-06-27
69.4499969482422,69.4499969482422,69.4499969482422,69.6800003051758,1,69.6800003051758,2023-06-28
69.4000015258789,69.4000015258789,69.4000015258789,69.8300018310547,1,69.8300018310547,2023-06-29
69.7799987792969,69.7799987792969,69.7799987792969,69.870002746582,10,69.870002746582,2023-06-30
70,70,70,70.2300033569336,145,70.2300033569336,2023-07-03
70.2300033569336,70.4300003051758,70.2300033569336,70.3300018310547,48,70.3300018310547,2023-07-04
70.1999969482422,70.1999969482422,70.1999969482422,70.3499984741211,1,70.3499984741211,2023-07-05
70.2900009155273,70.2900009155273,69.879997253418,69.9000015258789,107,69.9000015258789,2023-07-06
69.9300003051758,69.9300003051758,69.9300003051758,70.0800018310547,5,70.0800018310547,2023-07-07
70.0999984741211,70.0999984741211,69.7099990844727,69.6399993896484,32,69.6399993896484,2023-07-10
69.9499969482422,69.9499969482422,69.9499969482422,69.879997253418,1,69.879997253418,2023-07-11
69.8000030517578,69.8000030517578,69.8000030517578,69.8899993896484,1,69.8899993896484,2023-07-12
69.9700012207031,69.9700012207031,69.6500015258789,69.6600036621094,8,69.6600036621094,2023-07-13
69.379997253418,69.379997253418,69.379997253418,69.3099975585938,1,69.3099975585938,2023-07-14
69.3099975585938,69.3099975585938,69.2099990844727,69.1100006103516,4,69.1100006103516,2023-07-17
69.2600021362305,69.4599990844727,69.2600021362305,70.1800003051758,502,70.1800003051758,2023-07-18
70.0800018310547,70.0800018310547,70.0800018310547,70.1600036621094,7,70.1600036621094,2023-07-19
70.2799987792969,70.2799987792969,70.2799987792969,70.1600036621094,7,70.1600036621094,2023-07-20
70.3099975585938,70.3099975585938,70.3099975585938,70.0800018310547,7,70.0800018310547,2023-07-21
70.0800018310547,70.4800033569336,70.0800018310547,70.370002746582,733,70.370002746582,2023-07-24
70.4199981689453,70.4199981689453,70.3499984741211,70.6800003051758,40,70.6800003051758,2023-07-25
70.7900009155273,70.8099975585938,70.6800003051758,70.8600006103516,623,70.8600006103516,2023-07-26
70.8600006103516,70.8600006103516,70.8600006103516,70.8600006103516,0,70.8600006103516,2023-07-27
70.5899963378906,70.5899963378906,70.5899963378906,70.7699966430664,4,70.7699966430664,2023-07-28
70.5800018310547,70.5800018310547,70.4000015258789,71.0500030517578,506,71.0500030517578,2023-07-31
71.0500030517578,71.0500030517578,71.0500030517578,71.0500030517578,0,71.0500030517578,2023-08-01
70.8000030517578,70.8000030517578,70.4300003051758,70.2900009155273,508,70.2900009155273,2023-08-02
70.5400009155273,70.5400009155273,70.4599990844727,70.3499984741211,2,70.3499984741211,2023-08-03
70.379997253418,70.379997253418,70.2300033569336,69.9100036621094,4,69.9100036621094,2023-08-04
70.1800003051758,70.2300033569336,70.1100006103516,69.8899993896484,661,69.8899993896484,2023-08-07
70.1699981689453,70.1699981689453,70.1699981689453,69.9499969482422,7,69.9499969482422,2023-08-08
69.9499969482422,69.9499969482422,69.5800018310547,69.4300003051758,76,69.4300003051758,2023-08-09
69.3600006103516,69.4599990844727,69.1999969482422,69.1600036621094,64,69.1600036621094,2023-08-10
69.4499969482422,69.5400009155273,69.4499969482422,69.5400009155273,863,69.5400009155273,2023-08-11
69.5400009155273,69.5599975585938,69.4899978637695,69.5699996948242,145,69.5699996948242,2023-08-14
69.4100036621094,69.4100036621094,69.4000015258789,69.4000015258789,61,69.4000015258789,2023-08-16
69.4000015258789,69.4000015258789,69.4000015258789,69.4000015258789,0,69.4000015258789,2023-08-17
69.4000015258789,69.4000015258789,69.4000015258789,69.4000015258789,0,69.4000015258789,2023-08-18
69.1500015258789,69.1500015258789,68.9800033569336,68.9899978637695,14,68.9899978637695,2023-08-21
68.9899978637695,68.9899978637695,68.9899978637695,68.9899978637695,0,68.9899978637695,2023-08-22
70.0500030517578,70.0500030517578,70.0500030517578,70.2200012207031,53,70.2200012207031,2023-08-23
70.2200012207031,70.2200012207031,70.2200012207031,70.2200012207031,0,70.2200012207031,2023-08-24
70.6399993896484,70.6399993896484,70.4800033569336,70.2900009155273,527,70.2900009155273,2023-08-25
70.2900009155273,70.2900009155273,70.2900009155273,70.2900009155273,0,70.2900009155273,2023-08-28
73,73,70.6699981689453,70.9700012207031,61,70.9700012207031,2023-08-29
70.8399963378906,70.8399963378906,70.8399963378906,70.75,35,70.75,2023-08-30
70.75,70.75,70.75,70.75,0,70.75,2023-08-31
71.2399978637695,71.2399978637695,71.1800003051758,71.370002746582,200,71.370002746582,2023-09-01
74.2900009155273,74.2900009155273,71.4899978637695,71.4499969482422,171,71.4499969482422,2023-09-04
71.620002746582,71.620002746582,71.5299987792969,71.5,47,71.5,2023-09-05
71.3399963378906,71.370002746582,71.3399963378906,71.120002746582,30,71.120002746582,2023-09-06
71.3399963378906,71.3399963378906,71.3399963378906,71.2900009155273,17,71.2900009155273,2023-09-07
71.4199981689453,71.4199981689453,71.4199981689453,71.3000030517578,17,71.3000030517578,2023-09-08
71.4100036621094,71.4100036621094,71.4100036621094,71.1600036621094,14,71.1600036621094,2023-09-11
71.1600036621094,71.1600036621094,71.1600036621094,70.870002746582,14,70.870002746582,2023-09-12
70.6999969482422,70.7600021362305,70.6999969482422,70.7799987792969,64,70.7799987792969,2023-09-13
73.2200012207031,73.2200012207031,70.6100006103516,71.1699981689453,347,71.1699981689453,2023-09-14
71.5500030517578,71.8399963378906,71.5500030517578,71.7900009155273,6,71.7900009155273,2023-09-15
71.7900009155273,71.7900009155273,71.7900009155273,71.7900009155273,0,71.7900009155273,2023-09-18
71.9400024414062,71.9499969482422,71.9300003051758,71.9499969482422,81,71.9499969482422,2023-09-19
71.7799987792969,72.1399993896484,71.7799987792969,72.1399993896484,2109,72.1399993896484,2023-09-20
72.0299987792969,72.0299987792969,71.5999984741211,71.5100021362305,184,71.5100021362305,2023-09-21
71.9800033569336,72.0599975585938,71.8499984741211,71.879997253418,267,71.879997253418,2023-09-22
71.9199981689453,71.9800033569336,71.8399963378906,72,687,72,2023-09-25
72,72,72,72,0,72,2023-09-26
71.3499984741211,71.3499984741211,71.3399963378906,71.0599975585938,18,71.0599975585938,2023-09-27
71.0599975585938,71.0599975585938,71.0599975585938,71.0599975585938,0,71.0599975585938,2023-09-28
70.1500015258789,70.1500015258789,69.75,69.7200012207031,34,69.7200012207031,2023-09-29
69.3000030517578,69.370002746582,69.2300033569336,69.3600006103516,108,69.3600006103516,2023-10-02
69.129997253418,69.5199966430664,69.129997253418,69.3600006103516,140,69.3600006103516,2023-10-03
69.3600006103516,69.3600006103516,69.3600006103516,69.3600006103516,0,69.3600006103516,2023-10-04
68.9499969482422,68.9899978637695,68.6699981689453,68.5800018310547,926,68.5800018310547,2023-10-05
68.5999984741211,68.6699981689453,68.5999984741211,68.8600006103516,511,68.8600006103516,2023-10-06
69.879997253418,69.9800033569336,69.6600036621094,69.8000030517578,1147,69.8000030517578,2023-10-09
69.9199981689453,69.9700012207031,69.6800003051758,69.6500015258789,362,69.6500015258789,2023-10-10
69.9499969482422,70.3399963378906,69.9400024414062,70.0800018310547,720,70.0800018310547,2023-10-11
70.0800018310547,70.0800018310547,70.0800018310547,70.0800018310547,0,70.0800018310547,2023-10-12
71.2399978637695,71.2399978637695,71.2399978637695,72.7600021362305,20,72.7600021362305,2023-10-13
72.1100006103516,72.2699966430664,72.1100006103516,72.4100036621094,214,72.4100036621094,2023-10-16
72.3199996948242,72.4300003051758,72.3099975585938,72.3000030517578,207,72.3000030517578,2023-10-17
73.3300018310547,73.5599975585938,73.3300018310547,73.3300018310547,64,73.3300018310547,2023-10-18
73.4599990844727,73.7699966430664,73.370002746582,73.5199966430664,1866,73.5199966430664,2023-10-19
74.4700012207031,74.5299987792969,74.379997253418,74.9199981689453,198,74.9199981689453,2023-10-20
74.25,74.3199996948242,73.9000015258789,73.8899993896484,519,73.8899993896484,2023-10-23
74,77.6999969482422,73.6699981689453,73.7399978637695,230,73.7399978637695,2023-10-24
74,74,73.9000015258789,74.129997253418,1100,74.129997253418,2023-10-25
74.9000015258789,75.0899963378906,74.5299987792969,74.7099990844727,898,74.7099990844727,2023-10-26
74.7399978637695,74.7600021362305,74.7399978637695,74.2799987792969,150,74.2799987792969,2023-10-27
81.6999969482422,81.6999969482422,74.8399963378906,74.9499969482422,121,74.9499969482422,2023-10-30
74.629997253418,75.0999984741211,74.629997253418,74.9199981689453,1642,74.9199981689453,2023-10-31
74.9599990844727,74.9599990844727,74.629997253418,74.5699996948242,330,74.5699996948242,2023-11-01
74.5199966430664,74.5599975585938,74.2799987792969,74.1800003051758,567,74.1800003051758,2023-11-02
74.370002746582,74.4000015258789,73.8399963378906,73.6900024414062,636,73.6900024414062,2023-11-03
73.4899978637695,73.4899978637695,73.4899978637695,73.3399963378906,53,73.3399963378906,2023-11-06
73.1800003051758,73.1800003051758,73.0299987792969,73.0400009155273,251,73.0400009155273,2023-11-07
73.1600036621094,73.1600036621094,72.5400009155273,72.5999984741211,890,72.5999984741211,2023-11-08
72.370002746582,72.4800033569336,72.370002746582,72.8000030517578,149,72.8000030517578,2023-11-09
72.3600006103516,72.3600006103516,72.3600006103516,72.2099990844727,20,72.2099990844727,2023-11-10
72.0999984741211,72.0999984741211,71.9599990844727,72.1900024414062,184,72.1900024414062,2023-11-13
72.1900024414062,72.25,72.1900024414062,71.9599990844727,605,71.9599990844727,2023-11-14
72.0299987792969,72.1699981689453,72.0299987792969,71.8000030517578,85,71.8000030517578,2023-11-15
72.120002746582,75.6999969482422,72.0500030517578,72.620002746582,211,72.620002746582,2023-11-16
72.5299987792969,73.0500030517578,72.5299987792969,72.4499969482422,600,72.4499969482422,2023-11-17
72.129997253418,72.129997253418,72.129997253418,71.75,94,71.75,2023-11-20
72.3600006103516,72.8499984741211,72.3600006103516,72.75,78,72.75,2023-11-21
73.1100006103516,73.1100006103516,72.8600006103516,73.3399963378906,245,73.3399963378906,2023-11-22
72.6699981689453,72.7099990844727,72.5999984741211,72.4899978637695,467,72.4899978637695,2023-11-23
72.6900024414062,72.8899993896484,72.6900024414062,72.6600036621094,720,72.6600036621094,2023-11-24
73.25,73.25,73.1600036621094,73,105,73,2023-11-27
73.2200012207031,73.2200012207031,73.2099990844727,73.7399978637695,468,73.7399978637695,2023-11-28
73.9000015258789,73.9000015258789,73.870002746582,74.1100006103516,2004,74.1100006103516,2023-11-29
74.3399963378906,74.3399963378906,73.4400024414062,74.1800003051758,1444,74.1800003051758,2023-11-30
74.5800018310547,74.8600006103516,74.5800018310547,75.2900009155273,190,75.2900009155273,2023-12-01
73.4400024414062,75.7799987792969,73.4400024414062,74.5299987792969,462,74.5299987792969,2023-12-04
74.4100036621094,74.4100036621094,74.4100036621094,74.1500015258789,7,74.1500015258789,2023-12-05
74.8199996948242,74.8199996948242,74.7900009155273,74.879997253418,27,74.879997253418,2023-12-06
75.0800018310547,75.0800018310547,75.0800018310547,74.7099990844727,10,74.7099990844727,2023-12-07
74.7099990844727,74.7099990844727,74.7099990844727,74.7099990844727,0,74.7099990844727,2023-12-08
73.7200012207031,73.7300033569336,73.4400024414062,73.2799987792969,184,73.2799987792969,2023-12-11
73.1100006103516,73.1100006103516,73.1100006103516,72.9499969482422,28,72.9499969482422,2023-12-12
72.9499969482422,73.0899963378906,72.9499969482422,72.8899993896484,139,72.8899993896484,2023-12-13
73.9700012207031,73.9700012207031,73.9700012207031,73.8899993896484,5,73.8899993896484,2023-12-14
73.9700012207031,73.9700012207031,73.9300003051758,74.129997253418,516,74.129997253418,2023-12-15
73.5999984741211,73.6399993896484,73.5899963378906,73.629997253418,1231,73.629997253418,2023-12-18
73.620002746582,73.9499969482422,73.620002746582,74.0500030517578,105,74.0500030517578,2023-12-19
73.9899978637695,73.9899978637695,73.8399963378906,73.7099990844727,2146,73.7099990844727,2023-12-20
73.9300003051758,74,73.6900024414062,73.9100036621094,2543,73.9100036621094,2023-12-21
74.2399978637695,74.5,74.2399978637695,74.3000030517578,606,74.3000030517578,2023-12-22
76.0800018310547,76.0800018310547,74.3000030517578,74.370002746582,853,74.370002746582,2023-12-27
74.0899963378906,74.129997253418,74.0899963378906,74.4700012207031,1002,74.4700012207031,2023-12-28
74.2900009155273,74.2900009155273,74.1999969482422,74.2300033569336,20,74.2300033569336,2023-12-29
74.7900009155273,75.0400009155273,74.7900009155273,74.8899993896484,829,74.8899993896484,2024-01-02
74.8199996948242,74.8199996948242,74.120002746582,74.0699996948242,2312,74.0699996948242,2024-01-03
74.3499984741211,74.3499984741211,74.0999984741211,74.1699981689453,988,74.1699981689453,2024-01-04
74.3899993896484,75.0100021362305,74.2799987792969,74.3199996948242,347,74.3199996948242,2024-01-05
73.4100036621094,73.4300003051758,73.3499984741211,73.6600036621094,579,73.6600036621094,2024-01-08
73.9499969482422,73.9800033569336,73.7900009155273,73.8000030517578,733,73.8000030517578,2024-01-09
73.8000030517578,73.8000030517578,73.5,73.4700012207031,161,73.4700012207031,2024-01-10
73.629997253418,73.629997253418,73.629997253418,73.2600021362305,3,73.2600021362305,2024-01-11
73.9800033569336,74.4700012207031,73.9800033569336,74.4300003051758,1352,74.4300003051758,2024-01-12
74.5,74.5,74.5,74.5400009155273,601,74.5400009155273,2024-01-15
74.5599975585938,74.5599975585938,74.3399963378906,74.3399963378906,711,74.3399963378906,2024-01-16
73.8499984741211,74.1100006103516,73.5800018310547,73.5699996948242,2910,73.5699996948242,2024-01-17
73.5,73.5,73.4000015258789,73.7600021362305,728,73.7600021362305,2024-01-18
74.3099975585938,74.3300018310547,74,73.9300003051758,240,73.9300003051758,2024-01-19
73.8000030517578,74,73.6500015258789,73.8000030517578,1711,73.8000030517578,2024-01-22
74,74.2099990844727,74,74.2200012207031,1832,74.2200012207031,2024-01-23
74.2300033569336,74.2300033569336,73.4700012207031,73.4199981689453,2641,73.4199981689453,2024-01-24
