"SMART.MI.Open","SMART.MI.High","SMART.MI.Low","SMART.MI.Close","SMART.MI.Volume","SMART.MI.Adjusted","Date"
106.013999938965,106.105003356934,106.000999450684,106.067001342773,24452,106.067001342773,2025-03-17
106,106.107002258301,106,106,47207,106,2025-03-18
106.070999145508,106.179000854492,105.985000610352,106.179000854492,51636,106.179000854492,2025-03-19
106.080001831055,106.139999389648,106.028999328613,106.065002441406,26225,106.065002441406,2025-03-20
106.103996276855,106.103996276855,105.966003417969,106.061996459961,45352,106.061996459961,2025-03-21
106.080001831055,106.089996337891,106.050003051758,106.065002441406,40198,106.065002441406,2025-03-24
106.080001831055,106.105003356934,106.080001831055,106.080001831055,18049,106.080001831055,2025-03-25
106.099998474121,106.103996276855,106.089996337891,106.092002868652,18026,106.092002868652,2025-03-26
106.166999816895,106.166999816895,106.092002868652,106.128997802734,23381,106.128997802734,2025-03-27
106.176002502441,106.212997436523,106.120002746582,106.13200378418,34060,106.13200378418,2025-03-28
106.141998291016,106.15299987793,106.112998962402,106.112998962402,40609,106.112998962402,2025-03-31
106.142997741699,106.161003112793,106.138000488281,106.157997131348,90309,106.157997131348,2025-04-01
106.146003723145,106.167999267578,106.139999389648,106.139999389648,50591,106.139999389648,2025-04-02
106.180000305176,106.204002380371,106.139999389648,106.204002380371,46050,106.204002380371,2025-04-03
106.218002319336,106.228996276855,106.108001708984,106.228996276855,38318,106.228996276855,2025-04-04
106.180000305176,106.230003356934,106.099998474121,106.224998474121,72977,106.224998474121,2025-04-07
106.220001220703,106.220001220703,106.087997436523,106.220001220703,36152,106.220001220703,2025-04-08
106.244003295898,106.245002746582,106.169998168945,106.204002380371,43249,106.204002380371,2025-04-09
106.23999786377,106.267997741699,106.181999206543,106.267997741699,36504,106.267997741699,2025-04-10
106.259002685547,106.289001464844,106.232002258301,106.289001464844,303531,106.289001464844,2025-04-11
106.268997192383,106.268997192383,106.240997314453,106.240997314453,53273,106.240997314453,2025-04-14
106.271003723145,106.293998718262,106.253997802734,106.272003173828,164891,106.272003173828,2025-04-15
106.275001525879,106.322998046875,106.275001525879,106.306999206543,36912,106.306999206543,2025-04-16
106.325996398926,106.325996398926,106.292999267578,106.317001342773,17940,106.317001342773,2025-04-17
106.307998657227,106.399002075195,106.307998657227,106.399002075195,23639,106.399002075195,2025-04-22
106.295997619629,106.350997924805,106.295997619629,106.323997497559,53587,106.323997497559,2025-04-23
106.339996337891,106.369003295898,106.331001281738,106.343002319336,45053,106.343002319336,2025-04-24
106.348999023438,106.399002075195,106.348999023438,106.399002075195,13636,106.399002075195,2025-04-25
106.374000549316,106.412002563477,106.342002868652,106.373001098633,39217,106.373001098633,2025-04-28
106.370002746582,106.396003723145,106.36499786377,106.388999938965,25894,106.388999938965,2025-04-29
106.379997253418,106.483001708984,106.36499786377,106.483001708984,20214,106.483001708984,2025-04-30
106.400001525879,106.46199798584,106.380996704102,106.459999084473,98084,106.459999084473,2025-05-02
106.430000305176,106.449996948242,106.410003662109,106.449996948242,31532,106.449996948242,2025-05-05
106.449996948242,106.449996948242,106.40599822998,106.434997558594,53789,106.434997558594,2025-05-06
106.419998168945,106.5,106.419998168945,106.5,29262,106.5,2025-05-07
106.471000671387,106.482002258301,106.419998168945,106.463996887207,20060,106.463996887207,2025-05-08
106.471000671387,106.471000671387,106.418998718262,106.471000671387,13162,106.471000671387,2025-05-09
106.486000061035,106.486000061035,106.449996948242,106.459999084473,26563,106.459999084473,2025-05-12
106.470001220703,106.494003295898,106.453002929688,106.459999084473,102301,106.459999084473,2025-05-13
106.49299621582,106.5,106.449996948242,106.481002807617,18231,106.481002807617,2025-05-14
106.5,106.528999328613,106.5,106.500999450684,24056,106.500999450684,2025-05-15
106.53099822998,106.53099822998,106.508003234863,106.522003173828,17587,106.522003173828,2025-05-16
106.513000488281,106.53800201416,106.513000488281,106.529998779297,29046,106.529998779297,2025-05-19
106.524002075195,106.546997070312,106.524002075195,106.540000915527,37580,106.540000915527,2025-05-20
106.53099822998,106.55899810791,106.53099822998,106.540000915527,16602,106.540000915527,2025-05-21
106.550003051758,106.580001831055,106.529998779297,106.580001831055,14937,106.580001831055,2025-05-22
106.578002929688,106.583000183105,106.559997558594,106.564002990723,30214,106.564002990723,2025-05-23
106.583000183105,106.611000061035,106.516998291016,106.596000671387,26333,106.596000671387,2025-05-26
106.588996887207,106.599998474121,106.577003479004,106.593002319336,32930,106.593002319336,2025-05-27
106.606002807617,106.609001159668,106.583999633789,106.600997924805,34667,106.600997924805,2025-05-28
106.606002807617,106.629997253418,106.58699798584,106.629997253418,26036,106.629997253418,2025-05-29
106.629997253418,106.637001037598,106.611000061035,106.612998962402,25418,106.612998962402,2025-05-30
106.644996643066,106.692001342773,106.623001098633,106.692001342773,8677,106.692001342773,2025-06-02
106.629997253418,106.657997131348,106.629997253418,106.630996704102,126504,106.630996704102,2025-06-03
106.637001037598,106.664001464844,106.637001037598,106.640998840332,16803,106.640998840332,2025-06-04
106.661003112793,106.685997009277,106.640998840332,106.68399810791,24723,106.68399810791,2025-06-05
106.681999206543,106.689002990723,106.666999816895,106.680000305176,17514,106.680000305176,2025-06-06
106.686996459961,106.702003479004,106.675003051758,106.702003479004,12504,106.702003479004,2025-06-09
106.699996948242,106.706001281738,106.68399810791,106.698997497559,32948,106.698997497559,2025-06-10
106.690002441406,106.721000671387,106.680999755859,106.694999694824,24883,106.694999694824,2025-06-11
106.717002868652,106.73999786377,106.709999084473,106.710998535156,25618,106.710998535156,2025-06-12
106.738998413086,106.738998413086,106.682998657227,106.718002319336,26991,106.718002319336,2025-06-13
106.73999786377,106.747001647949,106.720001220703,106.724998474121,21858,106.724998474121,2025-06-16
106.75,106.790000915527,106.731002807617,106.761001586914,11659,106.761001586914,2025-06-17
106.761001586914,106.761001586914,106.737998962402,106.754997253418,36277,106.754997253418,2025-06-18
106.748001098633,106.774002075195,106.704002380371,106.769996643066,23812,106.769996643066,2025-06-19
106.77799987793,106.794998168945,106.752998352051,106.78099822998,30169,106.78099822998,2025-06-20
106.771003723145,106.800003051758,106.764999389648,106.769996643066,23711,106.769996643066,2025-06-23
106.764999389648,106.835998535156,106.714996337891,106.792999267578,24961,106.792999267578,2025-06-24
106.75700378418,106.832000732422,106.75700378418,106.797996520996,18739,106.797996520996,2025-06-25
106.805999755859,106.830001831055,106.797996520996,106.830001831055,23381,106.830001831055,2025-06-26
106.870002746582,106.870002746582,106.813003540039,106.830001831055,7756,106.830001831055,2025-06-27
106.830001831055,106.838996887207,106.817001342773,106.835998535156,30509,106.835998535156,2025-06-30
106.830001831055,106.947998046875,106.792999267578,106.828002929688,26207,106.828002929688,2025-07-01
106.801002502441,106.891998291016,106.801002502441,106.847999572754,8600,106.847999572754,2025-07-02
106.88500213623,106.88500213623,106.843002319336,106.843002319336,26749,106.843002319336,2025-07-03
106.916999816895,106.916999816895,106.855003356934,106.860000610352,41985,106.860000610352,2025-07-04
106.927001953125,106.927001953125,106.872001647949,106.883003234863,15871,106.883003234863,2025-07-07
106.877998352051,106.919998168945,106.873001098633,106.875,13341,106.875,2025-07-08
106.880996704102,106.939002990723,106.860000610352,106.939002990723,27072,106.939002990723,2025-07-09
106.916000366211,106.93399810791,106.871002197266,106.901000976562,12762,106.901000976562,2025-07-10
106.889999389648,106.940002441406,106.889999389648,106.90599822998,21332,106.90599822998,2025-07-11
106.918998718262,106.939002990723,106.900001525879,106.900001525879,27585,106.900001525879,2025-07-14
106.900001525879,106.945999145508,106.900001525879,106.926002502441,20723,106.926002502441,2025-07-15
106.929000854492,106.953002929688,106.901000976562,106.944000244141,15922,106.944000244141,2025-07-16
106.943000793457,106.96900177002,106.942001342773,106.942001342773,11851,106.942001342773,2025-07-17
106.954002380371,106.980003356934,106.954002380371,106.957000732422,13548,106.957000732422,2025-07-18
106.978996276855,106.999000549316,106.945999145508,106.959999084473,51374,106.959999084473,2025-07-21
107,107.008003234863,106.930000305176,106.971000671387,10933,106.971000671387,2025-07-22
106.978996276855,107.054000854492,106.971000671387,107.035003662109,19438,107.035003662109,2025-07-23
107.035003662109,107.054000854492,106.980003356934,107.013999938965,35964,107.013999938965,2025-07-24
107.016998291016,107.033996582031,107.005996704102,107.021003723145,22309,107.021003723145,2025-07-25
107.028999328613,107.042999267578,107.013000488281,107.014999389648,33667,107.014999389648,2025-07-28
107.033996582031,107.046997070312,107.019996643066,107.021003723145,14840,107.021003723145,2025-07-29
107.042999267578,107.063003540039,107.021003723145,107.050003051758,31819,107.050003051758,2025-07-30
107.050003051758,107.069000244141,107.046997070312,107.047996520996,18264,107.047996520996,2025-07-31
107.068000793457,107.075996398926,107.050003051758,107.052001953125,30942,107.052001953125,2025-08-01
107.057998657227,107.11799621582,107.031997680664,107.078002929688,29861,107.078002929688,2025-08-04
107.081001281738,107.103996276855,107.068000793457,107.070999145508,21408,107.070999145508,2025-08-05
107.069999694824,107.098999023438,107.069000244141,107.079002380371,14416,107.079002380371,2025-08-06
107.099998474121,107.115997314453,107.084999084473,107.09700012207,19054,107.09700012207,2025-08-07
107.136001586914,107.136001586914,107.098999023438,107.106002807617,44076,107.106002807617,2025-08-08
107.119003295898,107.166000366211,107.106002807617,107.166000366211,9786,107.166000366211,2025-08-11
107.129997253418,107.161003112793,107.115997314453,107.161003112793,13823,107.161003112793,2025-08-12
107.158996582031,107.158996582031,107.115997314453,107.126998901367,18216,107.126998901367,2025-08-13
107.160003662109,107.160003662109,107.139999389648,107.146003723145,7146,107.146003723145,2025-08-14
107.165000915527,107.189002990723,107.139999389648,107.139999389648,15376,107.139999389648,2025-08-18
107.180000305176,107.180000305176,107.136001586914,107.168998718262,5486,107.168998718262,2025-08-19
107.140998840332,107.188003540039,107.140998840332,107.18399810791,18118,107.18399810791,2025-08-20
107.151000976562,107.213996887207,107.151000976562,107.198997497559,12379,107.198997497559,2025-08-21
107.166999816895,107.232002258301,107.166999816895,107.180000305176,17978,107.180000305176,2025-08-22
107.214996337891,107.246002197266,107.197998046875,107.210998535156,14228,107.210998535156,2025-08-25
107.178001403809,107.230003356934,107.162002563477,107.162002563477,15167,107.162002563477,2025-08-26
107.21900177002,107.240997314453,107.21900177002,107.240997314453,14174,107.240997314453,2025-08-27
107.238998413086,107.258003234863,107.230003356934,107.230003356934,17765,107.230003356934,2025-08-28
107.25,107.262001037598,107.237998962402,107.237998962402,29143,107.237998962402,2025-08-29
107.255996704102,107.27799987793,107.249000549316,107.25700378418,12078,107.25700378418,2025-09-01
107.26000213623,107.281997680664,107.26000213623,107.273002624512,13764,107.273002624512,2025-09-02
107.269996643066,107.323997497559,107.263999938965,107.323997497559,22129,107.323997497559,2025-09-03
107.339996337891,107.342002868652,107.287002563477,107.342002868652,34553,107.342002868652,2025-09-04
107.294998168945,107.313003540039,107.293998718262,107.305000305176,16440,107.305000305176,2025-09-05
107.304000854492,107.322998046875,107.250999450684,107.250999450684,13013,107.250999450684,2025-09-08
107.322998046875,107.330001831055,107.304000854492,107.311996459961,20756,107.311996459961,2025-09-09
107.328002929688,107.372001647949,107.313003540039,107.324996948242,11271,107.324996948242,2025-09-10
107.358001708984,107.358001708984,107.327003479004,107.34700012207,11760,107.34700012207,2025-09-11
107.356002807617,107.398002624512,107.343002319336,107.398002624512,21176,107.398002624512,2025-09-12
107.36499786377,107.372001647949,107.349998474121,107.370002746582,16914,107.370002746582,2025-09-15
107.370002746582,107.417999267578,107.352996826172,107.371002197266,11728,107.371002197266,2025-09-16
107.379997253418,107.393997192383,107.360000610352,107.376998901367,16752,107.376998901367,2025-09-17
107.36799621582,107.399002075195,107.36799621582,107.394996643066,17651,107.394996643066,2025-09-18
107.400001525879,107.412002563477,107.390998840332,107.394996643066,15550,107.394996643066,2025-09-19
107.411003112793,107.420997619629,107.398002624512,107.411003112793,36681,107.411003112793,2025-09-22
107.404998779297,107.419998168945,107.404998779297,107.417999267578,14611,107.417999267578,2025-09-23
107.421997070312,107.429000854492,107.412002563477,107.419998168945,34479,107.419998168945,2025-09-24
107.431999206543,107.448997497559,107.431999206543,107.432998657227,18545,107.432998657227,2025-09-25
107.445999145508,107.460998535156,107.432998657227,107.449996948242,28730,107.449996948242,2025-09-26
107.460998535156,107.475997924805,107.430000305176,107.458999633789,33578,107.458999633789,2025-09-29
107.466003417969,107.474998474121,107.445999145508,107.474998474121,33120,107.474998474121,2025-09-30
NA,NA,NA,NA,NA,NA,2025-10-01
107.499000549316,107.499000549316,107.480003356934,107.490997314453,44918,107.490997314453,2025-10-02
